"pid","location","totval","bedrooms","bathrooms","halfbaths"
2359,"70 HUNTINGTON RD #11","80500","2","1","1"
2360,"70 HUNTINGTON RD #12","80500","2","1","1"
2361,"340 UPSON TER","176500","2","2","0"
2362,"320 UPSON TER","158200","2","1","1"
2363,"310 UPSON TER","179200","3","2","0"
2364,"300 UPSON TER","171300","3","2","0"
2365,"280 UPSON TER","141100","4","1","0"
2366,"270 UPSON TER","171000","3","1","1"
2367,"260 UPSON TER","184700","3","1","1"
2368,"240 UPSON TER","152500","3","1","1"
2369,"230 UPSON TER","203700","3","2","1"
2370,"216 UPSON TER","197000","3","1","0"
2371,"206 UPSON TER","219300","3","1","0"
2372,"196 UPSON TER","215800","2","1","0"
2373,"188 UPSON TER","182500","3","1","0"
2374,"176 UPSON TER","220900","3","2","0"
2375,"168 UPSON TER","182600","2","2","0"
2376,NA,NA,"2","2","0"
2377,"146 UPSON TER","202500","3","2","0"
2378,"134 UPSON TER","167600","3","1","0"
2379,"124 UPSON TER","123800","2","1","0"
2380,"875 TOWNSEND AV","187000","4","2","0"
2381,"911 TOWNSEND AV","2552100","00","0","0"
2382,"BOSTON AV","400","","",""
2383,"80 BOSTON AV","105900","3","3","0"
2384,"72 BOSTON AV","142500","4","2","0"
2385,"66 BOSTON AV","152600","2","1","0"
2386,"60 BOSTON AV","172800","4","3","0"
2387,"54 BOSTON AV","155100","3","2","0"
2388,"50 BOSTON AV","134200","3","1","1"
2389,"44 BOSTON AV","134700","3","1","0"
2390,"36 BOSTON AV","144900","3","1","0"
2391,"30 BOSTON AV","157800","3","1","1"
2392,"20 BOSTON AV","206000","4","3","0"
2393,"14 BOSTON AV","131900","2","1","0"
2394,"116 CLARENDON ST","145100","1","2","0"
2395,"110 CLARENDON ST","196200","4","2","0"
2396,"100 CLARENDON ST","176600","6","2","0"
2397,"15 HARRINGTON AV","128400","3","2","0"
2398,"21 HARRINGTON AV","176000","3","2","0"
2399,"37 HARRINGTON AV","148000","6","2","0"
2400,"43 HARRINGTON AV","187600","4","4","0"
2401,"59 HARRINGTON AV","89800","2","1","0"
2402,"69 HARRINGTON AV","135500","3","1","0"
2403,"75 HARRINGTON AV","123900","3","1","0"
2404,"85 HARRINGTON AV","170500","3","2","0"
2405,"91 HARRINGTON AV","127300","2","2","0"
2406,"99 HARRINGTON AV","185700","4","2","0"
2407,"111 HARRINGTON AV","137600","3","1","0"
2408,"117 HARRINGTON AV","127800","2","1","0"
2409,"129 HARRINGTON AV","127300","2","3",""
2410,"MASSACHUSETTS AV","1900","","",""
2411,"30 MASSACHUSETTS AV","16600","","",""
2412,"28 MASSACHUSETTS AV","204200","3","2","1"
2413,"22 MASSACHUSETTS AV","127200","3","1","0"
2414,"14 MASSACHUSETTS AV","145800","3","1","0"
2415,"8 MASSACHUSETTS AV","138700","3","1","1"
2416,"140 CLARENDON ST","209900","4","1","2"
2417,"3 BOSTON AV","194500","3","1","1"
2418,"9 BOSTON AV","135300","2","1","1"
2419,"21 BOSTON AV","114700","5","2","1"
2420,"27 BOSTON AV","132100","4","2","0"
2421,"31 BOSTON AV","191600","3","2","0"
2422,"41 BOSTON AV","125300","3","1","0"
2423,"47 BOSTON AV","155700","6","2","0"
2424,"53 BOSTON AV","184500","4","2","0"
2425,"90 CLARENDON ST","140800","4","1","0"
2426,"86 CLARENDON ST","139200","3","1","0"
2427,"7 HUNTINGTON AV","159700","4","2","0"
2428,"9 HUNTINGTON AV","125700","2","1","0"
2429,"11 HUNTINGTON AV","132500","2","2","0"
2430,"15 HUNTINGTON AV","119000","3","2","0"
2431,"HUNTINGTON AV","45400","","",""
2432,"25 HUNTINGTON AV","141900","2","1","0"
2433,"29 HUNTINGTON AV","141900","4","1","0"
2434,"35 HUNTINGTON AV","153600","3","1","0"
2435,"45 HUNTINGTON AV","141800","6","2","0"
2436,"49 HUNTINGTON AV","130400","4","2","0"
2437,"55 HUNTINGTON AV","147800","6","2","0"
2438,"65 HUNTINGTON AV","194800","4","2","0"
2439,"69 HUNTINGTON AV","165300","4","1","0"
2440,"77 HUNTINGTON AV","141600","2","1","0"
2441,"85 HUNTINGTON AV","240500","3","3","0"
2442,"91 HUNTINGTON AV","173100","3","2","0"
2443,"HUNTINGTON AV","3100","","",""
2444,"95 HUNTINGTON AV","127300","2","1","0"
2445,"113 HUNTINGTON AV","163100","4","1","1"
2446,"111 HUNTINGTON AV","147100","6","2","0"
2447,"117 HUNTINGTON AV","150200","3","2","0"
2448,"123 HUNTINGTON AV","147900","3","2","0"
2449,"125 HUNTINGTON AV","148300","4","3","0"
2450,"131 HUNTINGTON AV","112000","2","1","0"
2451,"135 HUNTINGTON AV","147900","2","1","0"
2452,"141 HUNTINGTON AV","168900","5","2","0"
2453,"145 HUNTINGTON AV","122300","2","1","0"
2454,"151 HUNTINGTON AV","164900","3","2","0"
2455,"155 HUNTINGTON AV","114800","4","2","0"
2456,"161 HUNTINGTON AV","161300","4","2","0"
2457,"167 HUNTINGTON AV","117500","4","2","0"
2458,"143 MAIN ST ANNEX","164700","6","2","0"
2459,"MAIN ST ANNEX","116400","","",""
2460,"70 TERRACE ST","2348500","00","0",""
2460,"70 TERRACE ST","2348500","00","0",""
2460,"70 TERRACE ST","2348500","00","0",""
2460,"70 TERRACE ST","2348500","00","0",""
2460,"70 TERRACE ST","2348500","00","0",""
2460,"70 TERRACE ST","2348500","00","0",""
2460,"70 TERRACE ST","2348500","00","0",""
2460,"70 TERRACE ST","2348500","00","0",""
2461,"165 MAIN ST ANNEX","289700","00","0",""
2461,"165 MAIN ST ANNEX","289700","","",""
2462,"108 TERRACE ST","121500","5","2","0"
2463,"104 TERRACE ST","165200","6","3","0"
2464,"98 TERRACE ST","169200","2","2",""
2465,"90 TERRACE ST","125400","4","2","0"
2466,"86 TERRACE ST","182900","3","2","1"
2467,"68 TERRACE ST","79800","3","1","0"
2468,"60 TERRACE ST","173600","6","3","0"
2469,"52 TERRACE ST","120700","4","2","0"
2470,"48 TERRACE ST","167000","8","3","0"
2471,"TERRACE ST","4000","","",""
2472,"56 TERRACE ST #1","30100","1","1","0"
2473,"56 TERRACE ST #2","30100","1","1","0"
2474,"56 TERRACE ST #3","30100","1","1","0"
2475,"56 TERRACE ST #4","30100","1","1","0"
2476,"56 TERRACE ST #5","30100","1","1","0"
2477,"56 TERRACE ST #6","30100","1","1","0"
2478,"56 TERRACE ST #7","30100","1","1","0"
2479,"34 TERRACE ST","141200","3","1","0"
2480,"28 TERRACE ST","160600","3","2","0"
2481,"20 TERRACE ST","151600","2","1","0"
2482,"8 TERRACE ST","162800","6","2","0"
2483,NA,NA,"6","2","0"
2484,"2 TERRACE ST","282600","4","2","3"
2484,"2 TERRACE ST","282600","4","4","1"
2485,"58 HARRINGTON AV","124100","4","2","0"
2486,"46 HARRINGTON AV","176200","6","4","0"
2487,"38 HARRINGTON AV","113500","2","1","0"
2488,"26 HARRINGTON AV","140100","3","1","0"
2489,"18 HARRINGTON AV","166600","4","1","1"
2490,"17 TERRACE ST","221100","8","4","4"
2491,"29 TERRACE ST","215800","4","4","0"
2492,"41 TERRACE ST","215700","8","4","4"
2493,"57 TERRACE ST","96500","2","1","0"
2494,"63 TERRACE ST","106200","2","2","0"
2495,"69 TERRACE ST","205500","3","2","0"
2496,"75 TERRACE ST","161000","3","1","0"
2497,"83 TERRACE ST","140000","3","2","0"
2498,"89 TERRACE ST","191300","3","2","1"
2499,"95 TERRACE ST","102900","2","1","0"
2500,"105 TERRACE ST","160000","00","0","0"
2501,"MAIN ST ANNEX","169000","","",""
2502,"HARRINGTON AV","30100","","",""
2503,"150 HARRINGTON AV","127600","4","2","0"
2504,"140 HARRINGTON AV","130100","2","1","1"
2505,"134 HARRINGTON AV","185600","3","1","0"
2506,"120 HARRINGTON AV","147100","2","1","0"
2507,"112 HARRINGTON AV","155100","2","1","1"
2508,"100 HARRINGTON AV","131100","3","1","0"
2509,"94 HARRINGTON AV","130700","3","1","0"
2510,"86 HARRINGTON AV","137500","3","1","0"
2511,"70 HARRINGTON AV","245700","4","4","4"
2512,"963 TOWNSEND AV","169100","3","1","1"
2513,"973 TOWNSEND AV","140400","3","1","1"
2514,"977 TOWNSEND AV","128300","3","2","0"
2515,"981 TOWNSEND AV","131300","3","1","0"
2516,"985 TOWNSEND AV","179300","3","1","0"
2517,"991 TOWNSEND AV","174000","4","2","0"
2518,"995 TOWNSEND AV","170300","6","3","0"
2519,"999 TOWNSEND AV","172300","4","2","0"
2520,"1007 TOWNSEND AV","177900","3","1","1"
2521,"1015 TOWNSEND AV","148300","3","1","1"
2522,"1017 TOWNSEND AV","108800","2","1","1"
2523,"1021 TOWNSEND AV","145500","3","1","1"
2524,"1025 TOWNSEND AV","182400","4","1","1"
2525,"1029 TOWNSEND AV","157000","6","2","0"
2526,"1035 TOWNSEND AV","185300","3","1","1"
2527,"1037 TOWNSEND AV","211800","3","1","1"
2528,"1041 TOWNSEND AV","179900","5","3","0"
2529,"1047 TOWNSEND AV","124500","3","2","0"
2530,"1053 TOWNSEND AV","197200","4","2","0"
2531,"1059 TOWNSEND AV","175300","3","1","0"
2532,"1065 TOWNSEND AV","169000","4","1","1"
2533,"1073 TOWNSEND AV","181600","3","1","1"
2534,"19 FROST ST","169000","3","1","0"
2535,"BEACON AV","160800","","",""
2536,"1 BEACON AV","224600","4","2","0"
2537,"15 BEACON AV","180000","3","1","1"
2538,"21 BEACON AV","177700","3","2","0"
2539,"27 BEACON AV","150800","3","1","1"
2540,"31 BEACON AV","132300","3","1","0"
2541,"37 BEACON AV","127400","2","1","1"
2542,"43 BEACON AV","146100","3","1","0"
2543,"47 BEACON AV","145100","2","1","1"
2544,"55 BEACON AV","162500","4","2","0"
2545,"63 BEACON AV","248900","3","1","0"
2546,"67 BEACON AV","146500","3","1","1"
2547,"75 BEACON AV","161500","3","1","0"
2548,"81 BEACON AV","205600","3","1","1"
2549,"85 BEACON AV","198700","3","2","0"
2550,"89 BEACON AV","151600","2","1","1"
2551,"95 BEACON AV","219800","3","2",""
2552,"BEACON AV","42200","","",""
2553,"105 BEACON AV","176000","2","1","1"
2554,"111 BEACON AV","134100","3","1","0"
2555,"115 BEACON AV","155400","3","1","1"
2556,"121 BEACON AV","182900","3","2","0"
2557,"127 BEACON AV","133600","4","2","0"
2558,"133 BEACON AV","178100","3","1","1"
2559,"139 BEACON AV","175900","6","3","0"
2560,"143 BEACON AV","135800","3","1","0"
2561,"147 BEACON AV","162100","4","2","0"
2562,"151 BEACON AV","152300","6","2","0"
2563,"155 BEACON AV","159800","4","2","0"
2564,"163 BEACON AV","202300","4","1","1"
2565,"11 PAGE ST","127500","3","1","0"
2566,"3 PAGE ST","150400","2","2","0"
2567,"HILLSIDE AV","31100","","",""
2568,"138 HILLSIDE AV","140200","4","2","0"
2569,"132 HILLSIDE AV","140100","3","1","0"
2570,"128 HILLSIDE AV","116700","2","1","0"
2571,"122 HILLSIDE AV","153700","3","1","1"
2572,"116 HILLSIDE AV","17900","00","0","1"
2573,"110 HILLSIDE AV","187100","4","2","0"
2574,"108 HILLSIDE AV","117400","2","1","0"
2575,"106 HILLSIDE AV","146600","3","1","0"
2576,"98 HILLSIDE AV","41500","","",""
2577,"90 HILLSIDE AV","110200","3","1","0"
2578,"80 HILLSIDE AV","126600","3","1","0"
2579,"70 HILLSIDE AV","197100","3","1","1"
2580,"62 HILLSIDE AV","147700","3","1","0"
2581,"54 HILLSIDE AV","139800","2","1","0"
2582,"48 HILLSIDE AV","117800","3","1","0"
2583,"38 HILLSIDE AV","164300","4","3","0"
2584,"32 HILLSIDE AV","131000","3","1","0"
2585,"20 HILLSIDE AV","196400","4","1","1"
2586,"12 HILLSIDE AV","182000","3","1","0"
2587,"4 HILLSIDE AV","192900","2","2","0"
2588,"HILLSIDE AV","20300","","",""
2589,"3 HILLSIDE AV","146100","3","2","0"
2590,"7 HILLSIDE AV","147600","3","2","0"
2591,"13 HILLSIDE AV","169100","3","2","0"
2592,"21 HILLSIDE AV","188000","4","4","0"
2593,"31 HILLSIDE AV","152000","3","2",""
2594,"41 HILLSIDE AV","167000","4","4","0"
2595,"47 HILLSIDE AV","229700","8","4","4"
2596,"HILLSIDE AV","21900","","",""
2597,"65 HILLSIDE AV","123600","3","2","0"
2598,"73 HILLSIDE AV","126000","4","1","0"
2599,"75 HILLSIDE AV","471700","00","0","0"
2600,"HILLSIDE AV","43200","","",""
2601,"99 HILLSIDE AV","145200","2","1","0"
2602,"103 HILLSIDE AV","135500","5","2","1"
2603,"109 HILLSIDE AV","137800","2","1","0"
2604,"115 HILLSIDE AV","144500","4","2","0"
2605,"121 HILLSIDE AV","111700","2","1","0"
2606,"127 HILLSIDE AV","173700","3","2","0"
2607,"133 HILLSIDE AV","141800","3","3","0"
2608,"137 HILLSIDE AV","137200","3","1","0"
2609,"145 HILLSIDE AV","177500","3","1","1"
2610,"25 PAGE ST","190700","3","1","1"
2611,"158 HUNTINGTON AV","135700","4","2","0"
2612,"152 HUNTINGTON AV","110100","2","2","0"
2613,"148 HUNTINGTON AV","198100","5","2","0"
2614,"140 HUNTINGTON AV","167500","3","3","1"
2615,"138 HUNTINGTON AV","129600","4","2","0"
2616,"130 HUNTINGTON AV","117200","1","1","0"
2617,"120 HUNTINGTON AV","119200","2","1","0"
2618,"HUNTINGTON AV","41500","","",""
2619,"110 HUNTINGTON AV","159000","4","3","0"
2620,"100 HUNTINGTON AV","160400","5","1","1"
2621,"98 HUNTINGTON AV","123200","2","1","0"
2622,"94 HUNTINGTON AV","154400","3","1","1"
2623,"90 HUNTINGTON AV","116500","2","1","0"
2624,"86 HUNTINGTON AV","208400","3","1","0"
2625,"82 HUNTINGTON AV","113800","2","1","0"
2626,"78 HUNTINGTON AV","116400","2","1","0"
2627,"74 HUNTINGTON AV","163300","3","2","0"
2628,"70 HUNTINGTON AV","134200","4","2","0"
2629,"64 HUNTINGTON AV","179300","4","1","1"
2630,"58 HUNTINGTON AV","190500","3","2","0"
2631,"48 HUNTINGTON AV","161600","3","2","0"
2632,"44 HUNTINGTON AV","139400","3","1","0"
2633,"36 HUNTINGTON AV","133000","3","1","1"
2634,"32 HUNTINGTON AV","185900","6","3","0"
2635,"26 HUNTINGTON AV","128600","4","1","0"
2636,"22 HUNTINGTON AV","129400","3","1","1"
2637,"18 HUNTINGTON AV","136700","4","1","0"
2638,"HUNTINGTON AV","3700","","",""
2639,"5 HILLSIDE AV","4600","","",""
2640,"HILLSIDE AV","3000","","",""
2641,"HILLSIDE AV","3800","","",""
2642,"21 OAKLEY ST","409500","00","0",""
2643,"42 PEAT MEADOW RD","129500","3","1","0"
2644,"36 PEAT MEADOW RD","200900","4","2",""
2645,"22 PEAT MEADOW RD","395000","00","0",""
2646,"PEAT MEADOW RD","14200","","",""
2647,"180 MAIN ST ANNEX","2604500","00","0",""
2648,"MAIN ST ANNEX","13100","","",""
2649,"166 MAIN ST ANNEX","260000","00","0",""
2650,"152 MAIN ST ANNEX","46000","","",""
2651,"MAIN ST ANNEX","5700","","",""
2652,"144 MAIN ST ANNEX","396200","00","0",""
2653,"25 PEAT MEADOW RD","442400","00","0",""
2654,"132 MAIN ST ANNEX","193600","00","0",""
2655,"126 MAIN ST ANNEX","103000","3","1","0"
2656,"122 MAIN ST ANNEX","175700","5","3","0"
2657,"116 MAIN ST ANNEX","169400","7","3","1"
2658,"112 MAIN ST ANNEX","176100","5","3",""
2659,"11 OAKLEY ST","126000","6","3","0"
2660,"1081 TOWNSEND AV","154500","2","2","0"
2661,"1087 TOWNSEND AV","165800","3","2","0"
2662,"1091 TOWNSEND AV","124500","4","2","0"
2663,"1095 TOWNSEND AV","200100","2","1","0"
2663,"1095 TOWNSEND AV","200100","3","3","0"
2664,"1103 TOWNSEND AV","152000","2","1","0"
2665,"1107 TOWNSEND AV","145300","4","2","0"
2666,"1113 TOWNSEND AV","155900","3","1","1"
2667,"1117 TOWNSEND AV","141100","2","1","0"
2668,"1123 TOWNSEND AV","243600","3","1","1"
2668,"1123 TOWNSEND AV","243600","3","2","0"
2669,"1129 TOWNSEND AV","138300","3","2","2"
2670,"1133 TOWNSEND AV","175400","3","2","0"
2671,"1137 TOWNSEND AV","149500","4","2","0"
2672,"1141 TOWNSEND AV","179300","6","3","0"
2673,"1147 TOWNSEND AV","35700","","",""
2674,"1155 TOWNSEND AV","1099300","00","0",""
2675,"1163 TOWNSEND AV","167600","4","3","0"
2676,"1167 TOWNSEND AV","141300","6","3","0"
2677,"15 MAIN ST ANNEX","429600","00","0","0"
2678,"21 MAIN ST ANNEX","84100","","",""
2679,"31 MAIN ST ANNEX","248500","00","0",""
2680,"35 MAIN ST ANNEX","416300","00","0","0"
2680,"35 MAIN ST ANNEX","416300","4","3","0"
2681,"196 BEACON AV","149300","3","1","1"
2682,"194 BEACON AV","161700","4","2","0"
2683,"186 BEACON AV","149900","4","3","0"
2684,"178 BEACON AV","162700","5","2","0"
2685,"174 BEACON AV","102000","4","2","0"
2686,"172 BEACON AV","174900","7","3","0"
2687,"168 BEACON AV","161500","6","2","0"
2688,"164 BEACON AV","166300","4","2","0"
2689,"158 BEACON AV","160600","4","2","0"
2690,"154 BEACON AV","133200","3","1","0"
2691,"150 BEACON AV","145400","4","2","0"
2692,"146 BEACON AV","218100","4","2","0"
2693,"144 BEACON AV","150300","2","1","1"
2694,"140 BEACON AV","164100","4","1","0"
2695,"138 BEACON AV","43200","","",""
2696,"128 BEACON AV","173500","3","1","0"
2697,"32 FROST ST","135300","3","1","1"
2698,"20 FROST ST","146500","3","2","0"
2699,"171 BEACON AV","161900","4","2","0"
2700,"177 BEACON AV","151800","5","3","0"
2701,"179 BEACON AV","170800","6","4","0"
2702,"185 BEACON AV","160000","5","3","0"
2703,"193 BEACON AV","117300","3","1","0"
2704,"197 BEACON AV","136700","3","1","0"
2705,"51 MAIN ST ANNEX","124300","4","2","0"
2706,"190 HILLSIDE AV","157700","6","2","0"
2707,"180 HILLSIDE AV","135800","6","2","0"
2708,"178 HILLSIDE AV","171800","3","1","0"
2709,"168 HILLSIDE AV","169100","6","2","0"
2710,"165 HILLSIDE AV","150300","4","3","0"
2711,"79 MAIN ST ANNEX","178200","8","3","0"
2712,"83 MAIN ST ANNEX","133100","6","3","0"
2713,"89 MAIN ST ANNEX","162600","4","3","0"
2714,"174 HUNTINGTON AV","115000","2","2","0"
2715,"168 HUNTINGTON AV","139800","2","1","0"
2716,"475 FORBES AV","160500","","",""
2717,"501 FORBES AV","43000","","",""
2718,NA,NA,"","",""
2719,"56 MAIN ST ANNEX","359300","00","0",""
2720,"48 MAIN ST ANNEX","230100","00","0",""
2721,"70 MAIN ST ANNEX","107200","4","2","0"
2722,"76 MAIN ST ANNEX","387800","00","0","0"
2723,"46 MINOTT ST","45100","","",""
2724,NA,NA,"","",""
2725,"26 OAKLEY ST","106700","6","2","0"
2726,"20 OAKLEY ST","139700","5","3","0"
2727,"100 MAIN ST ANNEX","42000","","",""
2728,"92 MAIN ST ANNEX","147900","5","2","0"
2729,"OAKLEY ST","1900","","",""
2730,"86 MAIN ST ANNEX","94500","9","3","0"
2731,"82 MAIN ST ANNEX","98600","4","2","0"
2732,"1219 TOWNSEND AV","145100","","",""
2733,"490 FORBES AV","37200","","",""
2734,"ASHLAND PL","34100","","",""
2735,"33 ASHLAND PL","123700","2","1","0"
2736,"39 ASHLAND PL","125900","4","2","0"
2737,NA,NA,"4","2","0"
2738,"47 ASHLAND PL","145400","4","2","1"
2739,"53 ASHLAND PL","122900","3","1","0"
2740,"59 ASHLAND PL","137700","6","3","0"
2741,"65 ASHLAND PL","112500","3","1","0"
2742,"69 ASHLAND PL","86500","2","1","0"
2743,"77 ASHLAND PL","118500","5","2","0"
2744,"FORBES AV","2000","","",""
2745,"80 OAKLEY ST","131700","5","2","0"
2746,"76 OAKLEY ST","138100","2","1","1"
2747,"68 OAKLEY ST","102300","4","2","0"
2748,"609 WOODWARD AV","145500","3","1","0"
2749,"615 WOODWARD AV","139000","2","1","0"
2750,"621 WOODWARD AV","135100","3","1","0"
2751,"627 WOODWARD AV","142300","2","1","1"
2752,"633 WOODWARD AV","132100","2","1","0"
2753,"639 WOODWARD AV","126300","3","1","0"
2754,"645 WOODWARD AV","127100","3","1","0"
2755,"651 WOODWARD AV","144000","3","2","0"
2756,"657 WOODWARD AV","148800","4","2","0"
2757,"663 WOODWARD AV","123700","2","1","0"
2758,"669 WOODWARD AV","120500","2","1","0"
2759,"675 WOODWARD AV","126600","2","1","0"
2760,"270 ELAINE TER","143500","4","1","1"
2761,"264 ELAINE TER","120100","2","1","0"
2762,"258 ELAINE TER","140300","3","1","0"
2763,"250 ELAINE TER","131400","2","1","0"
2764,"244 ELAINE TER","125800","2","1","0"
2765,"240 ELAINE TER","126500","3","1","0"
2766,"232 ELAINE TER","120500","2","1","0"
2767,"226 ELAINE TER","138400","2","1","0"
2768,"218 ELAINE TER","126200","2","1","1"
2769,"212 ELAINE TER","151200","2","1","0"
2770,"204 ELAINE TER","147200","2","1","0"
2771,"205 ELAINE TER","169500","3","2","0"
2772,"211 ELAINE TER","126900","2","1","0"
2773,"219 ELAINE TER","148200","3","1","1"
2774,"227 ELAINE TER","169800","2","1","1"
2775,"233 ELAINE TER","137700","3","1","0"
2776,"239 ELAINE TER","136200","2","1","0"
2777,"245 ELAINE TER","129200","3","1","0"
2778,"251 ELAINE TER","125200","2","1","0"
2779,"259 ELAINE TER","144400","3","1","1"
2780,"265 ELAINE TER","125600","2","1","0"
2781,"271 ELAINE TER","143200","3","1","0"
2782,"105 JOHN ST","111300","2","1","0"
2783,"1102 TOWNSEND AV","146700","3","1","1"
2784,"1098 TOWNSEND AV","133200","3","2","0"
2785,"1094 TOWNSEND AV","125800","3","2","0"
2786,"1090 TOWNSEND AV","115000","2","2","0"
2787,"1086 TOWNSEND AV","112400","4","2","1"
2788,"1082 TOWNSEND AV","147200","4","2","0"
2789,"1078 TOWNSEND AV","146700","3","1","1"
2790,"1072 TOWNSEND AV","173500","4","1","0"
2791,"1068 TOWNSEND AV","175300","7","3","0"
2792,"1060 TOWNSEND AV","192200","6","3","0"
2793,"1058 TOWNSEND AV","147100","4","2","1"
2794,"1052 TOWNSEND AV","163200","5","3","0"
2795,"1050 TOWNSEND AV","128500","3","2","0"
2796,"1042 TOWNSEND AV","145200","2","1","1"
2797,"1030 TOWNSEND AV","118900","2","1","0"
2798,"683 WOODWARD AV","201600","6","3","0"
2799,"691 WOODWARD AV","167200","1","2","0"
2800,"701 WOODWARD AV","186000","2","1","0"
2801,"WOODWARD AV","43800","","",""
2802,"711 WOODWARD AV","148700","3","1","1"
2803,"717 WOODWARD AV","154100","2","1","1"
2804,"727 WOODWARD AV","169700","4","2",""
2805,"348 PROSPECT AV #1","148900","4","2","0"
2806,"346 PROSPECT AV #3","150200","2","1","1"
2807,"344 PROSPECT AV","150500","2","1","1"
2808,"342 PROSPECT AV #7","150500","2","1","1"
2809,"340 PROSPECT AV #9","150100","2","1","1"
2810,"338 PROSPECT AV #11","149900","2","1","1"
2811,"336 PROSPECT AV #13","148200","2","1","1"
2812,"334 PROSPECT AV #334","147000","2","1","1"
2813,"332 PROSPECT AV #332","156000","2","1","1"
2814,"330 PROSPECT AV #330","149100","2","1","1"
2815,"328 PROSPECT AV #328","145100","2","1","1"
2816,"326 PROSPECT AV #326","149100","2","1","1"
2817,"304 PROSPECT AV","200400","3","2","0"
2818,"298 PROSPECT AV","152100","3","1","0"
2819,"292 PROSPECT AV","117500","2","1","0"
2820,"286 PROSPECT AV","135700","3","1","0"
2821,"60 JOHN ST","140300","3","1","1"
2822,"289 PROSPECT AV","155600","3","1","1"
2823,"295 PROSPECT AV","185700","5","3","0"
2824,"301 PROSPECT AV","146000","3","1","1"
2825,"307 PROSPECT AV","149900","5","2","0"
2826,"315 PROSPECT AV","154200","4","3","0"
2827,"319 PROSPECT AV","132600","4","2","0"
2828,"325 PROSPECT AV","141800","2","1","1"
2829,"329 PROSPECT AV","174300","5","3","0"
2830,"333 PROSPECT AV","188100","6","4","0"
2831,"1172 TOWNSEND AV","243500","4","5","0"
2832,"1164 TOWNSEND AV","252400","3","2","0"
2833,"1160 TOWNSEND AV","145900","3","2","0"
2834,"1154 TOWNSEND AV","211100","5","3","0"
2835,"TOWNSEND AV","1100","","",""
2836,"1144 TOWNSEND AV","202600","4","3","1"
2837,"1138 TOWNSEND AV","126300","5","2","0"
2838,"1130 TOWNSEND AV","164600","3","2","0"
2839,"1122 TOWNSEND AV","141300","3","2","0"
2840,"1118 TOWNSEND AV","124500","2","1","1"
2841,"1114 TOWNSEND AV","140500","2","1","1"
2842,"30 ALLEN PL","155600","3","2","0"
2843,"ALLEN PL","4800","","",""
2844,"16 ALLEN PL","207061","4","2","0"
2845,"12 ALLEN PL","167600","3","1","0"
2846,"716 WOODWARD AV","128400","3","1","0"
2847,"710 WOODWARD AV","164700","3","1","1"
2848,"706 WOODWARD AV","193800","3","1","1"
2849,"700 WOODWARD AV","170800","2","1","1"
2850,"21 FAIRVIEW AV","174200","2","1","0"
2851,"694 WOODWARD AV","960800","00","0","0"
2851,"694 WOODWARD AV","960800","00","0","0"
2852,"682 WOODWARD AV","226900","6","4","0"
2853,"680 WOODWARD AV","164600","4","2","1"
2854,"662 WOODWARD AV","75400","2","1","1"
2855,"664 WOODWARD AV","75400","2","1","1"
2856,"666 WOODWARD AV","75400","2","1","1"
2857,"668 WOODWARD AV","75400","2","1","1"
2858,"670 WOODWARD AV","75400","2","1","1"
2859,"672 WOODWARD AV","99700","3","2","0"
2860,"674 WOODWARD AV","100600","3","1","1"
2861,"658 WOODWARD AV","168900","5","3","0"
2862,"654 WOODWARD AV","140000","3","1","1"
2863,"650 WOODWARD AV","146300","3","1","0"
2864,"WOODWARD AV","4400","","",""
2865,"646 WOODWARD AV","187400","3","2","0"
2866,"642 WOODWARD AV","150700","3","1","1"
2867,"WOODWARD AV","51100","","",""
2868,"630 WOODWARD AV","145700","4","2","0"
2869,"628 WOODWARD AV","132700","4","2","0"
2870,"626 WOODWARD AV","131400","2","2","0"
2871,"624 WOODWARD AV","162300","3","1","1"
2872,"WOODWARD AV","1800","","",""
2873,"606 WOODWARD AV","158500","3","2","0"
2874,"33 ALLEN PL","414600","9","6",""
2875,"ALLEN PL","38800","","",""
2876,"27 ALLEN PL","112000","2","1","0"
2877,"23 ALLEN PL","102000","2","2","0"
2878,"19 ALLEN PL","117700","3","2","0"
2879,"15 ALLEN PL","140000","4","2","0"
2880,"11 ALLEN PL","123500","2","1","0"
2881,"726 WOODWARD AV","140000","4","1","1"
2882,"730 WOODWARD AV","139600","3","1","1"
2883,"740 WOODWARD AV","258200","4","3","0"
2884,"EAST SHORE PKWY","669500","","",""
2885,"EAST SHORE PKWY","496600","","",""
2886,"WATERFRONT ST","332600","","",""
2887,"WATERFRONT ST","799700","","",""
2888,NA,NA,"","",""
2889,"481 EAST SHORE PKWY","12552300","00","0",""
2889,"481 EAST SHORE PKWY","12552300","00","0",""
2889,"481 EAST SHORE PKWY","12552300","00","0",""
2889,"481 EAST SHORE PKWY","12552300","","1",""
2890,"5 GEORGIA ST","55800","","",""
2891,"WATERFRONT ST","1344900","","",""
2892,"30 WATERFRONT ST","12106300","00","0",""
2892,"30 WATERFRONT ST","12106300","00","0",""
2892,"30 WATERFRONT ST","12106300","00","0",""
2892,"30 WATERFRONT ST","12106300","","",""
2892,"30 WATERFRONT ST","12106300","","",""
2892,"30 WATERFRONT ST","12106300","","",""
2893,NA,NA,"00","0",""
2893,NA,NA,"00","0",""
2893,NA,NA,"00","0",""
2893,NA,NA,"","",""
2893,NA,NA,"","",""
2893,NA,NA,"","",""
2894,"31 WATERFRONT ST","4092800","00","0",""
