"pid","location","totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
18056,"43 GIBBS ST",80400,4,0,2.5,121000,"11/12/2014",1e+05,"05/08/2013",73900,"03/26/2009",0,"11/26/2007",235000,"10/21/2005",1900,1996,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.16,"RM2","1600",0,41.32573632,-72.9331
18059,"125 SHELTON AV",77100,4,0,2,0,"08/06/2015",62000,"08/06/2015",112873,"02/13/2015",0,"12/30/2005",58500,"03/20/2000",1900,2184,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.06,"RM2","1600",0,41.32596092,-72.93349
18060,"131 SHELTON AV",110400,6,0,3,115500,"06/30/2011",326000,"10/18/2006",1e+05,"09/29/2005",0,NA,NA,NA,1900,3293,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.14,"RM2","1600",0,41.32607204,-72.93344
18061,"135 SHELTON AV",109800,3,0,1,0,"01/07/2009",0,"01/02/2009",0,"11/03/1981",NA,NA,NA,NA,1900,1823,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.15,"RM2","1600",0,41.326164655,-72.93339379
18062,"137 SHELTON AV",103900,3,0,1.5,750000,"10/30/1990",NA,NA,NA,NA,NA,NA,NA,NA,1900,2038,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.1,"RM2","1600",0,41.32623419,-72.933395
18064,"513 SHERMAN PKWY",112500,5,0,3,140000,"09/14/1999",9000,"06/05/1998",0,"01/14/1992",NA,NA,NA,NA,1903,2615,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.15,"RM2","1600",0,41.323133015,-72.93684
18065,"517 SHERMAN PKWY",84700,2,0,1.5,60000,"02/01/2001",0,"12/14/1970",NA,NA,NA,NA,NA,NA,1910,1344,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM2","1600",240,41.323185,-72.93771
18066,"523 SHERMAN PKWY",71300,3,0,1,0,"04/26/1979",NA,NA,NA,NA,NA,NA,NA,NA,1955,850,68,"Ranch","Single Family","Average",1,"None","Average","Average",0.18,"RM2","1600",0,41.323442935,-72.937195
18070,"551 SHERMAN PKWY",89500,4,0,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1940,1265,68,"Cape Cod","Single Family","Average",1,"Central","Average","Average",0.1,"RM2","1600",180,41.324346085,-72.93696742
18072,"563 SHERMAN PKWY",136300,6,0,2,35000,"08/31/1977",NA,NA,NA,NA,NA,NA,NA,NA,1940,3070,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.31,"RM2","1600",484,41.32417,-72.93712
18073,"567 SHERMAN PKWY",79600,4,0,2,0,"06/09/2011",65200,"12/21/2009",0,"09/18/2009",89000,"09/23/2003",0,"09/22/1995",1940,1792,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"RM2","1600",240,41.32434,-72.93704
18074,"571 SHERMAN PKWY",123600,3,0,3,189000,"03/17/2005",130000,"01/15/1988",NA,NA,NA,NA,NA,NA,1920,2961,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.17,"RM2","1600",384,41.324516,-72.93699
18075,"583 SHERMAN PKWY",98600,4,0,1.5,0,"09/05/2008",90000,"11/03/2005",0,"04/28/2005",0,"10/22/2004",105000,"02/27/1990",1940,1339,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.23,"RM2","1600",308,41.325043,-72.93684
18077,"591 SHERMAN PKWY",79300,3,0,1.5,70000,"03/19/1996",35000,"02/04/1994",NA,NA,NA,NA,NA,NA,1940,1152,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.15,"RM2","1600",288,41.325405,-72.93682
18078,"595 SHERMAN PKWY",86600,2,0,1.5,143900,"12/21/2007",155000,"07/30/2004",95000,"05/15/2002",55000,"11/13/2001",0,"04/14/1988",1940,1295,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.15,"RM2","1600",0,41.32570339,-72.93678182
18080,"605 SHERMAN PKWY",113500,3,0,1,0,"03/14/2013",47000,"02/01/2013",0,"01/07/2004",0,"12/29/2003",0,"08/14/1964",1930,1931,68,"Bungalow","Single Family","Average",1,"None","Average","Average",0.15,"RM2","1600",0,41.32610251,-72.93680731
18082,"607 SHERMAN PKWY",106700,6,0,2,0,"11/21/2013",0,"07/30/2010",80000,"07/30/2010",0,"11/13/2009",0,"11/13/2009",1910,2836,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.17,"RM2","1600",484,41.32627,-72.93686
18083,"340 WEST DIVISION ST",128900,6,0,3,139900,"02/03/2000",80000,"09/18/1998",0,"10/31/1979",NA,NA,NA,NA,1920,3673,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.15,"RM2","1600",0,41.32666303,-72.93589
18084,"336 WEST DIVISION ST",111100,6,0,2,0,"06/25/2003",79000,"11/14/2000",21000,"09/08/1998",0,"06/11/1997",119200,"05/18/1989",1989,2279,86,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.12,"RM2","1600",0,41.326692375,-72.93583
18085,"330 WEST DIVISION ST",89200,4,0,2,0,"03/15/1988",NA,NA,NA,NA,NA,NA,NA,NA,1906,2518,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM2","1600",0,41.326682935,-72.93574
18087,"320 WEST DIVISION ST",78400,3,0,1,19000,"04/18/2000",0,"06/11/1999",NA,NA,NA,NA,NA,NA,1906,1195,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1600",0,41.32669613,-72.93559
18090,"310 WEST DIVISION ST",123500,8,0,4,0,"01/29/2013",105000,"10/19/2012",75000,"09/01/2010",0,"09/01/2010",0,"10/02/2009",1900,3472,68,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.08,"RM2","1600",0,41.32680359,-72.93545952
18092,"498 DIXWELL AV",79000,6,0,3,45000,"08/04/2015",0,"09/06/2007",295000,"06/18/2007",2e+05,"02/16/2006",193640,"07/22/2005",1910,2559,55,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.08,"RM2","1600",0,41.326683,-72.93516
18093,"488 DIXWELL AV",112200,5,0,2,31700,"09/14/1999",0,"01/22/1998",69000,"05/08/1995",5000,"03/21/1994",NA,NA,1920,2251,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.18,"RM2","1600",0,41.326458,-72.93516
18094,"486 DIXWELL AV",83800,4,0,3.5,61167,"08/12/2011",30583,"08/12/2011",0,"03/01/2011",0,"01/22/2008",0,"08/22/2005",1903,2883,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.17,"RM2","1600",0,41.326412,-72.93516
18096,"482 DIXWELL AV",130000,4,0,2.5,0,"08/05/2013",150000,"09/20/2004",12500,"03/22/2001",0,"03/14/2001",0,"08/18/1971",1910,3280,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.17,"RM2","1600",0,41.32630508,-72.93516
18097,"480 DIXWELL AV",67700,3,0,1.5,53000,"11/18/2010",0,"12/04/2009",175000,"11/09/2006",0,"07/14/2003",0,"11/18/1997",1920,2234,37,"Colonial","Single Family","Average",1,"None","Average","Average",0.15,"RM2","1600",0,41.326198075,-72.93515
18098,"472 DIXWELL AV",115500,4,0,2,0,"05/27/2004",0,"04/29/1999",0,"11/25/1998",5000,"04/03/1995",5500,"02/16/1994",1920,2813,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"RM2","1600",693,41.32601043,-72.93520747
18099,"470 DIXWELL AV",84000,4,0,2,0,"04/25/1978",NA,NA,NA,NA,NA,NA,NA,NA,1930,1756,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.41,"RM2","1600",484,41.325912,-72.93515
18100,"468 DIXWELL AV",97200,3,0,1,0,"08/19/2014",35000,"07/23/2014",152095,"07/01/2013",160000,"02/09/2006",0,"12/06/1965",1930,1658,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.42,"RM2","1600",0,41.32577033,-72.93520747
18101,"464 DIXWELL AV",140500,4,0,2.5,0,"11/19/2013",70000,"11/24/2009",0,"11/24/2009",0,"11/24/2009",0,"03/26/2009",1918,3142,55,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.15,"RM2","1600",0,41.325756,-72.93515
18102,"460 DIXWELL AV",162300,6,0,3,0,"01/04/2001",0,"01/04/2001",30000,"02/03/1978",NA,NA,NA,NA,1930,4755,73,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.15,"RM2","1600",0,41.325653,-72.93515
18103,"456 DIXWELL AV",130600,6,0,3,0,"03/03/2003",0,"03/07/2001",0,"04/04/1975",NA,NA,NA,NA,1930,3650,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.43,"RM2","1600",0,41.32555,-72.93514
18104,"452 DIXWELL AV",139100,4,0,2,7000,"12/15/1995",125000,"12/10/1991",NA,NA,NA,NA,NA,NA,1910,3891,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.43,"RM2","1600",396,41.32542859,-72.93514
18106,"440 DIXWELL AV",200400,9,1,5,0,"05/15/2014",130000,"03/18/2014",0,"02/14/2014",430000,"05/30/2006",24000,"06/23/1995",1906,6300,73,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.23,"RM2","1600",0,41.32513747,-72.93516849
18107,"432 DIXWELL AV",133300,4,0,2.5,0,"12/22/2008",80000,"07/05/2000",NA,NA,NA,NA,NA,NA,1920,3369,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.27,"RM2","1600",0,41.32496254,-72.93516599
18108,"428 DIXWELL AV",129900,5,0,1,0,"05/16/1980",NA,NA,NA,NA,NA,NA,NA,NA,1920,2376,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.27,"RM2","1600",0,41.32482,-72.935135
18109,"426 DIXWELL AV",107200,4,0,2,95000,"10/30/2014",0,"06/30/2014",0,"10/21/1997",0,"10/21/1997",0,"08/30/1991",1906,2949,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.17,"RM2","1600",0,41.324759245,-72.935135
18111,"414 DIXWELL AV",137900,6,0,4,0,"02/14/2014",120000,"01/17/2014",1e+05,"08/21/2013",102126,"08/21/2013",151000,"06/14/2002",1903,3893,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.09,"RM2","1600",0,41.32417,-72.93512
18114,"406 DIXWELL AV",123700,4,0,2.5,0,"12/31/2012",0,"04/29/1970",NA,NA,NA,NA,NA,NA,1920,2326,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.23,"RM2","1600",180,41.323788,-72.93511
18117,"380 DIXWELL AV",89300,4,0,2,0,"09/29/1975",NA,NA,NA,NA,NA,NA,NA,NA,1906,2512,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.16,"RM2","1600",0,41.323215,-72.93502
18118,"378 DIXWELL AV",105400,6,0,2,128000,"09/02/2005",24000,"10/01/1976",NA,NA,NA,NA,NA,NA,1906,1897,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.15,"RM2","1600",408,41.3232,-72.93501
18119,"374 DIXWELL AV",75400,4,0,2,36750,"05/27/2010",0,"09/15/2009",0,"09/04/2009",255000,"12/11/2007",164000,"10/31/2006",1910,2535,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM2","1600",0,41.323166,-72.935
18120,"370 DIXWELL AV",101500,6,0,3,0,"02/24/1970",NA,NA,NA,NA,NA,NA,NA,NA,1906,2578,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM2","1600",450,41.32313,-72.93498
18121,"368 DIXWELL AV",83400,3,0,1,110000,"05/07/2007",60000,"11/22/2006",0,"06/02/2004",0,"11/04/1993",NA,NA,1906,1291,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.11,"RM2","1600",0,41.323116,-72.9351033
18122,"364 DIXWELL AV",89200,4,0,3,0,"04/11/1996",0,"03/21/1995",0,"05/02/1983",NA,NA,NA,NA,1906,2270,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM2","1600",0,41.32309421,-72.9350933
18124,"323 MUNSON ST",90000,3,0,1,60000,"04/05/2010",163000,"06/19/2007",0,"10/15/1986",NA,NA,NA,NA,1906,1683,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","1600",0,41.322906,-72.93602471
18125,"325 MUNSON ST",76000,4,0,2,0,"11/20/1970",NA,NA,NA,NA,NA,NA,NA,NA,1906,2279,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","1600",0,41.322906,-72.93619
18126,"327 MUNSON ST",81300,5,0,2,65900,"05/01/2009",99170,"03/05/2009",95000,"06/06/1991",NA,NA,NA,NA,1910,2178,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM2","1600",0,41.32291,-72.93627
18127,"329 MUNSON ST",88300,3,0,1,58000,"05/21/2003",45000,"12/31/2002",0,"06/13/2002",28000,"12/23/1998",0,"06/04/1998",1906,1120,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1600",360,41.322914,-72.93635
18128,"331 MUNSON ST",70900,2,0,1,0,"05/18/2005",0,"09/16/2004",0,"09/16/2004",0,"07/22/2004",43000,"10/13/1999",1920,1100,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","1600",0,41.322914,-72.936424
18129,"333 MUNSON ST",83100,4,0,2,0,"08/31/2010",0,"04/05/2010",0,"09/12/1966",NA,NA,NA,NA,1906,2242,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","1600",400,41.322918,-72.93651
18130,"335 MUNSON ST",82500,3,0,1,136500,"11/09/2006",0,"11/09/2006",110000,"03/16/2004",51800,"10/02/2003",0,"06/23/2000",1910,1224,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM2","1600",0,41.32292904,-72.93662186
18131,"337 MUNSON ST",66400,6,0,1.5,0,"03/15/2001",0,"04/22/1993",NA,NA,NA,NA,NA,NA,1903,1114,55,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1600",0,41.32292,-72.93666
18132,"339 MUNSON ST",89100,2,0,1,0,"09/05/1996",0,"03/22/1995",14000,"12/16/1963",NA,NA,NA,NA,1910,1511,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","1600",0,41.32293404,-72.93687
18133,"341 MUNSON ST",85100,3,0,1.5,0,"11/19/2014",0,"06/19/2014",52500,"06/19/2014",42076,"03/19/2014",0,NA,1906,1370,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","1600",306,41.322933,-72.93699
18134,"343 MUNSON ST",75100,2,0,1.5,79000,"06/23/1987",NA,NA,NA,NA,NA,NA,NA,NA,1903,1200,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","1600",0,41.32294,-72.93709024
18135,"345 MUNSON ST",76600,3,0,1,75000,"06/04/2015",84900,"10/05/2009",0,"09/28/1994",NA,NA,NA,NA,1906,1500,55,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM2","1600",0,41.322946785,-72.93720502
18137,"34 SHELTON AV",138200,9,1,4,45000,"11/01/2012",0,"03/13/2007",0,NA,NA,NA,NA,NA,1910,3354,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM2","1600",396,41.32332611,-72.93443
18140,"407 DIXWELL AV",140300,6,0,3.5,50000,"11/08/1989",NA,NA,NA,NA,NA,NA,NA,NA,1920,2597,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.09,"RM2","1600",0,41.323357,-72.93504
18141,"409 DIXWELL AV",113500,6,0,3,0,"08/13/2014",135000,"07/07/2014",0,"04/21/2010",69900,"04/21/2010",0,"01/29/2010",1920,3483,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.12,"RM2","1600",0,41.324216245,-72.93512355
18142,"413 DIXWELL AV",115900,4,0,3,114900,"10/01/2015",0,"10/29/2014",0,"10/29/2014",280000,"05/07/2007",9000,"09/27/1993",1920,3180,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.13,"RM2","1600",0,41.32374,-72.9351
