"pid","location","totval"
13751,"196 CROWN ST #4E",130200
13752,"196 CROWN ST #4F",130900
13753,"196 CROWN ST #4G",131600
13754,"196 CROWN ST #4H",139400
13755,"196 CROWN ST #4I",218300
13756,"196 CROWN ST #4J",229900
13757,"196 CROWN ST #5A",142300
13758,"196 CROWN ST #5B",132700
13759,"196 CROWN ST #5C",146300
13760,"196 CROWN ST #5D",132800
13761,"196 CROWN ST #5E",132800
13762,"196 CROWN ST #5F",142300
13763,"196 CROWN ST #5G",132800
13764,"196 CROWN ST #5H",143000
13765,"196 CROWN ST #5I",215100
13766,"196 CROWN ST #5J",233600
13767,"80 TEMPLE ST",9314500
13768,"229 GEORGE ST",12651300
13769,"245 GEORGE ST",156800
13770,NA,NA
13771,"20 CHURCH ST",26271200
13772,"213 CROWN ST",15477800
13773,NA,NA
13774,"239 COLLEGE ST",1785300
13775,"265 COLLEGE ST",16179300
13776,"239 COLLEGE ST",8664800
13777,NA,NA
13778,"986 CHAPEL ST",1050800
13779,"976 CHAPEL ST",1647500
13780,"968 CHAPEL ST",1369800
13781,"CHAPEL ST",13700
13782,"966 CHAPEL ST",120600
13783,"962 CHAPEL ST",1192800
13784,"954 CHAPEL ST",2350000
13785,"950 CHAPEL ST",1388700
13786,"926 CHAPEL ST",2456700
13787,"160 TEMPLE ST",412700
13788,"148 TEMPLE ST",8950300
13789,"142 TEMPLE ST",5460000
13790,"124 TEMPLE ST",1476500
13791,"181 CROWN ST",4385400
13792,"155 TEMPLE ST",13349700
13793,"900 CHAPEL ST",10250000
13794,NA,NA
13795,"CHAPEL ST",8689600
13796,NA,NA
13797,"46 CHURCH ST",14620700
13798,"CHAPEL ST",26158000
13799,"230 TEMPLE ST",3055100
13800,"250 TEMPLE ST",2309400
13801,"270 TEMPLE ST",2876400
13802,"CHURCH ST",18727400
13803,NA,NA
13804,"195 CHURCH ST",20500000
13805,"191 CHURCH ST",1436900
13806,"80 ELM ST",3371500
13807,"200 ORANGE ST",16737100
13808,"157 CHURCH ST",4.5e+07
13809,"165 CHURCH ST",3075900
13810,"175 CHURCH ST",25383800
13811,"175 CHURCH ST",2878800
13812,"175 CHURCH ST",7846700
13813,"469 COLLEGE ST",10141300
13814,"90 WALL ST",187004
13815,"90 WALL ST",366261
13816,"86 WALL ST",306944
13817,"86 WALL ST",577621
13818,"82 WALL ST",391943
13819,"82 WALL ST",1447057
13820,"80 WALL ST",2893600
13821,"78 WALL ST",253600
13822,"76 WALL ST",253600
13823,"74 WALL ST",299700
13824,"328 TEMPLE ST",1147000
13825,"320 TEMPLE ST",1272700
13826,"310 TEMPLE ST",877600
13827,"302 TEMPLE ST",2043500
13828,"294 TEMPLE ST",2128100
13829,"143 ELM ST",1526500
13830,"149 ELM ST",2106600
13831,"155 ELM ST",1434800
13832,"165 ELM ST",12985800
13833,"175 ELM ST",1107100
13834,"427 COLLEGE ST",2771800
13835,NA,NA
13836,"451 COLLEGE ST",5537800
13837,"459 COLLEGE ST",696800
13838,"323 TEMPLE ST",1496000
13839,"58 WALL ST",496100
13840,"54 WALL ST",990200
13841,"234 CHURCH ST",5875000
13842,"230 CHURCH ST",462500
13843,"226 CHURCH ST",496000
13844,"121 ELM ST",22024200
13845,"133 ELM ST",20931800
13846,"311 TEMPLE ST",2292100
13847,"227 CHURCH ST",19954994
13848,"36 WALL ST",1413600
13849,"292 ORANGE ST",3904600
13850,"284 ORANGE ST",1087200
13851,"284 ORANGE ST",259500
13852,"280 ORANGE ST",28400
13853,"ORANGE ST",19900
13854,"278 ORANGE ST",441800
13855,"250 ORANGE ST",424700
13856,"59 ELM ST",8692800
13857,"71 ELM ST",449600
13858,"205 CHURCH ST",13500000
13859,"209 CHURCH ST",2292800
13860,"215 CHURCH ST",2133900
13861,"221 CHURCH ST",1975400
13862,"509 COLLEGE ST",55598900
13863,"497 COLLEGE ST",7845300
13864,"483 COLLEGE ST",2050000
13865,"493 COLLEGE ST",7824700
13866,"347 TEMPLE ST",66465800
13867,"258 CHURCH ST",919700
13868,"250 CHURCH ST",1345600
13869,"246 CHURCH ST",3698900
13870,"CHURCH ST",765700
13871,"236 CHURCH ST",6539700
13872,"310 ORANGE ST",21547500
13873,"237 CHURCH ST",32458900
13874,"265 CHURCH ST #1",15500000
13875,"265 CHURCH ST #2",7600000
13876,"265 CHURCH ST #3",10749600
13877,"173 GROVE ST",21597100
13878,"21 PROSPECT ST",75534600
13879,"24 HILLHOUSE AV",1526300
13880,"HILLHOUSE AV",1467400
13881,"12 HILLHOUSE AV",2280600
13882,"10 HILLHOUSE AV",16605200
13883,"2 HILLHOUSE AV",2280800
13884,"HILLHOUSE AV",291600
13885,"131 GROVE ST",8556600
13886,"5 HILLHOUSE AV",10676900
13887,"9 HILLHOUSE AV",8276500
13888,"15 HILLHOUSE AV",1039900
13889,"HILLHOUSE AV",838100
13890,"17 HILLHOUSE AV",29910000
13891,"HILLHOUSE AV",811600
13892,"88 TRUMBULL ST",300900
13893,"84 TRUMBULL ST",2500100
13894,NA,NA
13895,"442 TEMPLE ST",631500
13896,"432 TEMPLE ST",1123400
13897,"420 TEMPLE ST",9300100
13898,NA,NA
13899,"91 TRUMBULL ST",3541200
13900,"135 PROSPECT ST",12980100
13901,"46 HILLHOUSE AV",2214100
13902,"38 HILLHOUSE AV",33672200
13903,"34 HILLHOUSE AV",8208900
13904,"30 HILLHOUSE AV",3037200
13905,"28 HILLHOUSE AV",2212800
13906,"87 TRUMBULL ST",748700
13907,"89 TRUMBULL ST",3607200
13908,"27 HILLHOUSE AV",1153500
13909,"31 HILLHOUSE AV",1416400
13910,"37 HILLHOUSE AV",1120900
13911,"43 HILLHOUSE AV",4659100
13912,"47 HILLHOUSE AV",321000
13913,"51 HILLHOUSE AV",3207700
13914,"55 HILLHOUSE AV",2825000
13915,"158 WHITNEY AV",14719800
13916,"122 WHITNEY AV",367700
13917,"114 WHITNEY AV",3557000
13918,"110 WHITNEY AV",1295100
13919,"79 TRUMBULL ST",758600
13920,"83 TRUMBULL ST",467000
13921,"85 TRUMBULL ST",297600
13922,"165 PROSPECT ST",82036900
13923,"PROSPECT ST",1289100
13924,"223 PROSPECT ST",96318300
13925,"243 PROSPECT ST",84936400
13926,"285 PROSPECT ST",49529000
13927,"301 PROSPECT ST",1740200
13928,"EDWARDS ST",16700
13929,"360 EDWARDS ST",1142300
13930,"340 EDWARDS ST",922700
13931,"320 EDWARDS ST",10870800
13932,"256 WHITNEY AV",28997300
13933,"180 WHITNEY AV",76791400
13934,"260 WHITNEY AV",33400
13935,"21 SACHEM ST",6018000
13936,"101 WINCHESTER AV",290300
13937,"107 WINCHESTER AV",223500
13938,"113 WINCHESTER AV",222800
13939,"117 WINCHESTER AV",220000
13940,"123 WINCHESTER AV",218100
13941,"127 WINCHESTER AV",188900
13942,"139 WINCHESTER AV",257500
13943,"143 WINCHESTER AV",157800
13944,"149 WINCHESTER AV",88800
13945,"153 WINCHESTER AV",212100
13946,"157 WINCHESTER AV",118500
13947,"34 WOODLAND ST",159000
13948,"30 WOODLAND ST",138700
13949,"26 WOODLAND ST",258000
13950,"22 WOODLAND ST",221700
13951,"16 WOODLAND ST",306800
13952,NA,NA
13953,"142 MANSFIELD ST",361300
13954,NA,NA
13955,"134 MANSFIELD ST",305700
13956,"130 MANSFIELD ST",302100
13957,"126 MANSFIELD ST",309850
13958,"122 MANSFIELD ST",307000
13959,"116 MANSFIELD ST",351700
13960,"17 COMPTON ST",211200
13961,"21 COMPTON ST #21A",160700
13962,"21 COMPTON ST #21B",160700
13963,"21 COMPTON ST #21C",160700
13964,"21 COMPTON ST #21D",156000
13965,"21 COMPTON ST #21E",160700
13966,"21 COMPTON ST #21F",164000
13967,"23 COMPTON ST #23A",160700
13968,"23 COMPTON ST #23B",160700
13969,"23 COMPTON ST #23C",160700
13970,"23 COMPTON ST #23D",160700
13971,"23 COMPTON ST #23E",160700
13972,"200 PROSPECT ST",1818100
13973,NA,NA
13974,"79 MANSFIELD ST",302500
13975,"83 MANSFIELD ST",308300
13976,"91 MANSFIELD ST",297900
13977,"93 MANSFIELD ST",307300
13978,"97 MANSFIELD ST",751700
13979,NA,NA
13980,"105 MANSFIELD ST",336400
13981,"107 MANSFIELD ST",418600
13982,"109 MANSFIELD ST",403400
13983,NA,NA
13984,NA,NA
13985,NA,NA
13986,NA,NA
13987,NA,NA
13988,"151 MANSFIELD ST",290200
13989,"153 MANSFIELD ST",245300
13990,"155 MANSFIELD ST",301100
13991,"159 MANSFIELD ST",302400
13992,"163 MANSFIELD ST",299400
13993,"171 MANSFIELD ST",178900
13994,"173 MANSFIELD ST",350800
13995,"173 MANSFIELD ST",221600
13996,"179 MANSFIELD ST",211900
13997,"181 MANSFIELD ST",372800
13998,"185 MANSFIELD ST",257800
13999,"MANSFIELD ST",20000
14000,"187 MANSFIELD ST",345200
14001,"191 MANSFIELD ST",355000
14002,"197 MANSFIELD ST",367000
14003,"203 MANSFIELD ST",363900
14004,"211 MANSFIELD ST",304800
14005,"217 MANSFIELD ST",322100
14006,"56 HILLSIDE PL",271600
14007,"54 HILLSIDE PL",262100
14008,"52 HILLSIDE PL",259900
14009,"PROSPECT ST",732000
14010,"314 PROSPECT ST",1058700
14011,"MANSFIELD ST",23000
14012,NA,NA
14013,"310 PROSPECT ST",1194400
14014,"300 PROSPECT ST",921400
14015,"282 PROSPECT ST",1018500
14016,"276 PROSPECT ST",2090800
14017,"MANSFIELD ST",5300
14018,NA,NA
14019,NA,NA
14020,NA,NA
14021,NA,NA
14022,NA,NA
14023,NA,NA
14024,NA,NA
14025,NA,NA
14026,NA,NA
14027,NA,NA
14028,"313 MANSFIELD ST",309200
14029,"426 PROSPECT ST",944500
14030,NA,NA
14031,"406 PROSPECT ST",1512600
14032,"400 PROSPECT ST",599000
14033,"386 PROSPECT ST",2526400
14034,"360 PROSPECT ST",6900000
14035,"227 MANSFIELD ST",512100
14036,"265 MANSFIELD ST",552700
14037,"295 MANSFIELD ST",3782100
14038,"339 PROSPECT ST",26340700
14039,"12 SAINT RONAN TER",844700
14040,"9 SAINT RONAN TER",1206200
14041,"SAINT RONAN TER",29700
14042,"5 SAINT RONAN TER",1127700
14043,"258 SAINT RONAN ST",875400
14044,"240 SAINT RONAN ST",1200300
14045,"10 SAINT RONAN TER",1053200
14046,"8 SAINT RONAN TER",856200
14047,"6 SAINT RONAN TER",924400
14048,"4 SAINT RONAN TER",708300
14049,"224 SAINT RONAN ST",1148400
14050,"210 SAINT RONAN ST",1303000
14051,"216 SAINT RONAN ST",850000
14052,"208 SAINT RONAN ST",871800
14053,NA,NA
14054,"190 SAINT RONAN ST",994700
14055,"176 SAINT RONAN ST",1501800
14056,"160 SAINT RONAN ST",440433
14057,"335 PROSPECT ST",3081800
14058,"341 SAINT RONAN ST",28100
14059,"341 SAINT RONAN ST",28100
14060,"319 MANSFIELD ST",316000
14061,"325 MANSFIELD ST",751700
14062,"460 PROSPECT ST",455700
14063,"PROSPECT ST",27400
14064,"329 MANSFIELD ST",315900
14065,"436 PROSPECT ST",616800
14066,"440 PROSPECT ST #1",144600
14067,"440 PROSPECT ST #2",153600
14068,"440 PROSPECT ST #3",149500
14069,"440 PROSPECT ST #4",153500
14070,"440 PROSPECT ST #5",161000
14071,"440 PROSPECT ST #6",123300
14072,"440 PROSPECT ST #7",154000
14073,"440 PROSPECT ST #8",166000
14074,"440 PROSPECT ST #9",152100
14075,"440 PROSPECT ST #10",182400
14076,"440 PROSPECT ST #11",198900
14077,"440 PROSPECT ST #12",198300
14078,"370 CANNER ST",17662600
14079,"477 PROSPECT ST",740000
14080,"CANNER ST",360600
14081,"352 CANNER ST",5092800
14082,"341 SAINT RONAN ST",4167600
14083,"423 PROSPECT ST",45631400
14084,"459 PROSPECT ST",1008900
14085,"346 SAINT RONAN ST",1215000
14086,"CANNER ST",18300
14087,"320 CANNER ST",695000
14088,"340 SAINT RONAN ST",1124600
14089,"490 PROSPECT ST",2924700
14090,"470 PROSPECT ST",5416200
14091,"SHELDON TER",25500
14092,"71 SHELDON TER",99600
14093,"63 SHELDON TER",173500
14094,"SHELDON TER",26300
14095,"51 SHELDON TER",196000
14096,"45 SHELDON TER",319700
14097,"43 SHELDON TER",95600
14098,"35 SHELDON TER",156900
14099,"31 SHELDON TER",129100
14100,"25 SHELDON TER",128800
14101,"21 SHELDON TER",146200
14102,"15 SHELDON TER",141600
14103,"11 SHELDON TER",93700
14104,"5 SHELDON TER",199000
14105,"594 PROSPECT ST #A-1",374600
14106,"594 PROSPECT ST #A-2",300500
14107,"596 PROSPECT ST #A-3",285200
14108,"596 PROSPECT ST #A-4",349000
14109,"598 PROSPECT ST #A-5",341300
14110,"598 PROSPECT ST #A-6",282800
14111,"600 PROSPECT ST #A-7",292600
14112,"600 PROSPECT ST #A-8",371600
14113,"594 PROSPECT ST #B-1",371600
14114,"594 PROSPECT ST #B-2",283500
14115,"596 PROSPECT ST #B-3",280300
14116,"596 PROSPECT ST #B-4",327300
14117,"598 PROSPECT ST #B-5",361000
14118,"598 PROSPECT ST #B-6",280300
14119,"600 PROSPECT ST #B-7",307800
14120,"600 PROSPECT ST #B-8",371800
14121,"594 PROSPECT ST #C-1",208200
14122,"594 PROSPECT ST #C-2",227100
14123,"596 PROSPECT ST #C-3",287700
14124,"596 PROSPECT ST #C-4",245800
14125,"598 PROSPECT ST #C-5",255900
14126,"598 PROSPECT ST #C-6",302900
14127,"600 PROSPECT ST #C-7",262000
14128,"600 PROSPECT ST #C-8",208200
14129,"584 PROSPECT ST",860850
14130,"570 PROSPECT ST",3548900
14131,NA,NA
14132,"550 PROSPECT ST #1",172400
14133,"550 PROSPECT ST #2",172400
14134,"550 PROSPECT ST #3",172400
14135,"550 PROSPECT ST #4",172400
14136,"550 PROSPECT ST #5",172400
14137,"550 PROSPECT ST #6",172400
14138,"550 PROSPECT ST #7",172400
14139,"550 PROSPECT ST #8",172400
14140,"550 PROSPECT ST #9",172400
14141,"550 PROSPECT ST #10",172400
14142,"550 PROSPECT ST #11",172400
14143,"550 PROSPECT ST #12",172400
14144,"550 PROSPECT ST #13",172400
14145,"550 PROSPECT ST #14",172400
14146,"550 PROSPECT ST #15",172400
14147,"550 PROSPECT ST #16",172400
14148,"550 PROSPECT ST #17",172400
14149,"550 PROSPECT ST #18",172400
14150,"550 PROSPECT ST #19",172400
14151,"550 PROSPECT ST #20",172400
14152,"550 PROSPECT ST #21",172400
14153,"550 PROSPECT ST #22",172400
14154,"500 PROSPECT ST #2A",237900
14155,"500 PROSPECT ST #2B",242000
14156,"500 PROSPECT #3A",231000
14157,"500 PROSPECT ST #3B",234800
14158,"500 PROSPECT ST #4A",231000
14159,"500 PROSPECT ST #4B",234800
14160,"500 PROSPECT ST #C",264800
14161,"500 PROSPECT ST #D",264800
14162,"500 PROSPECT ST #E",264800
14163,"500 PROSPECT ST #F",264800
14164,"500 PROSPECT ST #G",274500
14165,"500 PROSPECT ST #C",264800
14166,"500 PROSPECT ST #D",264800
14167,"500 PROSPECT ST #E",268900
14168,"500 PROSPECT ST #2F",264800
14169,"500 PROSPECT ST #G",278600
14170,"500 PROSPECT ST #C",264800
14171,"500 PROSPECT ST #D",268900
14172,"500 PROSPECT ST #E",264800
14173,"500 PROSPECT ST #F",264800
14174,"500 PROSPECT ST #G",274500
14175,"500 PROSPECT ST #F",268900
14176,"500 PROSPECT ST #4-D",268900
14177,"500 PROSPECT ST #E",268900
14178,"500 PROSPECT ST #F",264800
14179,"500 PROSPECT ST #G",278600
14180,NA,NA
14181,NA,NA
14182,"567 PROSPECT ST",4713800
14183,"150 HIGHLAND ST",683700
14184,"50 LOOMIS PL",10308600
14185,"LOOMIS PL",2098700
14186,"375 CANNER ST",1599800
14187,"511 PROSPECT ST",2138800
14188,"533 PROSPECT ST",1625300
14189,"246 HUNTINGTON ST",162000
14190,"236 HUNTINGTON ST",159000
14191,"228 HUNTINGTON ST",162200
14192,"224 HUNTINGTON ST",176500
14193,"682 PROSPECT ST",993700
14194,"670 PROSPECT ST",1077900
14195,"656 PROSPECT ST",937800
14196,"652 PROSPECT ST",297000
14197,"648 PROSPECT ST",295000
14198,"644 PROSPECT ST",289100
14199,"640 PROSPECT ST",427500
14200,"PROSPECT ST",18000
14201,"638 PROSPECT ST",307100
14202,"634 PROSPECT ST",303300
14203,"630 PROSPECT ST",293700
14204,"616 PROSPECT ST",764800
14205,"211 HIGHLAND ST",215400
14206,"215 HIGHLAND ST",155500
14207,"221 HIGHLAND ST",151700
14208,"227 HIGHLAND ST",160700
14209,"233 HIGHLAND ST",163900
14210,"101 SHELDON TER",114500
14211,"107 SHELDON TER",115400
14212,"111 SHELDON TER",115400
14213,"117 SHELDON TER",115400
14214,"123 SHELDON TER",115700
14215,"129 SHELDON TER",79800
14216,"135 SHELDON TER",80500
14217,"166 HUNTINGTON ST",783100
14218,"162 HUNTINGTON ST",1405800
14219,"150 HUNTINGTON ST",1227500
14220,"142 HUNTINGTON ST",1021200
14221,"130 HUNTINGTON ST",9e+05
14222,"120 HUNTINGTON ST",740900
14223,"112 HUNTINGTON ST",811600
14224,"108 HUNTINGTON ST",1261100
14225,"104 HUNTINGTON ST",1087000
14226,"24 EDGEHILL RD",839400
14227,"20 EDGEHILL RD",1265000
14228,"12 EDGEHILL RD",934300
14229,"651 PROSPECT ST",1503500
14230,"HIGHLAND ST",1097300
14231,"2 EDGEHILL RD",854300
14232,"4 EDGEHILL RD",1094000
14233,"EDGEHILL RD",320400
14234,"661 PROSPECT ST",1161500
14235,"671 PROSPECT ST",1044700
14236,"175 HUNTINGTON ST",859700
14237,"711 PROSPECT ST",9e+05
14238,"300 EAST ROCK RD",1427400
14239,"123 HUNTINGTON ST",14323600
14240,"64 EDGEHILL RD",825000
14241,"50 EDGEHILL RD",1126800
14242,"34 EDGEHILL RD",862000
14243,"165 HUNTINGTON ST",697700
14244,"755 PROSPECT ST",1704200
14245,"765 PROSPECT ST",1188800
14246,"340 OGDEN ST",1252800
14247,"316 OGDEN ST",935600
14248,"300 OGDEN ST",848500
14249,"288 OGDEN ST",466400
14250,"274 OGDEN ST",998600
14251,"248 OGDEN ST",1216600
14252,"OGDEN ST",310800
14253,"82 EDGEHILL RD",1224300
14254,"72 EDGEHILL RD",1032800
14255,"237 EAST ROCK RD",952500
14256,"245 EAST ROCK RD",874200
14257,"251 EAST ROCK RD",806200
14258,"265 EAST ROCK RD",1146400
14259,"275 EAST ROCK RD",1439000
14260,"787 PROSPECT ST",803800
14261,"2 RESERVOIR ST",664400
14262,"317 OGDEN ST",1208500
14263,"301 OGDEN ST",954200
14264,"797 PROSPECT ST",305700
14265,"11 BEECHWOOD LA",426900
14266,"19 BEECHWOOD LA",383800
14267,"25 BEECHWOOD LA",425100
14268,"8 RESERVOIR ST",370000
14269,"33 BEECHWOOD LA",452700
14270,"RESERVOIR ST",18900
14271,"20 BEECHWOOD LA",356100
14272,"8 BEECHWOOD LA",174100
14273,"100 EDGEHILL RD",1722600
14274,"45 RESERVOIR ST",639400
14275,"120 CLIFF ST",306600
14276,"130 EDGEHILL RD",1923200
14277,"OGDEN ST",20800
14278,"OGDEN ST",13200
14279,"OGDEN ST",7900
14280,"255 OGDEN ST",562286
14281,"269 OGDEN ST",598000
14282,"1 RESERVOIR ST",502900
14283,"1 RESERVOIR ST",788800
14284,"9 RESERVOIR ST",514700
14285,"140 EDGEHILL RD",684400
14286,"135 CLIFF ST",99200
14287,"145 CLIFF ST",21300
14288,"700 PROSPECT ST",32167800
14289,"700 PROSPECT ST",375000
14290,"810 PROSPECT ST",751400
14291,"451 HUNTINGTON ST",219400
14292,"39 SHEPARD ST",95700
14293,"43 SHEPARD ST",107700
14294,"86 READ ST",113400
14295,"82 READ ST",16100
14296,"78 READ ST",124400
14297,"74 READ ST",127500
14298,"66 READ ST",258500
14299,"70 READ ST",111000
14300,"326 NEWHALL ST",93000
14301,"322 NEWHALL ST",97900
14302,"320 NEWHALL ST",86500
14303,"316 NEWHALL ST",119900
14304,"312 NEWHALL ST",82800
14305,"304 NEWHALL ST",100900
14306,"300 NEWHALL ST",116100
14307,"425 HUNTINGTON ST",106000
14308,"429 HUNTINGTON ST",92400
14309,"431 HUNTINGTON ST",122900
14310,"441 HUNTINGTON ST",103200
14311,"445 HUNTINGTON ST",60800
14312,"407 HUNTINGTON ST",71200
14313,"311 NEWHALL ST",16000
14314,"315 NEWHALL ST",113300
14315,"319 NEWHALL ST",93000
14316,"323 NEWHALL ST",96500
14317,"327 NEWHALL ST",78800
14318,"44 READ ST",63700
14319,"42 READ ST",61500
14320,"40 READ ST",62000
14321,"38 READ ST",66100
14322,"36 READ ST",71300
14323,"34 READ ST",65500
14324,"32 READ ST",69500
14325,"30 READ ST",75300
14326,"28 READ ST",111400
14327,"24 READ ST",148100
14328,"20 READ ST",112500
14329,"16 READ ST",100400
14330,"12 READ ST",104300
14331,"10 READ ST",16000
14332,"6 READ ST",106100
14333,"2 READ ST",357800
14334,"798 WINCHESTER AV",86800
14335,"794 WINCHESTER AV",84000
14336,"780 WINCHESTER AV",82000
14337,"357 HUNTINGTON ST",114500
14338,"365 HUNTINGTON ST",122200
14339,"373 HUNTINGTON ST",139900
14340,"377 HUNTINGTON ST",80600
14341,"381 HUNTINGTON ST",86100
14342,"385 HUNTINGTON ST",92300
14343,"389 HUNTINGTON ST",50000
14344,"393 HUNTINGTON ST",66400
14345,"397 HUNTINGTON ST",66000
14346,"401 HUNTINGTON ST",46900
14347,"83 READ ST",106300
14348,"71 SHEPARD ST",81200
14349,"73 SHEPARD ST",16400
14350,"77 SHEPARD ST",60000
14351,"81 SHEPARD ST",78500
14352,"83 SHEPARD ST",79600
14353,"87 SHEPARD ST",59600
14354,"91 SHEPARD ST",58100
14355,"93 SHEPARD ST",16700
14356,"97 SHEPARD ST",87800
14357,"101 SHEPARD ST",86000
14358,"105 SHEPARD ST",87100
14359,"109 SHEPARD ST",77900
14360,"113 SHEPARD ST",69800
14361,"119 SHEPARD ST",91800
14362,"121 SHEPARD ST",123200
14363,"400 NEWHALL ST",15500
14364,"396 NEWHALL ST",119300
14365,"392 NEWHALL ST",73200
14366,"388 NEWHALL ST",14800
14367,"384 NEWHALL ST",99500
14368,"380 NEWHALL ST",107100
14369,"376 NEWHALL ST",82800
14370,"374 NEWHALL ST",83700
14371,"370 NEWHALL ST",117000
14372,"362 NEWHALL ST",83400
14373,"358 NEWHALL ST",96600
14374,"350 NEWHALL ST",77900
14375,"348 NEWHALL ST",120000
14376,"344 NEWHALL ST",16400
14377,"332 NEWHALL ST",151700
14378,"65 READ ST",94400
14379,"67 READ ST",104700
14380,"71 READ ST",126200
14381,"75 READ ST",100800
14382,"79 READ ST",117300
14383,"53 READ ST",157400
14384,"45 READ ST",134300
14385,"39 READ ST",106200
14386,"40 CAVE ST",148200
14387,"31 READ ST",15900
14388,"25 READ ST",320400
14389,"19 READ ST",112800
14390,"15 READ ST",15300
14391,"13 READ ST",89700
14392,"828 WINCHESTER AV",135200
14393,"838 WINCHESTER AV",102600
14394,"18 CAVE ST",70200
14395,"347 NEWHALL ST",91700
14396,"351 NEWHALL ST",89500
14397,"355 NEWHALL ST",1e+05
14398,"359 NEWHALL ST",97000
14399,"365 NEWHALL ST",98500
14400,"369 NEWHALL ST",110600
14401,"373 NEWHALL ST",126300
14402,"38 LANDER ST",74400
14403,"34 LANDER ST",94000
14404,"30 LANDER ST",93000
14405,"26 LANDER ST",123900
14406,"22 LANDER ST",103600
14407,"18 LANDER ST",114600
14408,"14 LANDER ST",103100
14409,"886 WINCHESTER AV",18000
14410,"878 WINCHESTER AV",88800
14411,"872 WINCHESTER AV",93700
14412,"866 WINCHESTER AV",90400
14413,"860 WINCHESTER AV",104200
14414,"850 WINCHESTER AV",81400
14415,"23 CAVE ST",104100
14416,"25 CAVE ST",86100
14417,"27 CAVE ST",93500
14418,"29 CAVE ST",84800
14419,"33 CAVE ST",87600
14420,"35 CAVE ST",80400
14421,"41 CAVE ST",96100
14422,"383 NEWHALL ST",104200
14423,"387 NEWHALL ST",87900
14424,"393 NEWHALL ST",94100
14425,"NEWHALL ST",1200
14426,"922 WINCHESTER AV",35800
14427,"916 WINCHESTER AV",115500
14428,"912 WINCHESTER AV",110400
14429,"908 WINCHESTER AV",128100
14430,"13 LANDER ST",115300
14431,"17 LANDER ST",96400
14432,"21 LANDER ST",96400
14433,"25 LANDER ST",96500
14434,"29 LANDER ST",81100
14435,"33 LANDER ST",114400
14436,"39 LANDER ST",128100
14437,"GOODRICH ST",500
14438,"GOODRICH ST",500
14439,"GOODRICH ST",500
14440,"GOODRICH ST",500
14441,"767 WINCHESTER AV",77700
14442,"312 HUNTINGTON ST",161300
14443,"306 HUNTINGTON ST",155600
14444,"300 HUNTINGTON ST",125500
14445,"278 SHEFFIELD AV",145000
14446,"270 SHEFFIELD AV",127900
14447,"264 SHEFFIELD AV",120800
14448,"258 SHEFFIELD AV",142900
14449,"252 SHEFFIELD AV",120600
14450,"SHEFFIELD AV",16600
14451,"246 SHEFFIELD AV",92000
14452,"240 SHEFFIELD AV",406100
14453,"212 SHEFFIELD AV",327300
14454,"HIGHLAND ST",16200
14455,"279 HIGHLAND ST",168000
14456,"283 HIGHLAND ST",120100
14457,"287 HIGHLAND ST",122500
14458,"671 WINCHESTER AV",97800
14459,"675 WINCHESTER AV",130300
14460,"679 WINCHESTER AV",97100
14461,"683 WINCHESTER AV",116700
14462,"687 WINCHESTER AV",85200
14463,"691 WINCHESTER AV",94100
14464,"697 WINCHESTER AV",97400
14465,"701 WINCHESTER AV",106700
14466,"705 WINCHESTER AV",97800
14467,"709 WINCHESTER AV",108800
14468,"713 WINCHESTER AV",103600
14469,"717 WINCHESTER AV",115800
14470,"721 WINCHESTER AV",103500
14471,"725 WINCHESTER AV",25000
14472,"729 WINCHESTER AV",129400
14473,"733 WINCHESTER AV",111300
14474,"743 WINCHESTER AV",16100
14475,"745 WINCHESTER AV",53200
14476,"753 WINCHESTER AV",82800
14477,"757 WINCHESTER AV",105200
14478,"761 WINCHESTER AV",104900
14479,"280 HUNTINGTON ST",196900
14480,"276 HUNTINGTON ST",161000
14481,"270 HUNTINGTON ST",165600
14482,"264 HUNTINGTON ST",157500
14483,"258 HUNTINGTON ST",157200
14484,"252 HUNTINGTON ST",164500
14485,"SHELDON TER",19000
14486,"SHEFFIELD AV",1000
14487,"128 SHELDON TER",99300
14488,NA,NA
14489,NA,NA
14490,NA,NA
14491,"110 SHELDON TER",118000
14492,"104 SHELDON TER",72900
14493,"SHELDON TER",1500
14494,"245 HIGHLAND ST",155100
14495,"249 HIGHLAND ST",154000
14496,"253 HIGHLAND ST",25300
