"pid","location","totval"
12978,"BRADLEY ST",21300
12979,"BRADLEY ST",3600
12980,"244 BRADLEY ST",601100
12981,"242 BRADLEY ST",1247600
12982,"240 BRADLEY ST",550100
12983,"232 BRADLEY ST",685100
12984,"18 LINCOLN ST",430800
12985,"16 LINCOLN ST",500800
12986,"14 LINCOLN ST",618900
12987,"12 LINCOLN ST",485000
12988,"10 LINCOLN ST",578000
12989,"47 TRUMBULL ST",532300
12990,"51 TRUMBULL ST",723400
12991,"55 TRUMBULL ST",547900
12992,"57 TRUMBULL ST",554600
12993,"59 TRUMBULL ST",649000
12994,NA,NA
12995,"63 TRUMBULL ST",626000
12996,"67 TRUMBULL ST",604900
12997,"45 TRUMBULL ST",490600
12998,"15 LINCOLN ST",747700
12999,"444 ORANGE ST",6793400
13000,"442 ORANGE ST",1714600
13001,"436 ORANGE ST",788300
13002,"37 TRUMBULL ST",2650000
13003,"41 TRUMBULL ST",456700
13004,"43 TRUMBULL ST",616300
13005,NA,NA
13006,"95 AUDUBON ST #1",227000
13007,"95 AUDUBON ST #2",318100
13008,"95 AUDUBON ST #3",485700
13009,"95 AUDUBON ST #4",247000
13010,"95 AUDUBON ST #5",227000
13011,"95 AUDUBON ST #6",482500
13012,"95 AUDUBON ST #7",245400
13013,"95 AUDUBON ST #8",261500
13014,"95 AUDUBON ST #9",381300
13015,"95 AUDUBON ST #10",394800
13016,"95 AUDUBON ST #11",379100
13017,"95 AUDUBON ST #12",385400
13018,"95 AUDUBON ST #13",385400
13019,"95 AUDUBON ST #14",394800
13020,"95 AUDUBON ST #15",385400
13021,"95 AUDUBON ST #16",385400
13022,"95 AUDUBON ST #17",385400
13023,"95 AUDUBON ST #18",385400
13024,"95 AUDUBON ST #19",424700
13025,"95 AUDUBON ST #20",234000
13026,"95 AUDUBON ST #21",229300
13027,"95 AUDUBON ST #22",229300
13028,"95 AUDUBON ST #23",475500
13029,"95 AUDUBON ST #24",238700
13030,"95 AUDUBON ST #25",244300
13031,"95 AUDUBON ST #26",384200
13032,"95 AUDUBON ST #27",400600
13033,"95 AUDUBON ST #28",387900
13034,"95 AUDUBON ST #29",468600
13035,"95 AUDUBON ST #30",238700
13036,"95 AUDUBON ST #31",244300
13037,"95 AUDUBON ST #32",410100
13038,"95 AUDUBON ST #33",238700
13039,"95 AUDUBON ST #34",210000
13040,"95 AUDUBON ST #35",227000
13041,"95 AUDUBON ST #36",467200
13042,"95 AUDUBON ST #37",227000
13043,"95 AUDUBON ST #38",227000
13044,"95 AUDUBON ST #39",461500
13045,"95 AUDUBON ST #40",227000
13046,"95 AUDUBON ST #41",231800
13047,"95 AUDUBON ST #42",385400
13048,"95 AUDUBON ST #43",394800
13049,"95 AUDUBON ST #44",350000
13050,"95 AUDUBON ST #45",385400
13051,"95 AUDUBON ST #46",385400
13052,"95 AUDUBON ST #47",385400
13053,"95 AUDUBON ST #48",385400
13054,"95 AUDUBON ST #49",385400
13055,"95 AUDUBON ST #50",394800
13056,"95 AUDUBON ST #51",261500
13057,"95 AUDUBON ST #52",477700
13058,"95 AUDUBON ST #53",462500
13059,"95 AUDUBON ST #54",424700
13060,"95 AUDUBON ST #55",373400
13061,"95 AUDUBON ST #56",386100
13062,"95 AUDUBON ST #57",386100
13063,"95 AUDUBON ST #58",388700
13064,"95 AUDUBON ST #59",404700
13065,"95 AUDUBON ST #60",407800
13066,"95 AUDUBON ST #61",407800
13067,"95 AUDUBON ST #C-1",37700
13068,"95 AUDUBON ST #C-2",689800
13069,"95 AUDUBON ST #C-3",295200
13070,"95 AUDUBON ST #C-4",174900
13071,"95 AUDUBON ST #C-5",419100
13072,"95 AUDUBON ST",355200
13073,"67 WHITNEY AV",744100
13074,"71 WHITNEY AV",1612400
13075,"75 WHITNEY AV",809100
13076,"85 WHITNEY AV",264700
13077,"68 TRUMBULL ST",103200
13078,"66 TRUMBULL ST",442900
13079,"64 TRUMBULL ST",455000
13080,NA,NA
13081,"60 TRUMBULL ST",751200
13082,"58 TRUMBULL ST",694500
13083,"54 TRUMBULL ST",633600
13084,"52 TRUMBULL ST",904800
13085,"LINCOLN ST",110400
13086,"LINCOLN ST",22900
13087,"50 TRUMBULL ST",679300
13088,"2 LINCOLN ST",320000
13089,"1 LINCOLN ST",1699900
13090,"LINCOLN ST",12700
13091,"46 TRUMBULL ST",624700
13092,"44 TRUMBULL ST",387600
13093,"42 TRUMBULL ST",400400
13094,"40 TRUMBULL ST",388300
13095,"38 TRUMBULL ST",609200
13096,NA,NA
13097,"9 LINCOLN ST",364800
13098,"406 ORANGE ST",508300
13099,"3 LINCOLN ST",804300
13100,"400 ORANGE ST",582300
13101,"396 ORANGE ST",638500
13102,"392 ORANGE ST",528600
13103,"388 ORANGE ST",676200
13104,"380 ORANGE ST",5902000
13105,"69 AUDUBON ST",6100
13106,"73 AUDUBON ST",6200
13107,"81 AUDUBON ST",160800
13108,"181 ORANGE ST",1302000
13109,"189 ORANGE ST",2755300
13110,"205 ORANGE ST",1239900
13111,"44 ELM ST",1206100
13112,"40 ELM ST",410400
13113,"32 ELM ST",1310000
13114,"26 ELM ST",485800
13115,"432 STATE ST",293000
13116,"ELM ST",180300
13117,"8 ELM ST",4572600
13118,"ORANGE ST",48400
13119,"32 ELM ST",41400
13120,"418 STATE ST",1960300
13121,"107 COURT ST",450000
13122,"109 COURT ST",9e+05
13123,"115 COURT ST",394900
13124,"123 COURT ST",582050
13125,"47 ELM ST #1",171535
13126,"47 ELM ST #2",202950
13127,"47 ELM ST #3",300600
13128,"47 ELM ST #4",189175
13129,"47 ELM ST #5",129580
13130,"47 ELM ST #6",190316
13131,"47 ELM ST #7",129605
13132,"47 ELM ST #8",203895
13133,"47 ELM ST #9",129260
13134,"47 ELM ST #10",385135
13135,"261 ORANGE ST",777400
13136,"265 ORANGE ST",247240
13137,"267 ORANGE ST",412300
13138,"269 ORANGE ST",298300
13139,"275 ORANGE ST",576900
13140,"STATE ST",17600
13141,"283 ORANGE ST",333900
13142,"22 WALL ST",2641300
13143,"10 WALL ST",543100
13144,"566 STATE ST",81500
13145,"532 STATE ST",678500
13146,"522 STATE ST",5e+05
13147,"510 STATE ST",148800
13148,"506 STATE ST",645200
13149,"7 ELM ST",438500
13150,"19 ELM ST",1077000
13151,"27 ELM ST",1029100
13152,"35 ELM ST",873400
13153,"39 ELM ST",229300
13154,"41 ELM ST",224700
13155,"43 ELM ST",228900
13156,"ELM ST",153200
13157,"26 GROVE ST",3140107
13158,"26 GROVE ST",13109893
13159,"417 STATE ST",1050400
13160,"1000 GRAND AV",143200
13161,"120 OLIVE ST",3705600
13162,"960 GRAND AV",3290000
13163,"98 OLIVE ST",1269200
13164,"92 OLIVE ST",133100
13165,"999 GRAND AV",2309000
13166,"999 GRAND AV",169500
13167,"170 OLIVE ST",365000
13168,"943 GRAND AV",606000
13169,"953 GRAND AV",328100
13170,"GRAND AV",72170
13171,"1 STATE ST",11812300
13172,"167 WATER ST",7830500
13173,"37 UNION ST",334200
13174,"34 FAIR ST",389700
13175,"87 UNION ST",2363300
13176,"680 CHAPEL ST",688200
13177,"630 CHAPEL ST",4793800
13178,"20 FAIR ST",469600
13179,"10 OLIVE ST",305100
13180,"145 WATER ST",189800
13181,"155 WATER ST",371300
13182,"159 WATER ST",259700
13183,"183 STATE ST",361200
13184,"59 FAIR ST",157100
13185,"253 STATE ST",370100
13186,"698 CHAPEL ST",269000
13187,"CROWN ST",384100
13188,"STATE ST",261500
13189,"COURT ST",66300
13190,"78 OLIVE ST",14279600
13191,NA,NA
13192,NA,NA
13193,"88 OLIVE ST",273200
13194,"673 CHAPEL ST",273100
13195,NA,NA
13196,NA,NA
13197,"721 CHAPEL ST",274100
13198,"152 WATER ST",178900
13199,"50 BREWERY ST",15330800
13200,"BREWERY ST",21400
13201,"FOOD TERMINAL PLZ",163900
13202,"106 FOOD TERMINAL PLZ",890300
13203,"108 FOOD TERMINAL PLZ",593300
13204,"110 FOOD TERMINAL PLZ",1150000
13205,"120 FOOD TERMINAL PLZ",294200
13206,"180 FOOD TERMINAL PLZ",2676100
13207,"1 BREWERY ST",1014500
13208,"SARGENT DR",139500
13209,"10 BREWERY ST",310200
13210,"BREWERY ST",411200
13211,"100 SARGENT DR",14700000
13212,"150 SARGENT DR",6422600
13213,"SARGENT DR",3700
13214,"SARGENT DR",276700
13215,"200 SARGENT DR",9823300
13216,"SARGENT DR",269400
13217,"104 FOOD TERMINAL PLZ",904700
13218,"400 SARGENT DR",6275000
13219,"17 SEA ST",11071800
13220,"49 HOWARD AV",172100
13221,"80 SEA ST",134900
13222,"74 SEA ST",185600
13223,"70 SEA ST",152900
13224,"68 SEA ST",155400
13225,"60 SEA ST",118900
13226,"58 SEA ST",177400
13227,"54 SEA ST",138700
13228,"40 SEA ST",160300
13229,"34 SEA ST",62900
13230,"33 SOUTH WATER ST",171800
13231,"37 SOUTH WATER ST",177100
13232,"43 SOUTH WATER ST",191200
13233,"47 SOUTH WATER ST",225100
13234,"51 SOUTH WATER ST",7700
13235,"57 SOUTH WATER ST",196500
13236,"SOUTH WATER ST",54700
13237,"61 SOUTH WATER ST",189400
13238,"65 SOUTH WATER ST",194200
13239,"67 SOUTH WATER ST",240800
13240,"73 SOUTH WATER ST",190200
13241,"81 SOUTH WATER ST",235000
13242,"19 HOWARD AV",222800
13243,"27 HOWARD AV",163500
13244,"HOWARD AV",4600
13245,"33 HOWARD AV",195000
13246,"35 HOWARD AV",122000
13247,"41 HOWARD AV",221700
13248,"45 HOWARD AV",240000
13249,NA,NA
13250,"2 HARBOUR CLOSE #E31",207600
13251,"4 HARBOUR CLOSE #E30",163800
13252,"6 HARBOUR CLOSE #E36",178700
13253,"8 HARBOUR CLOSE #E37",243600
13254,"10 HARBOUR CLOSE #E35",213200
13255,"12 HARBOUR CLOSE #E34",201700
13256,"14 HARBOUR CLOSE #E29",238600
13257,"16 HARBOUR CLOSE #D-26",150000
13258,"18 HARBOUR CLOSE #E32",213300
13259,"20 HARBOUR CLOSE #E-33",251700
13260,"22 HARBOUR CLOSE #D-28",165500
13261,"24 HARBOUR CLOSE #D-27",209400
13262,"26 HARBOUR CLOSE #D-25",233600
13263,"1 HARBOUR CLOSE #A-1",165300
13264,"3 HARBOUR CLOSE #A-3",144200
13265,"5 HARBOUR CLOSE #A-5",149300
13266,"7 HARBOUR CLOSE #A-7",209300
13267,"9 HARBOUR CLOSE #A-9",128800
13268,"11 HARBOUR CLOSE #A-11",143200
13269,"13 HARBOUR CLOSE #A-13",141700
13270,"15 HARBOUR CLOSE #A-15",200600
13271,"17 HARBOUR CLOSE #A-17",136200
13272,"19 HARBOUR CLOSE #A-19",144200
13273,"21 HARBOUR CLOSE #A-21",146100
13274,"23 HARBOUR CLOSE #A-23",239600
13275,"25 HARBOUR CLOSE #A-25",229200
13276,"27 HARBOUR CLOSE #A-27",214000
13277,"29 HARBOUR CLOSE #A-29",186800
13278,"31 HARBOUR CLOSE #A-31",186800
13279,"33 HARBOUR CLOSE #A-33",232900
13280,"35 HARBOUR CLOSE #A-35",186800
13281,"37 HARBOUR CLOSE #A-37",187900
13282,"39 HARBOUR CLOSE #A-39",189900
13283,"41 HARBOUR CLOSE #A-41",189700
13284,"43 HARBOUR CLOSE #A-43",202000
13285,"45 HARBOUR CLOSE #A-45",208400
13286,"47 HARBOUR CLOSE #B-47",144200
13287,"49 HARBOUR CLOSE #B-49",142300
13288,"51 HARBOUR CLOSE #B-51",135700
13289,"53 HARBOUR CLOSE #B-53",179100
13290,"55 HARBOUR CLOSE #B-55",144100
13291,"57 HARBOUR CLOSE #B-57",145500
13292,"59 HARBOUR CLOSE #B-59",145500
13293,"61 HARBOUR CLOSE #B-61",225500
13294,"63 HARBOUR CLOSE #B-63",199500
13295,"65 HARBOUR CLOSE #B-65",189600
13296,"67 HARBOUR CLOSE #B-67",189900
13297,"69 HARBOUR CLOSE #B-69",213800
13298,"71 HARBOUR CLOSE #B-71",153700
13299,"73 HARBOUR CLOSE #B-73",178500
13300,"75 HARBOUR CLOSE #B-75",162700
13301,"77 HARBOUR CLOSE #B-77",196900
13302,"79 HARBOUR CLOSE #B-79",203800
13303,"83 HARBOUR CLOSE #C-83",151300
13304,"85 HARBOUR CLOSE #C-85",156700
13305,"87 HARBOUR CLOSE #C-87",131400
13306,"89 HARBOUR CLOSE #C-89",182800
13307,"91 HARBOUR CLOSE #C-91",178100
13308,"93 HARBOUR CLOSE #C-93",178600
13309,"95 HARBOUR CLOSE #C-95",180300
13310,"97 HARBOUR CLOSE #C-97",127400
13311,"99 HARBOUR CLOSE #C-99",131400
13312,"101 HARBOUR CLOSE #C101",132100
13313,"103 HARBOUR CLOSE #C103",208200
13314,"105 HARBOUR CLOSE #C105",205600
13315,"107 HARBOUR CLOSE #C107",192700
13316,"109 HARBOUR CLOSE #C109",186000
13317,"111 HARBOUR CLOSE #C111",158600
13318,"113 HARBOUR CLOSE #C113",159200
13319,"115 HARBOUR CLOSE #C115",160800
13320,"117 HARBOUR CLOSE #C117",154500
13321,"119 HARBOUR CLOSE #C119",155500
13322,"121 HARBOUR CLOSE #C121",186900
13323,"123 HARBOUR CLOSE #C123",164200
13324,"125 HARBOUR CLOSE #C125",194400
13325,"110 SEA ST",190000
13326,"104 SEA ST",184300
13327,"SEA ST",4800
13328,"52 HOWARD AV",179800
13329,"48 HOWARD AV",199400
13330,"44 HOWARD AV",173300
13331,"36 HOWARD AV",206600
13332,"32 HOWARD AV",222300
13333,"28 HOWARD AV",164600
13334,"24 HOWARD AV",216500
13335,"20 HOWARD AV",177900
13336,"99 SOUTH WATER ST",247200
13337,"103 SOUTH WATER ST",162500
13338,"107 SOUTH WATER ST",159900
13339,"109 SOUTH WATER ST",204900
13340,"115 SOUTH WATER ST",159200
13341,"119 SOUTH WATER ST",115200
13342,NA,NA
13343,NA,NA
13344,"98 SOUTH WATER ST",650000
13345,"110 SOUTH WATER ST",89730
13346,"120 SOUTH WATER ST",175000
13347,"100 SOUTH WATER ST",1039300
13348,"82 SOUTH WATER ST",963100
13349,NA,NA
13350,NA,NA
13351,NA,NA
13352,NA,NA
13353,NA,NA
13354,"24 SOUTH WATER ST",6950300
13355,"40 SOUTH WATER ST",3405800
13356,NA,NA
13357,"127 HARBOUR CLOSE #C127",195000
13358,"129 HARBOUR CLOSE #C129",195000
13359,"131 HARBOUR CLOSE #C131",187300
13360,"133 HARBOUR CLOSE #C133",188300
13361,"95 HOWARD AV",233200
13362,"46 SIXTH ST",157500
13363,"44 SIXTH ST",152700
13364,"34 SIXTH ST",183900
13365,"30 HALLOCK AV",141200
13366,"28 HALLOCK AV",103200
13367,"26 HALLOCK AV",159200
13368,"22 HALLOCK AV",395300
13369,"16 HALLOCK AV",88000
13370,"14 HALLOCK AV",110600
13371,"63 SEA ST",163600
13372,"71 SEA ST",128500
13373,"73 SEA ST",127700
13374,"75 SEA ST",131200
13375,"63 HOWARD AV",188400
13376,"67 HOWARD AV",227900
13377,"71 HOWARD AV",130000
13378,"75 HOWARD AV",239400
13379,"79 HOWARD AV",230400
13380,"83 HOWARD AV",189900
13381,"90 SIXTH ST",104400
13382,"84 SIXTH ST",141200
13383,"82 SIXTH ST",113200
13384,"78 SIXTH ST",147000
13385,"72 SIXTH ST",182200
13386,"96 HOWARD AV",215100
13387,"90 HOWARD AV",197000
13388,"86 HOWARD AV",224700
13389,"82 HOWARD AV",308800
13390,"78 HOWARD AV",182600
13391,"72 HOWARD AV",201800
13392,"68 HOWARD AV",182600
13393,"66 HOWARD AV",310900
13394,"109 SEA ST",158200
13395,"111 SEA ST",120700
13396,"115 SEA ST",200700
13397,"89 GREENWICH AV",207000
13398,"97 GREENWICH AV",179300
13399,"105 GREENWICH AV",109500
13400,"109 GREENWICH AV",122000
13401,"115 GREENWICH AV",116100
13402,"88 GREENWICH AV",131000
13403,"94 GREENWICH AV",117600
13404,"100 GREENWICH AV",145000
13405,"106 GREENWICH AV",137700
13406,"110 GREENWICH AV",134900
13407,"116 GREENWICH AV",141200
13408,"120 GREENWICH AV",174500
13409,"124 GREENWICH AV",113500
13410,"128 GREENWICH AV",107400
13411,"134 GREENWICH AV",129200
13412,"138 GREENWICH AV",139200
13413,"142 GREENWICH AV",112800
13414,"146 GREENWICH AV",118100
13415,"148 GREENWICH AV",43300
13416,"HOWARD AV",75800
13417,"HOWARD AV",90700
13418,"189 GREENWICH AV",128200
13419,"183 GREENWICH AV",122400
13420,"179 GREENWICH AV",111300
13421,"74 FIFTH ST",88600
13422,"70 FIFTH ST",118800
13423,"142 HOWARD AV",251700
13424,"HOWARD AV",47700
13425,"108 HOWARD AV",164500
13426,"104 HOWARD AV",217700
13427,"75 SIXTH ST",150400
13428,"141 GREENWICH AV",120500
13429,"145 GREENWICH AV",117500
13430,"149 GREENWICH AV",91300
13431,"GREENWICH AV",48200
13432,"190 GREENWICH AV",94000
13433,"188 GREENWICH AV",140800
13434,"HALLOCK AV",62300
13435,"15 HALLOCK AV",244700
13436,"21 SEA ST",54900
13437,"19 SEA ST",5425100
13438,"15 HALLOCK AV",29000
13439,"25 SEA ST",136600
13440,"29 SEA ST",130100
13441,"37 SEA ST",140700
13442,"39 SEA ST",2e+05
13443,"53 SEA ST",143200
13444,"57 SEA ST",170300
13445,"2 SARGENT DR",5110300
13446,"113 HALLOCK AV",19500
13447,"117 HALLOCK AV",121000
13448,"121 HALLOCK AV",17900
13449,"125 HALLOCK AV",132000
13450,"135 HALLOCK AV",131100
13451,"149 HALLOCK AV",124900
13452,"159 HALLOCK AV",132200
13453,"165 HALLOCK AV",124000
13454,"169 HALLOCK AV",16600
13455,"173 HALLOCK AV",89200
13456,"175 HALLOCK AV",17000
13457,"40 SARGENT DR",9e+06
13458,"60 SARGENT DR",18091900
13459,"1 LONG WHARF DR",20613100
13460,"LONG WHARF DR",1938400
13461,"3 LONG WHARF DR",7500000
13462,"1 LONG WHARF DR",37500
13463,"1 LONG WHARF DR",112500
13464,NA,NA
13465,NA,NA
13466,"1 LONG WHARF DR",62500
13467,"1 LONG WHARF DR",92500
13468,"HALLOCK AV",26900
13469,"90 SARGENT DR",7733600
13470,"SARGENT DR",165300
13471,"SARGENT DR",7400
13472,"SARGENT DR",586500
13473,"93 CEDAR ST",68600
13474,"97 CEDAR ST",94500
13475,"99 CEDAR ST",80200
13476,"103 CEDAR ST",95100
13477,"105 CEDAR ST",156900
13478,"48 SPRING ST",90800
13479,"46 SPRING ST",86000
13480,"40 SPRING ST",347100
13481,"91 CEDAR ST",99500
13482,"102 FOOD TERMINAL PLZ",356900
13483,"FOOD TERMINAL PLZ",157500
13484,"51 LIBERTY ST",77300
13485,"CARLISLE ST",16900
13486,"104 CARLISLE ST",98800
13487,"CARLISLE ST",1300
13488,"98 CARLISLE ST",79700
13489,"96 CARLISLE ST",73000
13490,"94 CARLISLE ST",89200
13491,"90 CARLISLE ST",17100
13492,"88 CARLISLE ST",121500
13493,"189 UNION AV",666600
13494,"235 UNION AV",127300
13495,"219 UNION AV",145300
13496,"19 LIBERTY ST",675000
13497,"25 LIBERTY ST",1157200
13498,"29 LIBERTY ST",140700
13499,"27 LIBERTY ST",140600
13500,"31 LIBERTY ST",454800
13501,"45 LIBERTY ST",18600
13502,"152 PORTSEA ST",14400
13503,"LIBERTY ST",300
13504,"146 PORTSEA ST",105100
13505,"142 PORTSEA ST",126200
13506,"140 PORTSEA ST",72100
13507,"136 PORTSEA ST",94000
13508,"134 PORTSEA ST",98800
13509,"132 PORTSEA ST",89500
13510,"130 PORTSEA ST",80900
13511,"128 PORTSEA ST",93900
13512,"PORTSEA ST",900
13513,"14 LOOP RD",143000
13514,"81 CARLISLE ST",16400
13515,"87 CARLISLE ST",91800
13516,"89 CARLISLE ST",99900
13517,"93 CARLISLE ST",86900
13518,"95 CARLISLE ST",62400
13519,"97 CARLISLE ST",76000
13520,"101 CARLISLE ST",80000
13521,"105 CARLISLE ST",15100
13522,"57 LIBERTY ST",15700
13523,"59 LIBERTY ST",113600
13524,"61 LIBERTY ST",71300
13525,"63 LIBERTY ST",73100
13526,"169 UNION AV",1644956
13527,"UNION AV",100200
13528,"UNION AV",10325300
13529,"UNION AV",244505861
13530,"170 UNION AV",28326600
13531,"94 COLUMBUS AV",3046957
13532,"89 UNION AV",1856693
13533,"49 UNION AV",5574600
13534,"54 MEADOW ST #1",44900
13535,"54 MEADOW ST #1A",675100
13536,"54 MEADOW ST #1B",180000
13537,"54 MEADOW ST",10644400
13538,"54 MEADOW ST #6",1090300
13539,"54 MEADOW ST #7",681400
13540,"54 MEADOW ST #8",1116600
13541,"54 MEADOW ST #9A",730200
13542,"54 MEADOW ST #9B",414500
13543,"54 MEADOW ST #11",57300
13544,"1 UNION AV",13613600
13545,"78 MEADOW ST",2150000
13546,"91 COLUMBUS AV",1740605
13547,"86 SOUTH ORANGE ST",2633063
13548,"1 TOWER LA",577727
13549,"18 TOWER LA",5210000
13550,"9 TOWER LA",723100
13551,"CHURCH ST SOUTH",555800
13552,"CHURCH ST SOUTH",925900
13553,"TOWER LA",14664000
13554,"2 CHURCH ST SOUTH",7489800
13555,"3 CHURCH ST",20784600
13556,NA,NA
13557,"SOUTH ORANGE ST",613600
13558,"CHURCH ST",631400
13559,"275 SOUTH ORANGE ST",13828500
13560,"1 CHURCH ST",7168100
13561,"81 GEORGE ST",5423731
13562,"27 CHURCH ST",761600
13563,"CROWN ST",57900
13564,"35 CHURCH ST",1130900
13565,NA,NA
13566,"110 CROWN ST",426300
13567,"100 CROWN ST",1114100
13568,"92 CROWN ST",305974
13569,"86 CROWN ST",313694
13570,"44 SOUTH ORANGE ST",14083649
13571,"CROWN ST",323449
13572,"ORANGE ST",170589
13573,"10 ORANGE ST",101624
13574,"8 ORANGE ST",51830
13575,"75 GEORGE ST",181786
13576,"53 GEORGE ST",336600
13577,"7 ORANGE ST",81436
13578,"11 ORANGE ST",199500
13579,"15 ORANGE ST #222",485100
13580,"15 ORANGE ST #217",222700
13581,"15 ORANGE ST #311",261700
13582,"15 ORANGE ST #312",260500
13583,"15 ORANGE ST #405",262400
13584,"15 ORANGE ST #406",291400
13585,"15 ORANGE ST #407",289300
13586,"15 ORANGE ST #408",259500
13587,"21 ORANGE ST #220",486900
13588,"21 ORANGE ST #213",288700
13589,NA,NA
13590,"21 ORANGE ST #215",163100
13591,"21 ORANGE ST #216",197000
13592,"21 ORANGE ST #309",197000
13593,"21 ORANGE ST #310",197000
13594,"21 ORANGE ST #401",197900
13595,"21 ORANGE ST #402",278000
13596,"21 ORANGE ST #403",277700
13597,"21 ORANGE ST #404",199400
13598,"15 ORANGE ST #218",196600
13599,"15 ORANGE ST #219",181900
13600,"15 ORANGE ST #221",193600
13601,"15 ORANGE ST #223",167500
13602,"50 CROWN ST",453000
13603,NA,NA
13604,NA,NA
13605,"26 CROWN ST",8552600
13606,"232 STATE ST",326300
13607,"STATE ST",11400
13608,"214 STATE ST",1046900
13609,"204 STATE ST",1288000
13610,"196 STATE ST",97600
13611,"192 STATE ST",564300
13612,"25 GEORGE ST",393900
13613,"19 GEORGE ST",14400
13614,"31 GEORGE ST",124952
13615,"39 GEORGE ST",164651
13616,NA,NA
13617,NA,NA
13618,"91 CHURCH ST",1626500
13619,"852 CHAPEL ST",7648100
13620,NA,NA
13621,"848 CHAPEL ST",373000
13622,"842 CHAPEL ST",483040
13623,NA,NA
13624,NA,NA
13625,"812 CHAPEL ST",343300
13626,"808 CHAPEL ST",266200
13627,"108 ORANGE ST",69900
13628,"96 ORANGE ST",2094897
13629,"84 ORANGE ST",1045500
13630,"37 CENTER ST",5e+05
13631,"45 ORANGE ST",2029170
13632,"55 ORANGE ST",471389
13633,"61 ORANGE ST",3244161
13634,"83 ORANGE ST",3655746
13635,"99 ORANGE ST",1314800
13636,"804 CHAPEL ST",1069200
13637,"800 CHAPEL ST",737500
13638,"788 CHAPEL ST",670000
13639,"786 CHAPEL ST",359000
13640,"782 CHAPEL ST",420200
13641,"770 CHAPEL ST",2564000
13642,"760 CHAPEL ST",1424900
13643,"756 CHAPEL ST",367400
13644,"754 CHAPEL ST",424100
13645,"742 CHAPEL ST",1546000
13646,"300 STATE ST",255400
13647,"294 STATE ST",266500
13648,"266 STATE ST",399200
13649,"260 STATE ST",381900
13650,"254 STATE ST",615600
13651,"248 STATE ST",433700
13652,"15 CROWN ST",410400
13653,"270 STATE ST",3183509
13654,"29 CROWN ST",1036400
13655,"35 CROWN ST",890900
13656,"47 CROWN ST",981600
13657,"CROWN ST",92887
13658,"51 CROWN ST",112058
13659,"51 CROWN ST",374346
13660,"123 CHURCH ST",4379000
13661,"129 CHURCH ST",7082800
13662,"145 CHURCH ST",35288700
13663,"152 ORANGE ST",2396200
13664,"152 ORANGE ST",17915600
13665,"ORANGE ST",1935500
13666,"140 ORANGE ST",1170700
13667,"138 ORANGE ST",564500
13668,"809 CHAPEL ST",710200
13669,"813 CHAPEL ST",1564900
13670,"827 CHAPEL ST",632700
13671,"831 CHAPEL ST",773800
13672,"837 CHAPEL ST",1310800
13673,"841 CHAPEL ST",8e+05
13674,"845 CHAPEL ST",321157
13675,NA,NA
13676,"849 CHAPEL ST",397400
13677,"851 CHAPEL ST",580400
13678,NA,NA
13679,"135 ORANGE ST",1064000
13680,"145 ORANGE ST",392000
13681,"157 ORANGE ST",744900
13682,"163 ORANGE ST",1510700
13683,NA,NA
13684,"COURT ST",9000
13685,"116 COURT ST",329800
13686,"400 STATE ST",3952500
13687,"9 PITKIN ST",98500
13688,"9 PITKIN ST",99400
13689,"45 CHURCH ST",1593200
13690,"55 CHURCH ST",9492800
13691,"50 ORANGE ST",6259371
13692,"265 COLLEGE ST",50500
13693,"123 COLLEGE ST",1e+07
13694,"230 GEORGE ST",1500000
13695,"230 GEORGE ST",4928840
13696,"218 GEORGE ST",883000
13697,"200 GEORGE ST",13905000
13698,"40 TEMPLE ST",16995000
13699,"21 TEMPLE ST",23379600
13700,NA,NA
13701,"2 CHURCH ST",132584600
13702,NA,NA
13703,NA,NA
13704,NA,NA
13705,"177 COLLEGE ST",38101800
13706,NA,NA
13707,NA,NA
13708,"216 CROWN ST #BSMT",262600
13709,"216 CROWN ST #-1A",781400
13710,"216 CROWN ST #1-B",48000
13711,"216 CROWN ST #-1C",41100
13712,"216 CROWN ST #2-A",78500
13713,"216 CROWN ST #2B",266900
13714,"216 CROWN ST #3-A",682143
13715,"216 CROWN ST #-4A",165300
13716,"216 CROWN ST #-5A",424000
13717,"216 CROWN ST #-5B",93700
13718,"216 CROWN ST #-6A",106300
13719,"212 CROWN ST",797200
13720,"208 CROWN ST",638600
13721,"204 CROWN ST",720200
13722,"196 CROWN ST #1",480200
13723,"196 CROWN ST #2",720740
13724,"196 CROWN ST #3",173000
13725,"196 CROWN ST #K",187800
13726,"196 CROWN ST #L",181000
13727,"196 CROWN ST #2A",139300
13728,"196 CROWN ST #2B",130100
13729,"196 CROWN ST #2C",140700
13730,"196 CROWN ST #2D",125400
13731,"196 CROWN ST #2E",125700
13732,"196 CROWN ST #2F",138700
13733,"196 CROWN ST #2G",125600
13734,"196 CROWN ST #2H",141300
13735,"196 CROWN ST #2I",215100
13736,"196 CROWN ST #2J",266800
13737,"196 CROWN ST #3A",141800
13738,"196 CROWN ST #3B",132800
13739,"196 CROWN ST #3C",142700
13740,"196 CROWN ST #3D",130100
13741,"196 CROWN ST #3E",131300
13742,"196 CROWN ST #3F",141500
13743,"196 CROWN ST #3G",130800
13744,"196 CROWN ST #3H",140400
13745,"196 CROWN ST #3I",217000
13746,"196 CROWN ST #3J",231400
13747,"196 CROWN ST #4A",141000
13748,"196 CROWN ST #4B",132500
13749,"196 CROWN ST #4C",144500
13750,"196 CROWN ST #4D",130600
