"totval","bedrooms","nineplus","finalbaths","price1","date1","price2","date2","price3","date3","price4","date4","price5","date5","yearbuilt","sqft","pctgood","style","model","grade","occupancy","actype","bathstyle","kstyle","acres","zone","neighborhood","garagesqft","latitude","longitude"
59000,4,0,1,0,"05/09/2014",106000,"05/28/2013",0,"11/21/2002",0,"03/11/1999",0,"04/08/1998",1924,2185,21,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.51,"RS2","0600",273,41.298442095,-72.88226657
114800,5,0,2,0,"05/06/1996",0,"10/10/1985",NA,NA,NA,NA,NA,NA,1900,3656,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.09,"RM2","0900",0,41.31465486,-72.8992189533333
141900,6,0,3,0,"04/11/1980",NA,NA,NA,NA,NA,NA,NA,NA,1900,3329,78,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.16,"RM2","1600",560,41.33063286,-72.92437525
241200,3,0,2.5,0,"07/15/2008",155000,"06/26/1998",150000,"04/17/1991",0,NA,NA,NA,1987,1925,86,"Colonial","Single Family","Above Average",1,"Central","Average","Average",0.22,"RS2","2900",576,41.31460905,-72.97875
100300,4,0,2,0,"12/14/2012",0,"08/03/2007",0,"07/28/1976",NA,NA,NA,NA,1900,2336,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.16,"RM1","1600",320,41.331165,-72.92857037
189600,3,0,1.5,0,"03/07/2011",258000,"09/20/2005",258000,"09/20/2005",90000,"06/17/2005",0,"07/09/2001",1939,1904,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.49,"RS2","0800",210,41.3318381,-72.8701326933333
121900,2,0,1,177000,"05/02/2005",101000,"06/29/2001",115000,"08/18/1987",NA,NA,NA,NA,1920,864,68,"Bungalow","Single Family","Average",1,"None","Average","Average",0.12,"RS2","0101",0,41.26696027,-72.8941
231350,6,0,3,181800,"02/19/2002",0,"07/07/1993",NA,NA,NA,NA,NA,NA,1890,2688,68,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.04,"RM2","1200",0,41.314953,-72.9150482
418400,4,0,2.5,170000,"09/08/1993",NA,NA,NA,NA,NA,NA,NA,NA,1920,2865,94,"Colonial","Single Family","Good",1,"Central","Above Average","Average",0.18,"RS2","2400",378,41.314396,-72.965576
89400,3,0,1,75000,"02/23/2004",75900,"02/24/2003",76000,"07/01/2002",46200,"02/04/2002",18000,"12/19/2001",1900,1482,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.08,"RM2","0900",0,41.309505,-72.899445
126300,5,0,2,158000,"12/22/1986",NA,NA,NA,NA,NA,NA,NA,NA,1878,2426,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.31,"RM1","0300",0,41.287754,-72.89291556
343300,6,0,3,135000,"10/24/2001",127500,"09/06/1996",0,"09/08/1986",NA,NA,NA,NA,1890,3313,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.08,"RM2","1200",504,41.321136,-72.9095283766667
92600,2,0,1.5,124000,"07/05/2012",0,"02/17/2005",35500,"02/17/2005",40000,"11/30/1984",NA,NA,1900,1120,90,"Colonial","Single Family","Average",2,"None","Average","Average",0.07,"RM2","1600",0,41.32002878,-72.9363796
251200,2,0,2,185000,"06/15/2010",0,"06/04/2003",116000,"02/11/2003",40000,"02/01/2000",0,"01/28/2000",1900,1546,95,"2 Family","Multi-Fam 2-4","Average",2,"Central","Above Average","Above Average",0.04,"RM2","1200",0,41.317283645,-72.909904
146000,4,0,2,145000,"08/24/2004",79000,"12/04/2001",0,"09/10/1996",0,"06/30/1995",0,"09/16/1994",1900,2973,78,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.09,"RM2","1800",0,41.309044,-72.9469655366667
164200,9,1,4,0,"12/14/2001",0,"12/14/2001",213000,"04/28/1988",NA,NA,NA,NA,1900,4240,68,"4 Family","Multi-Fam 2-4","Average",4,"None","Average","Average",0.16,"RM2","1800",520,41.30905969,-72.94564631
79000,4,0,2,15000,"01/16/2008",15000,"12/16/2005",0,"02/20/2001",0,"12/27/1984",NA,NA,1880,1690,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"RM2","2000",0,41.29063818,-72.93517424
511500,6,0,3,208000,"04/18/2002",0,"04/05/2000",0,"04/19/1999",0,"12/24/1997",0,"10/24/1985",1890,4385,78,"2 Family","Multi-Fam 2-4","Good",2,"None","Average","Average",0.14,"RM2","1200",0,41.31565229,-72.9149501333333
735100,5,0,3.5,0,"12/01/2006",62000,"08/16/1989",NA,NA,NA,NA,NA,NA,1924,3896,78,"Colonial","Single Family","Vg/Exc",1,"Central","Average","Average",0.21,"RS1","1300",440,41.3291,-72.91214751
84000,4,0,2,0,"04/24/2002",0,"04/24/2000",0,"09/04/1981",NA,NA,NA,NA,1900,1724,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.11,"RM2","1100",324,41.307228,-72.89779789
170800,3,0,1.5,64900,"05/09/1990",NA,NA,NA,NA,NA,NA,NA,NA,1900,1591,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.12,"RM2","1650",0,41.31574374,-72.930756
166900,4,0,2,57000,"07/26/2013",0,"04/05/2013",0,"10/04/2012",0,"08/10/2010",32900,"08/31/1977",1900,1698,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.17,"RS2","2500",0,41.32457484,-72.96888
164200,2,0,1,130000,"12/02/2005",0,"07/26/2001",0,"04/21/1994",NA,NA,NA,NA,1928,1511,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.17,"RM1","0400",400,41.2932347966667,-72.88945
384800,4,0,4,0,"02/15/2006",86000,"04/06/2001",63000,"10/19/2000",0,"03/20/2000",0,"03/10/1987",1900,2392,78,"4 Family","Multi-Fam 2-4","Above Average",4,"None","Average","Average",0.12,"RM2","1200",0,41.31234451,-72.9172162366667
190400,3,0,3,140000,"11/05/2013",0,"06/01/2010",75000,"06/01/2010",0,"04/28/2009",0,"11/07/2007",1990,1317,88,"Raised Ranch","Single Family","Average",1,"None","Average","Average",0.14,"RS2","0700",494,41.31376365,-72.87703
360600,5,0,3.5,168000,"07/31/2000",0,"07/31/2000",0,"11/03/1986",NA,NA,NA,NA,1900,3090,67,"2 Family","Multi-Fam 2-4","Average",2,"Partial","Average","Average",0.12,"RM2","1200",0,41.31573739,-72.91254
75400,2,0,1.5,132500,"06/19/2006",0,"07/26/1988",NA,NA,NA,NA,NA,NA,1989,1024,83,"Condominium","Res Condo","Above Average",1,"None","Average","Average",0,"RM1","0300",240,41.286823,-72.89536519
375000,3,0,4,187000,"06/24/1998",NA,NA,NA,NA,NA,NA,NA,NA,1963,1740,72,"Split-Level","Single Family","Ave/Good",1,"None","Average","Above Average",0.22,"RS1","1500",480,41.325474,-72.91740756
273300,4,0,2.5,0,"11/25/1985",NA,NA,NA,NA,NA,NA,NA,NA,1945,2467,78,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.36,"RS2","2900",420,41.32378348,-72.97233195
63400,1,0,1,67000,"03/20/2012",105000,"02/27/2008",0,"02/05/1987",NA,NA,NA,NA,1987,875,88,"Condominium","Res Condo","Average",1,"Central","Average","Average",0,"RM2","2200",0,41.31893,-72.94871
218200,3,0,2.5,241000,"01/28/2005",119500,"08/14/1996",0,"04/18/1995",0,"09/23/1993",NA,NA,1958,1900,68,"Ranch","Single Family","Above Average",1,"Central","Average","Average",0.24,"RS2","2900",576,41.3215120633333,-72.97867238
561900,5,0,3,0,"04/03/2013",0,"12/21/1992",NA,NA,NA,NA,NA,NA,1890,3191,78,"3 Family","Multi-Fam 2-4","Good",3,"None","Average","Average",0.17,"RM2","1300",361,41.31660075,-72.9160532166667
104500,4,0,3,90000,"09/14/2010",37750,"04/20/2010",0,"02/11/2010",243000,"05/30/2006",94000,"05/09/2002",1908,2703,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.08,"RM1","1600",0,41.3332908366667,-72.93090866
89200,6,0,2,0,"09/08/2015",90000,"11/07/2014",41000,"10/14/2014",0,"12/07/1967",NA,NA,1920,2403,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.16,"RM1","2000",0,41.28771534,-72.9298741533333
87600,2,0,1.5,69000,"07/01/1986",NA,NA,NA,NA,NA,NA,NA,NA,1964,1044,74,"Condominium","Res Condo","Average",1,"None","Average","Average",0,"RM1","0300",0,41.28050957,-72.890024695
142800,3,0,1.5,0,"01/31/2013",215000,"04/24/2007",0,"04/24/2007",0,"04/24/2007",0,"07/14/1966",1950,1008,78,"Ranch","Single Family","Average",1,"Central","Average","Average",0.23,"RS2","0800",576,41.33382719,-72.86848
806200,7,0,3.5,275000,"04/24/1997",0,"10/25/1983",NA,NA,NA,NA,NA,NA,1910,3914,78,"Colonial","Single Family","Excellent",1,"Central","Average","Average",0.31,"RS1","1500",252,41.331563755,-72.9186956766667
432285,3,0,2,151500,"11/29/1994",254500,"04/20/1987",NA,NA,NA,NA,NA,NA,1910,2234,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.15,"RM1","1300",0,41.322735,-72.91333
198500,4,0,1.5,185000,"03/08/2004",0,"06/18/1997",0,"12/09/1996",NA,NA,NA,NA,1940,1710,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.12,"RS2","2900",288,41.3244341933333,-72.9768258866667
325000,5,0,3,428000,"07/02/2008",159000,"06/30/2003",0,"03/18/2003",71000,"10/15/1996",NA,NA,1903,2593,90,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.18,"RM2","1650",0,41.31765696,-72.9259887333333
97900,7,0,4,80000,"03/18/2003",0,"04/16/1999",NA,NA,NA,NA,NA,NA,1900,2362,68,"4 Family","Multi-Fam 2-4","Average",4,"None","Average","Average",0.15,"RM2","0900",0,41.310826515,-72.89754
133600,4,0,2.5,0,"11/08/2005",87500,"07/18/1997",0,"02/06/1992",NA,NA,NA,NA,1905,2184,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.23,"RM1","1000",0,41.3132539,-72.89138
156700,5,0,3,0,"04/22/2015",161500,"05/27/2014",165000,"05/14/2004",102000,"07/23/2002",0,"10/28/1999",1900,3300,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.11,"RM2","2200",0,41.31204312,-72.9507777066667
164000,9,1,3,210000,"12/10/2010",0,"04/01/2010",95000,"04/01/2010",0,"04/01/2010",0,"02/05/2010",1924,3946,78,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.1,"RM2","1600",0,41.3194128833333,-72.94071
129700,4,0,2,229000,"04/25/2008",215000,"01/27/2006",145000,"12/30/2003",0,"03/03/2003",0,"07/18/1994",1965,1734,76,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.17,"RM1","0400",0,41.2961325,-72.8899322333333
177300,3,0,2,88200,"02/04/2015",0,"08/18/2014",0,"07/17/2014",0,"03/29/2000",99000,"03/01/2000",1952,1371,68,"Ranch","Single Family","Above Average",1,"None","Average","Average",0.23,"RS2","0101",0,41.2541274966667,-72.8924458166667
30000,3,0,2,20000,"04/24/2014",0,"11/06/2013",0,"02/09/1993",55000,"01/15/1991",NA,NA,1920,1212,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.09,"RM2","1600",0,41.32000076,-72.9418015866667
80900,3,0,1,0,"06/02/1986",NA,NA,NA,NA,NA,NA,NA,NA,1900,1228,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM2","1600",0,41.328246405,-72.93664288
64700,1,0,1,28000,"01/30/2015",0,"09/26/2014",97500,"08/01/2007",69200,"02/02/2005",22000,"12/06/2000",1983,688,86,"Condominium","Res Condo","Average",1,"None","Average","Average",0,"RM1","0500",0,41.301117675,-72.88711516
176600,4,0,2,25000,"04/05/1974",NA,NA,NA,NA,NA,NA,NA,NA,1950,2136,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.18,"RS2","0101",400,41.257225,-72.89267
80500,2,0,1.5,0,"09/15/2000",0,"05/28/1991",NA,NA,NA,NA,NA,NA,1964,1044,74,"Condominium","Res Condo","Average",1,"None","Average","Average",0,"RM1","0300",0,41.28050957,-72.890024695
255300,1,0,1.5,2e+05,"11/19/2007",84000,"08/28/1998",129000,"04/09/1990",NA,NA,NA,NA,1870,1014,78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.12,"RS2","1200",884,41.32263185,-72.908359175
64700,1,0,1,68000,"10/25/2004",33514,"02/13/2003",0,"10/07/2002",0,"08/16/2002",0,"01/27/1995",1983,688,86,"Condominium","Res Condo","Average",1,"None","Average","Average",0,"RM1","0500",0,41.301117675,-72.88711516
101900,3,0,2,20000,"11/19/2014",45000,"08/16/2000",NA,NA,NA,NA,NA,NA,1910,1412,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1100",0,41.30766,-72.89431403
176000,4,0,2,0,"07/25/2014",0,"09/26/1996",0,"03/16/1995",NA,NA,NA,NA,1960,1560,72,"Split-Level","Single Family","Average",1,"None","Average","Average",0.14,"RS2","0500",0,41.30674,-72.8810545833333
120900,3,0,2,101000,"01/12/1993",NA,NA,NA,NA,NA,NA,NA,NA,1965,912,76,"Ranch","Single Family","Below Average",1,"None","Average","Average",0.12,"RS2","0800",0,41.333057,-72.87069914
171900,4,0,1.5,0,"07/16/2015",0,"05/11/2010",0,"09/23/2008",0,"11/19/1969",NA,NA,1961,1875,72,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.2,"RS2","0600",0,41.303182305,-72.87802993
163500,3,0,1,165000,"04/30/1990",NA,NA,NA,NA,NA,NA,NA,NA,1915,1409,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.08,"RM1","2100",440,41.282063,-72.9296891166667
162800,5,0,3,0,"03/13/2008",0,NA,NA,NA,NA,NA,NA,NA,1917,3483,68,"2 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.1,"RM2","2200",378,41.316143,-72.9456946233333
2e+05,3,0,2,0,"02/19/2008",91000,"01/13/1997",NA,NA,NA,NA,NA,NA,1930,1876,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Average",0.17,"RS2","0101",171,41.270122745,-72.8969
79700,6,0,2,55000,"09/21/2012",0,"04/10/1992",90000,"01/13/1989",NA,NA,NA,NA,1900,2104,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.07,"RM2","2000",0,41.2937786,-72.93099754
283600,3,0,1.5,0,"08/20/2013",77400,"07/24/1984",NA,NA,NA,NA,NA,NA,1915,2591,68,"Colonial","Single Family","Ave/Good",1,"Central","Average","Average",0.2,"RS2","2400",260,41.3205379433333,-72.96517486
479900,5,0,3,490000,"05/16/2005",305000,"07/27/2001",237000,"10/06/1986",NA,NA,NA,NA,1890,3270,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.14,"RM1","1300",675,41.32241709,-72.91256
117400,2,0,1,110000,"08/11/2003",0,"07/01/1991",NA,NA,NA,NA,NA,NA,1930,768,63,"Cape Cod","Single Family","Average",1,"None","Below Average","Below Average",0.09,"RS2","0101",0,41.26626544,-72.89302
133300,4,0,2,0,"08/13/2012",0,"09/06/2005",0,"02/17/2005",0,"12/17/2004",0,"10/06/2000",1920,2160,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.12,"RM1","0400",324,41.2897639733333,-72.88984
86400,4,0,2,0,"01/19/1996",NA,NA,NA,NA,NA,NA,NA,NA,1920,2172,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.1,"RM2","0900",0,41.313644,-72.8994269866667
330900,9,1,6,132000,"05/21/2002",0,"12/09/1969",NA,NA,NA,NA,NA,NA,2006,6480,91,"4 Family","Multi-Fam 2-4","Above Average",4,"Central","Average","Average",0.22,"RM2","0400",0,41.296280635,-72.89447173
155600,3,0,2,92000,"01/04/1989",NA,NA,NA,NA,NA,NA,NA,NA,1955,1305,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.21,"RM1","0300",400,41.288586,-72.8964943466667
124800,3,0,1,158000,"07/19/2005",70777,"06/17/2003",0,"08/06/2002",0,"03/14/2002",95000,"10/30/1991",1954,816,68,"Ranch","Single Family","Average",1,"None","Average","Average",0.24,"RM1","0800",288,41.32110284,-72.87182906
124600,2,0,1,94870,"01/31/1992",NA,NA,NA,NA,NA,NA,NA,NA,1920,1170,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.55,"RM1","0800",0,41.32261523,-72.87657268
149900,5,0,2,236900,"11/08/2006",163000,"11/23/2004",0,"09/03/2003",109000,"07/19/2001",0,"12/18/2000",1900,1713,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.16,"RM1","0300",0,41.287956,-72.89391
130200,2,0,1.5,216300,"08/20/2007",0,"10/07/2002",117000,"10/07/2002",130000,"11/20/1989",NA,NA,1952,1262,68,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.12,"RS2","2700",216,41.331306985,-72.981787205
101900,6,0,3,0,"07/01/2015",80000,"08/14/2012",1e+05,"05/10/2010",176000,"09/18/2008",0,"07/29/2005",1900,4220,37,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.2,"RM2","0900",1000,41.313778,-72.8967656766667
110600,5,0,3,0,"09/29/1989",NA,NA,NA,NA,NA,NA,NA,NA,1910,2700,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1600",342,41.33384476,-72.92697035
127000,6,0,3,0,"02/27/2015",0,"08/14/2013",105000,"07/09/2013",105000,"06/17/2003",0,"06/25/1999",1926,3118,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.09,"RM2","1900",680,41.30766691,-72.94415865
144600,2,0,1.5,0,"09/23/1987",NA,NA,NA,NA,NA,NA,NA,NA,1987,1080,91,"Condominium","Res Condo","Above Average",1,"Central","Average","Average",0,"RM1","0300",240,41.282551695,-72.89695415
146100,3,0,1,0,"05/18/2010",0,"09/27/1971",NA,NA,NA,NA,NA,NA,1945,1218,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.14,"RM1","0300",180,41.28388813,-72.89239
165700,3,0,2,2e+05,"07/14/2015",0,"04/10/2012",187000,"01/29/2010",0,"10/10/2003",89000,"05/20/1996",1928,1601,68,"Bungalow","Single Family","Average",1,"None","Average","Average",0.12,"RS2","0101",190,41.26331095,-72.8919
236400,3,0,2.5,290000,"06/21/2007",275000,"07/03/2003",195000,"09/20/2000",0,"08/06/1981",NA,NA,1958,2070,68,"Split-Level","Single Family","Above Average",1,"Central","Average","Average",0.34,"RS2","2900",750,41.31716137,-72.97806162
66600,2,0,1,40000,"10/13/2004",0,"06/22/2004",0,"04/30/1996",0,"03/27/1996",10000,"08/29/1991",1900,768,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.05,"RM2","1900",0,41.29810405,-72.94623342
263100,4,0,1.5,0,"01/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,1950,2303,78,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.31,"RS2","0101",0,41.271645,-72.89964
1008900,5,0,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,3937,93,"Colonial","Single Family","Superior",1,"Central","Average","Average",0.17,"RM2","1500",360,41.3243197533333,-72.92324
1699300,6,0,4,1684075,"01/28/2010",1700000,"06/17/2008",0,"09/19/2007",675000,"07/03/2001",675000,"07/03/2001",1910,8435,78,"Colonial","Single Family","Superior +",1,"Partial","Above Average","Above Average",0.47,"RS1","1500",672,41.32616111,-72.9183868033333
297600,7,0,3,295000,"01/31/2005",0,"03/03/1997",0,"02/27/1996",0,"02/27/1989",NA,NA,1909,2556,68,"3 Family","Multi-Fam 2-4","Average",3,"Central","Average","Average",0.1,"RM2","1200",0,41.32181684,-72.9111013833333
148500,3,0,1,69000,"05/24/1991",NA,NA,NA,NA,NA,NA,NA,NA,1950,1464,68,"Cape Cod","Single Family","Above Average",1,"None","Average","Average",0.13,"RS2","2700",0,41.33287591,-72.979875705
123700,3,0,1,110000,"08/09/2012",71000,"02/15/2001",0,"09/26/2000",NA,NA,NA,NA,1926,1260,55,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.11,"RM1","0500",200,41.30187705,-72.886116
182600,8,0,3,0,"11/18/2010",0,"09/30/2009",0,"12/31/2007",0,"12/10/2007",0,"12/10/2007",1900,3667,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.15,"RM1","2200",306,41.31936214,-72.95433
280300,2,0,1,272000,"03/24/2014",0,"11/10/2011",0,"11/10/2011",160000,"09/05/2003",0,"09/29/1959",1923,2142,90,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.11,"RS2","0101",0,41.2555315133333,-72.89547862
234000,3,0,3,76000,"01/23/2003",0,"05/08/2002",0,"05/08/2002",215000,"09/13/1993",NA,NA,1900,1443,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.07,"RM2","1400",0,41.30359288,-72.91532
119500,3,0,2,0,"01/03/2008",110000,"11/02/1990",NA,NA,NA,NA,NA,NA,1900,1536,78,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.13,"RM1","0400",280,41.29029,-72.88793942
219300,4,0,2,0,"07/12/2006",0,"06/05/2006",195000,"06/27/2002",75000,"02/21/2002",0,"10/17/2001",1900,1942,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.15,"RM1","0500",0,41.30774984,-72.8868057733333
182400,3,0,1.5,127500,"03/31/1995",148100,"06/15/1992",NA,NA,NA,NA,NA,NA,1942,1830,78,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.17,"RS2","1700",231,41.32739898,-72.94775673
111900,4,0,1,0,"07/01/2014",0,"07/01/2014",0,"09/11/2012",0,"09/27/2011",0,"11/02/2005",1920,1800,78,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM1","1600",720,41.3342642033333,-72.9358862466667
136400,5,0,2,85000,"09/20/2013",0,"08/31/2012",0,NA,NA,NA,NA,NA,1900,3309,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM1","1000",0,41.31447193,-72.8942887333333
172400,2,0,1.5,185000,"06/24/2010",103000,"10/17/1986",NA,NA,NA,NA,NA,NA,1964,1000,74,"Condominium","Res Condo","Average",1,"None","Average","Average",0,"RM2","1500",0,41.327135505,-72.92221686
174200,1,0,1,73500,"11/12/1998",0,"01/28/1994",NA,NA,NA,NA,NA,NA,1948,1864,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.22,"RS2","0200",0,41.2790855733333,-72.896669
93700,6,0,2,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,2200,75,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.15,"RM2","0900",0,41.312107,-72.90196375
92200,2,0,1,0,"08/12/2013",65000,"03/01/1993",NA,NA,NA,NA,NA,NA,1940,816,78,"Split-Level","Single Family","Below Average",1,"None","Average","Average",0.16,"RM1","2600",0,41.335148,-72.96929785
88100,4,0,2,0,"07/27/1983",NA,NA,NA,NA,NA,NA,NA,NA,1900,2392,55,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.14,"RM2","1600",400,41.325866025,-72.93410925
95400,8,0,3,0,"07/18/2000",80000,"07/08/1998",0,"08/13/1992",NA,NA,NA,NA,1900,2500,68,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.1,"RM2","2000",0,41.295641525,-72.9380429766667
175700,5,0,3,0,"01/28/2003",7000,"03/07/2002",0,"07/21/2000",54000,"04/21/1986",NA,NA,2003,2592,93,"Colonial","Single Family","Average",1,"None","Average","Average",0.12,"RM2","0900",320,41.30996556,-72.89836
302500,4,0,4,0,"05/30/2007",80000,"06/24/1994",NA,NA,NA,NA,NA,NA,1900,2876,78,"4 Family","Multi-Fam 2-4","Above Average",4,"Central","Average","Average",0.11,"RM2","1400",0,41.30677329,-72.91854184
153100,3,0,1.5,144000,"04/09/2012",40500,"08/10/2011",0,"11/22/2010",0,"10/10/2007",0,"09/16/1993",1948,1320,78,"Cape Cod","Single Family","Average",1,"None","Average","Average",0.11,"RS2","2700",315,41.3325756333333,-72.97626013
275200,4,0,1.5,0,"03/14/2001",210000,"11/16/1988",NA,NA,NA,NA,NA,NA,1920,1897,78,"Colonial","Single Family","Ave/Good",1,"None","Average","Above Average",0.15,"RS2","2400",180,41.31778821,-72.96083899
242900,4,0,1.5,0,"04/23/2015",39900,"08/09/1977",NA,NA,NA,NA,NA,NA,1937,2724,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.18,"RS2","2900",380,41.326371335,-72.975296405
166700,6,0,3,0,"12/14/2001",0,"12/14/2001",105000,"11/14/1984",NA,NA,NA,NA,1914,3637,68,"2 Family","Multi-Fam 2-4","Above Average",2,"None","Average","Average",0.12,"RM1","2200",0,41.31784839,-72.95346805
167300,6,0,3,0,"04/24/2000",54000,"04/24/2000",NA,NA,NA,NA,NA,NA,1900,3661,68,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.15,"RM2","2200",0,41.31354495,-72.948
120200,5,0,2,105000,"04/05/1988",NA,NA,NA,NA,NA,NA,NA,NA,1910,2423,68,"2 Family","Multi-Fam 2-4","Average",2,"None","Average","Average",0.12,"RM1","1000",240,41.31346812,-72.8942578666667
207400,8,0,4,0,"04/29/2015",0,"08/21/2013",221500,"08/21/2013",0,"02/15/2013",23000,"05/07/1999",1900,5163,63,"3 Family","Multi-Fam 2-4","Ave/Good",3,"None","Average","Average",0.17,"RM2","2200",0,41.32148566,-72.94935
124200,2,0,1.5,95000,"12/20/1991",NA,NA,NA,NA,NA,NA,NA,NA,1950,1008,68,"Cape Cod","Single Family","Average",1,"Central","Average","Average",0.13,"RS2","2700",240,41.33184905,-72.98108805
127900,5,0,3,58000,"10/31/1997",0,"02/08/1990",NA,NA,NA,NA,NA,NA,1900,2863,78,"3 Family","Multi-Fam 2-4","Average",3,"None","Average","Average",0.11,"RM1","1100",0,41.304994245,-72.89386
91800,1,0,1,92500,"08/31/2015",105000,"06/11/2009",58000,"11/30/2001",0,"08/06/1982",NA,NA,1968,496,86,"Condominium","Res Condo","Average",1,"None","Average","Average",0,"RM2","1400",0,41.30273803,-72.915648545
173800,3,0,1.5,0,"03/16/2015",0,"03/26/2014",77000,"08/21/1995",0,"12/17/1982",NA,NA,1920,1615,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.13,"RM1","2200",400,41.317898,-72.95246
177800,3,0,1,94000,"03/23/1998",0,"05/06/1997",0,"12/10/1996",0,"08/10/1983",NA,NA,1930,1636,68,"Colonial","Single Family","Above Average",1,"None","Average","Average",0.17,"RS2","0101",256,41.25311532,-72.8966800666667
112800,7,0,3,0,"04/22/2015",159000,"06/20/2014",0,"09/13/2010",87675,"09/13/2010",0,"06/23/2009",1920,3162,68,"3 Family","Multi-Fam 2-4","Average",3,"Central","Average","Average",0.09,"RM1","1100",0,41.307293,-72.89914
416700,6,0,3,425000,"01/26/2010",221000,"07/16/2001",110000,"09/03/1996",0,"02/23/1994",NA,NA,1900,3312,78,"3 Family","Multi-Fam 2-4","Above Average",3,"None","Average","Average",0.1,"RM2","1200",0,41.32007839,-72.91018152
140300,3,0,1,6513,"12/15/2003",0,"08/07/2003",26500,"02/02/2001",0,"11/29/1990",NA,NA,1925,1768,68,"Colonial","Single Family","Average",1,"None","Average","Average",0.07,"RM2","0400",0,41.298016,-72.8916945133333
