"pid","location","lat","lon"
9075,"165 CEDAR HILL AV",41.26109,-72.891091
9076,"171 CEDAR HILL AV",41.2607659,-72.891126
9077,"175 CEDAR HILL AV",41.2609262,-72.8910232
9078,"179 CEDAR HILL AV",41.260608,-72.891125
9079,"32 GRACE ST",41.260423,-72.891096
9080,"30 GRACE ST",41.26025,-72.891036
9081,NA,41.260062,-72.891002
9082,"26 GRACE ST",41.259897,-72.890935
9083,"14 GRACE ST",41.2597669,-72.890877
9084,"6 GRACE ST",41.2596369,-72.8907702
9085,"1346 STATE ST",41.259519,-72.890749
9086,"1344 STATE ST",41.2594047,-72.89055
9087,"1332 STATE ST",41.259257,-72.890613
9088,"1330 STATE ST",41.259132,-72.890509
9089,"1326 STATE ST",41.25884,-72.8901872
9090,"1324 STATE ST",41.2587538,-72.890312
9091,"1322 STATE ST",41.2586827,-72.8904674
9092,"1 MAY ST",41.2585781,-72.890599
9093,"5 MAY ST",41.258426,-72.890833
9094,"9 MAY ST",41.258612,-72.890906
9095,"13 MAY ST",41.258773,-72.890885
9096,"51 GRACE ST",41.2588777,-72.8910415
9097,"45 GRACE ST",41.259022,-72.890998
9098,"39 GRACE ST",41.259156,-72.891097
9099,"33 GRACE ST",41.2592877,-72.8912647
9100,"31 GRACE ST",41.2594414,-72.8913116
9101,"16 ROCK ST",41.2595974,-72.8913782
9102,"18 ROCK ST",41.2597497,-72.8914356
9103,"24 ROCK ST",41.259897,-72.8915289
9104,"26 ROCK ST",41.2600309,-72.8915985
9105,"1384 STATE ST",41.2601763,-72.891644
9106,"1380 STATE ST",41.260325,-72.891603
9107,"1376 STATE ST",41.260442,-72.891653
9108,"STATE ST",41.2605549,-72.891718
9109,"1372 STATE ST",41.260675,-72.891746
9110,"1368 STATE ST",41.260789,-72.891751
9111,"1362 STATE ST",41.260913,-72.891743
9112,"9 GRACE ST",41.261052,-72.891739
9113,"15 GRACE ST",41.261186,-72.891749
9114,"17 GRACE ST",41.261322,-72.8919195
9115,"1400 STATE ST",41.261438,-72.891835
9116,"31 ROCK ST",41.261351,-72.891444
9117,"1309 STATE ST",41.261003,-72.892323
9118,"1329 STATE ST",41.2608236,-72.8923386
9119,"375 JAMES ST",41.260687,-72.892633
9120,"JAMES ST",41.260454,-72.892509
9121,"407 JAMES ST",41.2603242,-72.8922606
9122,"JAMES ST",41.2608936,-72.8922159
9123,"140 MONROE ST",41.260007,-72.89267
9124,"148 MONROE ST",41.260103,-72.892739
9125,"156 MONROE ST",41.2741667,-72.896459
9126,"542 LOMBARD ST",41.26027,-72.892982
9127,"550 LOMBARD ST",41.260449,-72.893022
9128,"558 LOMBARD ST",41.260678,-72.8931489
9129,"568 LOMBARD ST",41.260834,-72.893179
9130,"138 MONROE ST #A",41.260971,-72.893311
9131,"138 MONROE ST #B",41.260988,-72.89305
9132,"138 MONROE ST #C",41.2610295,-72.8928682
9133,"138 MONROE ST #D",41.2610569,-72.8926979
9134,"138 MONROE ST #E",41.2610348,-72.8925001
9135,"138 MONROE ST #F",41.262487,-72.892437
9136,"138 MONROE ST #G",41.262227,-72.892532
9137,"136 MONROE ST",41.262106,-72.892537
9138,"134 MONROE ST",41.261985,-72.892531
9139,"128 MONROE ST",41.261862,-72.892533
9140,"124 MONROE ST",41.261734,-72.892529
9141,"120 MONROE ST",41.2615917,-72.8924043
9142,"118 MONROE ST",41.261398,-72.892341
9143,"13 ALTON ST",41.2613828,-72.8925261
9144,"15 ALTON ST",41.261414,-72.892702
9145,"17 ALTON ST",41.261413,-72.8929069
9146,"19 ALTON ST",41.2613239,-72.8930666
9147,"21 ALTON ST",41.261727,-72.893044
9148,"57 MAIN ST",41.261238,-72.893407
9149,"59 MAIN ST",41.261365,-72.8934979
9150,"61 MAIN ST",41.261504,-72.893539
9151,"63 MAIN ST",41.261621,-72.893603
9152,"65 MAIN ST",41.261777,-72.893584
9153,"67 MAIN ST",41.261898,-72.8938529
9154,"69 MAIN ST",41.262088,-72.893973
9155,"71 MAIN ST",41.262078,-72.893348
9156,"73 MAIN ST",41.262229,-72.893426
9157,"75 MAIN ST",41.262298,-72.893157
9158,"89 MAIN ST",41.2624271,-72.8929603
9159,"1219 STATE ST",41.2624489,-72.8927903
9160,"492 BLATCHLEY AV",41.262437,-72.892644
9161,"341 PECK ST",41.262456,-72.892571
9162,"345 PECK ST",41.2621333,-72.8908423
9163,"349 PECK ST",41.2617822,-72.8908611
9164,"355 PECK ST",41.2617709,-72.891059
9165,"361 PECK ST",41.261787,-72.891457
9166,"365 PECK ST",41.2617766,-72.891248
9167,"369 PECK ST",41.261762,-72.891795
9168,"377 PECK ST",41.261916,-72.891869
9169,"385 PECK ST",41.262021,-72.891874
9170,"391 PECK ST",41.262132,-72.8918769
9171,"397 PECK ST",41.262057,-72.891619
9172,"585 LOMBARD ST",41.262061,-72.8914719
9173,"599 LOMBARD ST",41.262062,-72.891324
9174,"1175 STATE ST",40.6004643,-73.752093
9175,NA,41.2621217,-72.8910489
9176,"372 PECK ST",41.2632153,-72.8907961
9177,"176 MONROE ST",41.2628778,-72.8908093
9178,"180 MONROE ST",41.262725,-72.890896
9179,"186 MONROE ST",41.2624455,-72.8908256
9180,"529 LOMBARD ST",41.2624482,-72.891052
9181,"MONROE ST",41.262523,-72.891283
9182,"533 LOMBARD ST",41.2624262,-72.8915424
9183,"539 LOMBARD ST",41.26244,-72.891887
9184,"545 LOMBARD ST",41.2626224,-72.8919697
9185,"549 LOMBARD ST",41.2627347,-72.8920382
9186,"555 LOMBARD ST",41.26281,-72.8917419
9187,"559 LOMBARD ST",41.2629277,-72.8915955
9188,"115 MAIN ST",41.262904,-72.891381
9189,"BLATCHLEY AV",41.2630954,-72.8911418
9190,"464 BLATCHLEY AV",41.263142,-72.890938
9191,"460 BLATCHLEY AV",40.6004643,-73.752093
9192,"458 BLATCHLEY AV",40.6004643,-73.752093
9193,"505 LOMBARD ST",40.6004643,-73.752093
9194,"515 LOMBARD ST",41.2565189,-72.8932883
9195,"360 PECK ST",41.2595529,-72.893141
9196,"56 MALTBY PL",41.259434,-72.893077
9197,"52 MALTBY PL",41.259326,-72.893012
9198,"48 MALTBY PL",41.259219,-72.892956
9199,"44 MALTBY PL",41.259107,-72.892892
9200,"40 MALTBY PL",41.258989,-72.892824
9201,"36 MALTBY PL",41.258867,-72.892747
9202,"32 MALTBY PL",41.2587509,-72.892746
9203,"28 MALTBY PL",41.2586609,-72.89272
9204,"24 MALTBY PL",41.258557,-72.892733
9205,"20 MALTBY PL",41.25845,-72.89279
9206,"16 MALTBY PL",41.258349,-72.89279
9207,"14 MALTBY PL",41.258216,-72.892821
9208,"379 GRAND AV",41.258057,-72.892854
9209,"381 GRAND AV",41.257888,-72.892857
9210,"383 GRAND AV #383A",41.257733,-72.892937
9211,"383 GRAND AV #383B",41.257366,-72.893027
9212,"385 GRAND AV #385A",40.6004643,-73.752093
9213,"385 GRAND AV #385B",41.257416,-72.891313
9214,"387 GRAND AV #387A",41.257181,-72.891198
9215,"387 GRAND AV #387B",41.2741667,-72.896459
9216,"389 GRAND AV #389A",41.257034,-72.891113
9217,"389 GRAND AV #389B",41.256922,-72.891096
9218,"391 GRAND AV #391A",41.256806,-72.8911
9219,"391 GRAND AV #391B",41.256687,-72.891148
9220,"393 GRAND AV #393A",41.256582,-72.891244
9221,"393 GRAND AV #393B",41.2564629,-72.891314
9222,"395 GRAND AV #395A",41.256334,-72.891388
9223,"395 GRAND AV #395B",41.256206,-72.891466
9224,"397 GRAND AV #397",41.256082,-72.891543
9225,"JAMES ST",41.255957,-72.891614
9226,"235 JAMES ST",41.256104,-72.892045
9227,"239 JAMES ST",41.25623,-72.8919729
9228,"245 JAMES ST",41.25639,-72.891875
9229,"249 JAMES ST",40.6004643,-73.752093
9230,"253 JAMES ST",41.256579,-72.891763
9231,"257 JAMES ST",41.256727,-72.891676
9232,"263 JAMES ST",41.256849,-72.891604
9233,"265 JAMES ST",41.256989,-72.891542
9234,"267 JAMES ST",41.257135,-72.8914914
9235,"174 CLAY ST",41.257295,-72.891425
9236,"276 LLOYD ST",41.2584665,-72.8921184
9237,"274 LLOYD ST",41.2582961,-72.8920724
9238,"272 LLOYD ST",41.2581877,-72.8919453
9239,"270 LLOYD ST",41.2741667,-72.896459
9240,"268 LLOYD ST",41.2580953,-72.8918718
9241,"266 LLOYD ST",41.2578918,-72.8917849
9242,"264 LLOYD ST",41.257752,-72.891994
9243,"262 LLOYD ST",41.257581,-72.891851
9244,"260 LLOYD ST",41.2574443,-72.891883
9245,"258 LLOYD ST",41.25732,-72.891989
9246,"256 LLOYD ST",41.25719,-72.892056
9247,"254 LLOYD ST",41.257008,-72.892159
9248,"341 GRAND AV",41.2570175,-72.8925096
9249,"347 GRAND AV",41.2572092,-72.8924316
9250,"353 GRAND AV",41.2573689,-72.8923807
9251,"359 GRAND AV",41.257502,-72.892352
9252,"369 GRAND AV",41.2576411,-72.8923133
9253,"375 GRAND AV",41.2579684,-72.8922068
9254,"9 MALTBY PL",41.2578682,-72.8924565
9255,"15 MALTBY PL",41.2578682,-72.8924565
9256,"19 MALTBY PL",41.2578682,-72.8924565
9257,"23 MALTBY PL",40.6004643,-73.752093
9258,"27 MALTBY PL",41.259882,-72.892086
9259,"31 MALTBY PL",41.259733,-72.892067
9260,"35 MALTBY PL",41.2596029,-72.8919625
9261,"39 MALTBY PL",41.2594629,-72.8919109
9262,"43 MALTBY PL",41.259362,-72.891858
9263,"47 MALTBY PL",40.6004643,-73.752093
9264,"51 MALTBY PL",41.2591682,-72.8917065
9265,"55 MALTBY PL",41.259011,-72.891668
9266,"42 SHELTER ST",41.2588629,-72.8915368
9267,"40 SHELTER ST",41.2581649,-72.8914099
9268,"36 SHELTER ST",41.2581649,-72.8914099
9269,"32 SHELTER ST",41.258293,-72.8914269
9270,"30 SHELTER ST",41.258372,-72.891464
9271,"26 SHELTER ST",41.258474,-72.891518
9272,"24 SHELTER ST",41.258627,-72.891608
9273,"22 SHELTER ST",41.2741667,-72.896459
9274,"18 SHELTER ST",41.258801,-72.891861
9275,"16 SHELTER ST",41.258944,-72.89197
9276,"14 SHELTER ST",41.259039,-72.892036
9277,"12 SHELTER ST",41.259133,-72.892102
9278,"8 SHELTER ST",41.259227,-72.892169
9279,"329 GRAND AV",41.259323,-72.892233
9280,"331 GRAND AV",41.25942,-72.892299
9281,"333 GRAND AV",41.259556,-72.892399
9282,"337 GRAND AV",41.2597189,-72.8924569
9283,"255 LLOYD ST",41.259816,-72.892527
9284,"257 LLOYD ST",41.255806,-72.892116
9285,"259 LLOYD ST",41.255569,-72.891735
9286,"267 LLOYD ST",41.2534301,-72.8948755
9287,"271 LLOYD ST",41.2533095,-72.8948045
9288,"273 LLOYD ST",41.2534184,-72.894516
9289,"275 LLOYD ST",41.2534388,-72.8942159
9290,"281 LLOYD ST",41.2535295,-72.8950776
