"pid","location","lat","lon"
19360,"284 PUTNAM ST",NA,NA
19361,"520 WASHINGTON AV",NA,NA
19362,"139 BUTTON ST",NA,NA
19363,"24 WEST ST",NA,NA
19364,NA,NA,NA
19365,"12 WEST ST",NA,NA
19366,"10 WEST ST",NA,NA
19367,NA,NA,NA
19368,"607 WASHINGTON AV",NA,NA
19369,"613 WASHINGTON AV",NA,NA
19370,"615 WASHINGTON AV",NA,NA
19371,"623 WASHINGTON AV",NA,NA
19372,"627 WASHINGTON AV",NA,NA
19373,"3 KING PL",NA,NA
19374,"32 TRUMAN ST",NA,NA
19375,"28 TRUMAN ST",NA,NA
19376,"24 TRUMAN ST",NA,NA
19377,"18 TRUMAN ST",NA,NA
19378,"16 TRUMAN ST",NA,NA
19379,"1 FRANK ST",NA,NA
19380,"5 FRANK ST",NA,NA
19381,"9 FRANK ST",NA,NA
19382,"15 FRANK ST",NA,NA
19383,"FRANK ST",NA,NA
19384,"19 FRANK ST",NA,NA
19385,"FRANK ST",NA,NA
19386,"25 FRANK ST",NA,NA
19387,"FRANK ST",NA,NA
19388,"27 FRANK ST",NA,NA
19389,"FRANK ST",NA,NA
19390,"29 FRANK ST",NA,NA
19391,"31 FRANK ST",NA,NA
19392,"35 FRANK ST",NA,NA
19393,"39 FRANK ST",NA,NA
19394,"43 FRANK ST",NA,NA
19395,"45 FRANK ST",NA,NA
19396,"47 FRANK ST",NA,NA
19397,"49 FRANK ST",NA,NA
19398,"51 FRANK ST",NA,NA
19399,"53 FRANK ST",NA,NA
19400,"55 FRANK ST",NA,NA
19401,"77 WEST ST",NA,NA
19402,"83 WEST ST",NA,NA
19403,"95 WEST ST",NA,NA
19404,"97 WEST ST",NA,NA
19405,"99 WEST ST",NA,NA
19406,"101 WEST ST",NA,NA
19407,"103 WEST ST",NA,NA
19408,"400 COLUMBUS AV",NA,NA
19409,"44 FRANK ST",NA,NA
19410,"36 LINES ST",NA,NA
19411,"34 LINES ST",NA,NA
19412,"32 LINES ST",NA,NA
19413,"30 LINES ST",NA,NA
19414,"22 LINES ST",NA,NA
19415,"20 LINES ST",NA,NA
19416,"18 LINES ST",NA,NA
19417,"12 LINES ST",NA,NA
19418,"8 LINES ST",NA,NA
19419,"6 LINES ST",NA,NA
19420,"569 WASHINGTON AV",NA,NA
19421,"589 WASHINGTON AV",NA,NA
19422,"599 WASHINGTON AV",NA,NA
19423,"21 WEST ST",NA,NA
19424,"23 WEST ST",NA,NA
19425,"25 WEST ST",NA,NA
19426,"35 WEST ST",NA,NA
19427,"37 WEST ST",NA,NA
19428,"43 WEST ST",NA,NA
19429,"47 WEST ST",NA,NA
19430,"60 FRANK ST",NA,NA
19431,"56 FRANK ST",NA,NA
19432,"54 FRANK ST",NA,NA
19433,"52 FRANK ST",NA,NA
19434,"48 FRANK ST",NA,NA
19435,"46 FRANK ST",NA,NA
19436,"10 FRANK ST",NA,NA
19437,"441 WASHINGTON AV",NA,NA
19438,"517 WASHINGTON AV",NA,NA
19439,"527 WASHINGTON AV",NA,NA
19440,"13 LINES ST",NA,NA
19441,"19 LINES ST",NA,NA
19442,"27 LINES ST",NA,NA
19443,"31 LINES ST",NA,NA
19444,"35 LINES ST",NA,NA
19445,"37 LINES ST",NA,NA
19446,"39 LINES ST",NA,NA
19447,"41 LINES ST",NA,NA
19448,"43 LINES ST",NA,NA
19449,"45 LINES ST",NA,NA
19450,"51 LINES ST",NA,NA
19451,"30 FRANK ST",NA,NA
19452,"28 FRANK ST",NA,NA
19453,"24 FRANK ST",NA,NA
19454,"22 FRANK ST",NA,NA
19455,"54 WEST ST",NA,NA
19456,"50 WEST ST",NA,NA
19457,"44 WEST ST",NA,NA
19458,"40 WEST ST",NA,NA
19459,"38 WEST ST",NA,NA
19460,"34 WEST ST",NA,NA
19461,"11 TRUMAN ST",NA,NA
19462,"15 TRUMAN ST",NA,NA
19463,"19 TRUMAN ST",NA,NA
19464,"25 TRUMAN ST",NA,NA
19465,NA,NA,NA
19466,"29 TRUMAN ST",NA,NA
19467,"33 TRUMAN ST",NA,NA
19468,"37 TRUMAN ST",NA,NA
19469,"41 TRUMAN ST",NA,NA
19470,"45 TRUMAN ST",NA,NA
19471,"47 TRUMAN ST",NA,NA
19472,NA,NA,NA
19473,NA,NA,NA
19474,"57 TRUMAN ST",NA,NA
19475,"61 TRUMAN ST",NA,NA
19476,"65 TRUMAN ST",NA,NA
19477,"138 FRANK ST",NA,NA
19478,"136 FRANK ST",NA,NA
19479,"130 FRANK ST",NA,NA
19480,"124 FRANK ST",NA,NA
19481,"122 FRANK ST",NA,NA
19482,"116 FRANK ST",NA,NA
19483,"112 FRANK ST",NA,NA
19484,"106 FRANK ST",NA,NA
19485,"FRANK ST",NA,NA
19486,"96 FRANK ST",NA,NA
19487,"94 FRANK ST",NA,NA
19488,"86 FRANK ST",NA,NA
19489,"84 FRANK ST",NA,NA
19490,"80 WEST ST",NA,NA
19491,NA,NA,NA
19492,"70 WEST ST",NA,NA
19493,"68 WEST ST",NA,NA
19494,"66 WEST ST",NA,NA
19495,"69 FRANK ST",NA,NA
19496,"73 FRANK ST",NA,NA
19497,"77 FRANK ST",NA,NA
19498,"79 FRANK ST",NA,NA
19499,"83 FRANK ST",NA,NA
19500,"85 FRANK ST",NA,NA
19501,"87 FRANK ST",NA,NA
19502,"89 FRANK ST",NA,NA
19503,"93 FRANK ST",NA,NA
19504,"95 FRANK ST",NA,NA
19505,"109 FRANK ST",NA,NA
19506,"54 ADELINE ST",NA,NA
19507,"52 ADELINE ST",NA,NA
19508,"42 ADELINE ST",NA,NA
19509,"40 ADELINE ST",NA,NA
19510,"36 ADELINE ST",NA,NA
19511,"32 ADELINE ST",NA,NA
19512,"28 ADELINE ST",NA,NA
19513,"24 ADELINE ST",NA,NA
19514,"22 ADELINE ST",NA,NA
19515,"20 ADELINE ST",NA,NA
19516,"16 ADELINE ST",NA,NA
19517,"14 ADELINE ST",NA,NA
19518,"2 THORN ST",NA,NA
19519,"86 WEST ST",NA,NA
19520,"9 ADELINE ST",NA,NA
19521,"17 ADELINE ST",NA,NA
19522,"19 ADELINE ST",NA,NA
19523,"27 ADELINE ST",NA,NA
19524,"31 ADELINE ST",NA,NA
19525,"33 ADELINE ST",NA,NA
19526,NA,NA,NA
19527,"41 ADELINE ST",NA,NA
19528,"43 ADELINE ST",NA,NA
19529,"45 ADELINE ST",NA,NA
19530,"45 EDDY ST",NA,NA
19531,"49 EDDY ST",NA,NA
19532,"EDDY ST",NA,NA
19533,"58 THORN ST",NA,NA
19534,"54 THORN ST",NA,NA
19535,"50 THORN ST",NA,NA
19536,"48 THORN ST",NA,NA
19537,"44 THORN ST",NA,NA
19538,"467 COLUMBUS AV",NA,NA
19539,"136 WEST ST",NA,NA
19540,"469 COLUMBUS AV",NA,NA
19541,NA,NA,NA
19542,"473 COLUMBUS AV",NA,NA
19543,"475 COLUMBUS AV",NA,NA
19544,"53 THORN ST",NA,NA
19545,"55 THORN ST",NA,NA
19546,"57 THORN ST",NA,NA
19547,"59 THORN ST",NA,NA
19548,"476 COLUMBUS AV",NA,NA
19549,"31 THORN ST",NA,NA
19550,"744 CONGRESS AV",NA,NA
19551,"64 REDFIELD ST",NA,NA
19552,"60 REDFIELD ST",NA,NA
19553,"56 REDFIELD ST",NA,NA
19554,"54 REDFIELD ST",NA,NA
19555,"48 REDFIELD ST",NA,NA
19556,"44 REDFIELD ST",NA,NA
19557,"40 REDFIELD ST",NA,NA
19558,"36 REDFIELD ST",NA,NA
19559,"28 REDFIELD ST",NA,NA
19560,"32 REDFIELD ST",NA,NA
19561,"24 REDFIELD ST",NA,NA
19562,"20 REDFIELD ST",NA,NA
19563,"16 REDFIELD ST",NA,NA
19564,"425 COLUMBUS AV",NA,NA
19565,"431 COLUMBUS AV",NA,NA
19566,"437 COLUMBUS AV",NA,NA
19567,"449 COLUMBUS AV",NA,NA
19568,"131 WEST ST",NA,NA
19569,NA,NA,NA
19570,"137 WEST ST",NA,NA
19571,"143 WEST ST",NA,NA
19572,"145 WEST ST",NA,NA
19573,"149 WEST ST",NA,NA
19574,"151 WEST ST",NA,NA
19575,"155 WEST ST",NA,NA
19576,"157 WEST ST",NA,NA
19577,"159 WEST ST",NA,NA
19578,"163 WEST ST",NA,NA
19579,"167 WEST ST",NA,NA
19580,"169 WEST ST",NA,NA
19581,"790 CONGRESS AV",NA,NA
19582,"784 CONGRESS AV",NA,NA
19583,"778 CONGRESS AV",NA,NA
19584,"766 CONGRESS AV",NA,NA
19585,"762 CONGRESS AV",NA,NA
19586,"756 CONGRESS AV",NA,NA
19587,"150 TRUMAN ST",NA,NA
19588,"729 WASHINGTON AV",NA,NA
19589,"733 WASHINGTON AV",NA,NA
19590,"737 WASHINGTON AV",NA,NA
19591,"741 WASHINGTON AV",NA,NA
19592,"743 WASHINGTON AV",NA,NA
19593,"745 WASHINGTON AV",NA,NA
19594,"747 WASHINGTON AV",NA,NA
19595,"339 ELLA T GRASSO BLVD",NA,NA
19596,"ELLA T GRASSO BLVD",NA,NA
19597,"114 TRUMAN ST",NA,NA
19598,"MORRIS ST",NA,NA
19599,"156 MORRIS ST",NA,NA
19600,"695 WASHINGTON AV",NA,NA
19601,"697 WASHINGTON AV",NA,NA
19602,"703 WASHINGTON AV",NA,NA
19603,"705 WASHINGTON AV",NA,NA
19604,"709 WASHINGTON AV",NA,NA
19605,"723 WASHINGTON AV",NA,NA
19606,"24 CLOVER PL",NA,NA
19607,"18 CLOVER PL",NA,NA
19608,"16 CLOVER PL",NA,NA
19609,"14 CLOVER PL",NA,NA
19610,"665 WASHINGTON AV",NA,NA
19611,"667 WASHINGTON AV",NA,NA
19612,"669 WASHINGTON AV",NA,NA
19613,"673 WASHINGTON AV",NA,NA
19614,"677 WASHINGTON AV",NA,NA
19615,"683 WASHINGTON AV",NA,NA
19616,"689 WASHINGTON AV",NA,NA
19617,"157 MORRIS ST",NA,NA
19618,"163 MORRIS ST",NA,NA
19619,"92 TRUMAN ST",NA,NA
19620,"88 TRUMAN ST",NA,NA
19621,"86 TRUMAN ST",NA,NA
19622,"82 TRUMAN ST",NA,NA
19623,"78 TRUMAN ST",NA,NA
19624,"20 CLOVER PL",NA,NA
19625,"62 BARCLAY ST",NA,NA
19626,"66 BARCLAY ST",NA,NA
19627,"68 BARCLAY ST",NA,NA
19628,"439 ELLA T GRASSO BLVD",NA,NA
19629,"155 TRUMAN ST",NA,NA
19630,"240 FRANK ST",NA,NA
19631,"154 FRANK ST",NA,NA
19632,"71 TRUMAN ST",NA,NA
19633,"75 TRUMAN ST",NA,NA
19634,"77 TRUMAN ST",NA,NA
19635,"81 TRUMAN ST",NA,NA
19636,"85 TRUMAN ST",NA,NA
19637,"87 TRUMAN ST",NA,NA
19638,"TRUMAN ST",NA,NA
19639,"95 TRUMAN ST",NA,NA
19640,"99 TRUMAN ST",NA,NA
19641,"103 TRUMAN ST",NA,NA
19642,"109 TRUMAN ST",NA,NA
19643,"111 TRUMAN ST",NA,NA
19644,"113 TRUMAN ST",NA,NA
19645,"117 TRUMAN ST",NA,NA
19646,"121 TRUMAN ST",NA,NA
19647,"125 TRUMAN ST",NA,NA
19648,"129 TRUMAN ST",NA,NA
19649,"198 FRANK ST",NA,NA
19650,"196 FRANK ST",NA,NA
19651,"194 FRANK ST",NA,NA
19652,"192 FRANK ST",NA,NA
19653,"188 FRANK ST",NA,NA
19654,"184 FRANK ST",NA,NA
19655,"176 FRANK ST",NA,NA
19656,"174 FRANK ST",NA,NA
19657,"170 FRANK ST",NA,NA
19658,"168 FRANK ST",NA,NA
19659,"164 FRANK ST",NA,NA
19660,"162 FRANK ST",NA,NA
19661,"160 FRANK ST",NA,NA
19662,"158 FRANK ST",NA,NA
19663,"156 FRANK ST",NA,NA
19664,"88 BARCLAY ST",NA,NA
19665,"84 BARCLAY ST",NA,NA
19666,"80 BARCLAY ST #REAR",NA,NA
19667,"80 BARCLAY ST",NA,NA
19668,"465 ELLA T GRASSO BLVD",NA,NA
19669,"475 ELLA T GRASSO BLVD",NA,NA
19670,"150 ADELINE ST",NA,NA
19671,"60 ADELINE ST",NA,NA
19672,"117 FRANK ST",NA,NA
19673,"123 FRANK ST",NA,NA
19674,"131 FRANK ST",NA,NA
19675,"137 FRANK ST",NA,NA
19676,"139 FRANK ST",NA,NA
19677,"141 FRANK ST",NA,NA
19678,"143 FRANK ST",NA,NA
19679,"147 FRANK ST",NA,NA
19680,"159 FRANK ST",NA,NA
19681,"165 FRANK ST",NA,NA
19682,"169 FRANK ST",NA,NA
19683,"171 FRANK ST",NA,NA
19684,"173 FRANK ST",NA,NA
19685,"175 FRANK ST",NA,NA
19686,"181 FRANK ST",NA,NA
19687,"183 FRANK ST",NA,NA
19688,"187 FRANK ST",NA,NA
19689,"191 FRANK ST",NA,NA
19690,"193 FRANK ST",NA,NA
19691,"69 BARCLAY ST",NA,NA
19692,"77 BARCLAY ST",NA,NA
19693,"81 BARCLAY ST",NA,NA
19694,NA,NA,NA
19695,"134 ADELINE ST",NA,NA
19696,NA,NA,NA
19697,NA,NA,NA
19698,"130 ADELINE ST",NA,NA
19699,NA,NA,NA
19700,"124 ADELINE ST",NA,NA
19701,"120 ADELINE ST",NA,NA
19702,"118 ADELINE ST",NA,NA
19703,"114 ADELINE ST",NA,NA
19704,"112 ADELINE ST",NA,NA
19705,"108 ADELINE ST",NA,NA
19706,"102 ADELINE ST",NA,NA
19707,"98 ADELINE ST",NA,NA
19708,"96 ADELINE ST",NA,NA
19709,"90 ADELINE ST",NA,NA
19710,"86 ADELINE ST",NA,NA
19711,"80 ADELINE ST",NA,NA
19712,"78 ADELINE ST",NA,NA
19713,"74 ADELINE ST",NA,NA
19714,"72 ADELINE ST",NA,NA
19715,"70 ADELINE ST",NA,NA
19716,"66 ADELINE ST",NA,NA
19717,"62 ADELINE ST",NA,NA
19718,"50 EDDY ST",NA,NA
19719,"61 ADELINE ST",NA,NA
19720,"67 ADELINE ST",NA,NA
19721,"77 ADELINE ST",NA,NA
19722,"81 ADELINE ST",NA,NA
19723,"85 ADELINE ST",NA,NA
19724,"91 ADELINE ST",NA,NA
19725,"95 ADELINE ST",NA,NA
19726,"99 ADELINE ST",NA,NA
19727,"103 ADELINE ST",NA,NA
19728,"109 ADELINE ST",NA,NA
19729,"113 ADELINE ST",NA,NA
19730,"113 ADELINE ST #REAR",NA,NA
19731,"119 ADELINE ST",NA,NA
19732,"121 ADELINE ST",NA,NA
19733,"125 ADELINE ST",NA,NA
19734,"127 ADELINE ST",NA,NA
19735,"133 ADELINE ST",NA,NA
19736,"135 ADELINE ST",NA,NA
19737,"105 BARCLAY ST",NA,NA
19738,"109 BARCLAY ST",NA,NA
19739,"100 BARCLAY ST",NA,NA
19740,"96 BARCLAY ST",NA,NA
19741,"145 ADELINE ST",NA,NA
19742,"155 ADELINE ST",NA,NA
19743,"525 ELLA T GRASSO BLVD",NA,NA
19744,"808 WASHINGTON AV",NA,NA
19745,"WASHINGTON AV",NA,NA
19746,"203 LAMBERTON ST",NA,NA
19747,"205 LAMBERTON ST",NA,NA
19748,"215 LAMBERTON ST",NA,NA
19749,"ELLA T GRASSO BLVD",NA,NA
19750,"396 ELLA T GRASSO BLVD",NA,NA
19751,"ELLA T GRASSO BLVD",NA,NA
19752,"WASHINGTON AV",NA,NA
19753,"540 ELLA T GRASSO BLVD",NA,NA
19754,"ELLA T GRASSO BLVD",NA,NA
19755,"ELLA T GRASSO BLVD",NA,NA
19756,"500 ELLA T GRASSO BLVD",NA,NA
19757,"468 ELLA T GRASSO BLVD",NA,NA
19758,"440 ELLA T GRASSO BLVD",NA,NA
19759,"ELLA T GRASSO BLVD",NA,NA
19760,"ELLA T GRASSO BLVD",NA,NA
19761,"WASHINGTON AV",NA,NA
19762,"220 TERMINAL PL",NA,NA
19763,"PRINTERS LA",NA,NA
19764,"PRINTERS LA",NA,NA
19765,"TERMINAL PL",NA,NA
19766,"30 PRINTERS LA",NA,NA
19767,"PRINTERS LA",NA,NA
19768,"60 PRINTERS LA",NA,NA
19769,"ORANGE AV",NA,NA
19770,"30 ORANGE AV",NA,NA
19771,"690 ELLA T GRASSO BLVD",NA,NA
19772,"10 ORANGE AV",NA,NA
19773,"670 ELLA T GRASSO BLVD",NA,NA
19774,"650 ELLA T GRASSO BLVD",NA,NA
19775,"41 LONGHINI LA",NA,NA
19776,"47 LONGHINI LA",NA,NA
19777,"51 LONGHINI LA",NA,NA
19778,"TERMINAL PL",NA,NA
19779,"592 ELLA T GRASSO BLVD",NA,NA
19780,"586 ELLA T GRASSO BLVD",NA,NA
19781,"630 ELLA T GRASSO BLVD",NA,NA
19782,"624 ELLA T GRASSO BLVD",NA,NA
19783,"620 ELLA T GRASSO BLVD",NA,NA
19784,"610 ELLA T GRASSO BLVD",NA,NA
19785,"604 ELLA T GRASSO BLVD",NA,NA
19786,"29 TERMINAL PL",NA,NA
19787,"199 TERMINAL PL",NA,NA
19788,"209 TERMINAL PL",NA,NA
19789,"219 TERMINAL PL",NA,NA
19790,"299 TERMINAL PL",NA,NA
19791,"COLUMBUS AV",NA,NA
19792,"EDDY ST",NA,NA
19793,"516 COLUMBUS AV",NA,NA
19794,"CONGRESS AV",NA,NA
19795,"914 CONGRESS AV",NA,NA
19796,"910 CONGRESS AV",NA,NA
19797,"906 CONGRESS AV",NA,NA
19798,"900 CONGRESS AV",NA,NA
19799,"896 CONGRESS AV",NA,NA
19800,"892 CONGRESS AV",NA,NA
19801,"890 CONGRESS AV",NA,NA
19802,"886 CONGRESS AV",NA,NA
19803,NA,NA,NA
19804,"880 CONGRESS AV",NA,NA
19805,"878 CONGRESS AV",NA,NA
19806,"874 CONGRESS AV",NA,NA
19807,"870 CONGRESS AV",NA,NA
19808,"866 CONGRESS AV",NA,NA
19809,"864 CONGRESS AV",NA,NA
19810,"862 CONGRESS AV",NA,NA
19811,"856 CONGRESS AV",NA,NA
19812,"26 DOWNES ST",NA,NA
19813,"24 DOWNES ST",NA,NA
19814,"20 DOWNES ST",NA,NA
19815,"16 DOWNES ST",NA,NA
19816,"4 DOWNES ST",NA,NA
19817,"541 COLUMBUS AV",NA,NA
19818,"547 COLUMBUS AV",NA,NA
19819,"551 COLUMBUS AV",NA,NA
19820,"563 COLUMBUS AV",NA,NA
19821,"565 COLUMBUS AV",NA,NA
19822,"569 COLUMBUS AV",NA,NA
19823,"573 COLUMBUS AV",NA,NA
19824,"575 COLUMBUS AV",NA,NA
19825,"583 COLUMBUS AV",NA,NA
19826,"585 COLUMBUS AV",NA,NA
19827,"593 COLUMBUS AV",NA,NA
19828,"595 COLUMBUS AV",NA,NA
19829,"848 CONGRESS AV",NA,NA
19830,"25 DOWNES ST",NA,NA
19831,"846 CONGRESS AV",NA,NA
19832,"842 CONGRESS AV",NA,NA
19833,"840 CONGRESS AV",NA,NA
19834,"836 CONGRESS AV",NA,NA
19835,"834 CONGRESS AV",NA,NA
19836,"826 CONGRESS AV",NA,NA
19837,"28 BOND ST",NA,NA
19838,"24 BOND ST",NA,NA
19839,"20 BOND ST",NA,NA
19840,"18 BOND ST",NA,NA
19841,"14 BOND ST",NA,NA
19842,"513 COLUMBUS AV",NA,NA
19843,"517 COLUMBUS AV",NA,NA
19844,"519 COLUMBUS AV",NA,NA
19845,"521 COLUMBUS AV",NA,NA
19846,"523 COLUMBUS AV",NA,NA
19847,"525 COLUMBUS AV",NA,NA
19848,"535 COLUMBUS AV",NA,NA
19849,"5 DOWNES ST",NA,NA
19850,"15 DOWNES ST",NA,NA
19851,"19 DOWNES ST",NA,NA
19852,"21 DOWNES ST",NA,NA
19853,"800 CONGRESS AV",NA,NA
19854,"158 WEST ST",NA,NA
19855,"162 WEST ST",NA,NA
19856,"156 WEST ST",NA,NA
19857,"150 WEST ST",NA,NA
19858,"140 WEST ST",NA,NA
19859,"5 WEST LA",NA,NA
19860,"487 COLUMBUS AV",NA,NA
19861,"WEST LA",NA,NA
19862,"499 COLUMBUS AV",NA,NA
19863,"418 DAVENPORT AV",NA,NA
19864,"907 CONGRESS AV",NA,NA
19865,"410 DAVENPORT AV",NA,NA
19866,"408 DAVENPORT AV",NA,NA
19867,"394 DAVENPORT AV",NA,NA
19868,"384 DAVENPORT AV",NA,NA
19869,"380 DAVENPORT AV",NA,NA
19870,"370 DAVENPORT AV",NA,NA
19871,"354 DAVENPORT AV",NA,NA
19872,"348 DAVENPORT AV",NA,NA
19873,"326 DAVENPORT AV",NA,NA
19874,"322 DAVENPORT AV",NA,NA
19875,"320 DAVENPORT AV",NA,NA
19876,"316 DAVENPORT AV",NA,NA
19877,"312 DAVENPORT AV",NA,NA
19878,"306 DAVENPORT AV",NA,NA
19879,"218 WEST ST",NA,NA
19880,"214 WEST ST",NA,NA
19881,"212 WEST ST",NA,NA
19882,"210 WEST ST",NA,NA
19883,"817 CONGRESS AV",NA,NA
19884,"827 CONGRESS AV",NA,NA
19885,"829 CONGRESS AV",NA,NA
19886,"833 CONGRESS AV",NA,NA
19887,"837 CONGRESS AV",NA,NA
19888,"843 CONGRESS AV",NA,NA
19889,NA,NA,NA
19890,"849 CONGRESS AV",NA,NA
19891,"855 CONGRESS AV",NA,NA
19892,"859 CONGRESS AV",NA,NA
19893,"865 CONGRESS AV",NA,NA
19894,"879 CONGRESS AV",NA,NA
19895,"885 CONGRESS AV",NA,NA
19896,"889 CONGRESS AV",NA,NA
19897,"893 CONGRESS AV",NA,NA
19898,"897 CONGRESS AV",NA,NA
19899,"903 CONGRESS AV",NA,NA
19900,"200 DERBY AV",NA,NA
19901,NA,NA,NA
19902,NA,NA,NA
19903,NA,NA,NA
19904,"66 STEVENS ST",NA,NA
19905,"64 STEVENS ST",NA,NA
19906,"62 STEVENS ST",NA,NA
19907,"60 STEVENS ST",NA,NA
19908,"58 STEVENS ST",NA,NA
19909,"56 STEVENS ST",NA,NA
19910,"54 STEVENS ST",NA,NA
19911,"52 STEVENS ST",NA,NA
19912,"50 STEVENS ST",NA,NA
19913,"48 STEVENS ST",NA,NA
19914,"46 STEVENS ST",NA,NA
19915,"44 STEVENS ST",NA,NA
19916,"42 STEVENS ST",NA,NA
19917,"40 STEVENS ST",NA,NA
19918,"38 STEVENS ST",NA,NA
19919,"36 STEVENS ST",NA,NA
19920,"34 STEVENS ST",NA,NA
19921,"32 STEVENS ST",NA,NA
19922,"30 STEVENS ST",NA,NA
19923,"28 STEVENS ST",NA,NA
19924,"26 STEVENS ST",NA,NA
19925,"24 STEVENS ST",NA,NA
19926,"22 STEVENS ST",NA,NA
19927,"20 STEVENS ST",NA,NA
19928,"18 STEVENS ST",NA,NA
19929,"14 STEVENS ST",NA,NA
19930,"12 STEVENS ST",NA,NA
19931,"261 DAVENPORT AV",NA,NA
19932,"263 DAVENPORT AV",NA,NA
19933,"265 DAVENPORT AV",NA,NA
19934,"267 DAVENPORT AV",NA,NA
19935,"269 DAVENPORT AV",NA,NA
19936,"271 DAVENPORT AV",NA,NA
19937,"277 DAVENPORT AV",NA,NA
19938,"279 DAVENPORT AV",NA,NA
19939,"281 DAVENPORT AV",NA,NA
19940,"9 WINTHROP AV",NA,NA
19941,"11 WINTHROP AV",NA,NA
19942,"13 WINTHROP AV",NA,NA
19943,"15 WINTHROP AV",NA,NA
19944,"17 WINTHROP AV",NA,NA
19945,"19 WINTHROP AV",NA,NA
19946,"21 WINTHROP AV",NA,NA
19947,"23 WINTHROP AV",NA,NA
19948,"25 WINTHROP AV",NA,NA
19949,"27 WINTHROP AV",NA,NA
19950,"29 WINTHROP AV",NA,NA
19951,"33 WINTHROP AV",NA,NA
19952,"35 WINTHROP AV",NA,NA
19953,"37 WINTHROP AV",NA,NA
19954,"39 WINTHROP AV",NA,NA
19955,"41 WINTHROP AV",NA,NA
19956,"43 WINTHROP AV",NA,NA
19957,"45 WINTHROP AV",NA,NA
19958,"47 WINTHROP AV",NA,NA
19959,"49 WINTHROP AV",NA,NA
19960,"51 WINTHROP AV",NA,NA
19961,"53 WINTHROP AV",NA,NA
19962,"55 WINTHROP AV",NA,NA
19963,"57 WINTHROP AV",NA,NA
19964,"59 WINTHROP AV",NA,NA
19965,"61 WINTHROP AV",NA,NA
19966,"63 WINTHROP AV",NA,NA
19967,"65 WINTHROP AV",NA,NA
19968,"67 WINTHROP AV",NA,NA
19969,"69 WINTHROP AV",NA,NA
19970,"71 WINTHROP AV",NA,NA
19971,"75 WINTHROP AV",NA,NA
19972,"77 WINTHROP AV",NA,NA
19973,"79 WINTHROP AV",NA,NA
19974,"81 WINTHROP AV",NA,NA
19975,"83 WINTHROP AV",NA,NA
19976,"148 SYLVAN AV",NA,NA
19977,"142 SYLVAN AV",NA,NA
19978,"138 SYLVAN AV",NA,NA
19979,NA,NA,NA
19980,"92 WINTHROP AV",NA,NA
19981,"899 ELLA T GRASSO BLVD",NA,NA
19982,"2 AUBURN ST",NA,NA
19983,"109 WINTHROP AV",NA,NA
19984,"123 WINTHROP AV",NA,NA
19985,"125 WINTHROP AV",NA,NA
19986,"127 WINTHROP AV",NA,NA
19987,"129 WINTHROP AV",NA,NA
19988,"133 WINTHROP AV",NA,NA
19989,"135 WINTHROP AV",NA,NA
19990,"139 WINTHROP AV",NA,NA
19991,"1 SHERMAN AV",NA,NA
19992,"SHERMAN AV",NA,NA
19993,"3 SHERMAN AV",NA,NA
19994,"476 LEGION AV",NA,NA
19995,"466 LEGION AV",NA,NA
19996,NA,NA,NA
19997,"442 LEGION AV",NA,NA
19998,"56 AUBURN ST",NA,NA
19999,"46 AUBURN ST",NA,NA
20000,"44 AUBURN ST",NA,NA
20001,"38 AUBURN ST",NA,NA
20002,"36 AUBURN ST",NA,NA
20003,"32 AUBURN ST",NA,NA
20004,"26 AUBURN ST",NA,NA
20005,"24 AUBURN ST",NA,NA
20006,"141 SYLVAN AV",NA,NA
20007,"31 AUBURN ST",NA,NA
20008,"33 AUBURN ST",NA,NA
20009,"39 AUBURN ST",NA,NA
20010,"45 AUBURN ST",NA,NA
20011,"53 AUBURN ST",NA,NA
20012,"55 AUBURN ST",NA,NA
20013,"422 LEGION AV",NA,NA
20014,"416 LEGION AV",NA,NA
20015,"408 LEGION AV",NA,NA
20016,"400 LEGION AV",NA,NA
20017,"392 LEGION AV",NA,NA
20018,"384 LEGION AV",NA,NA
20019,"54 GREENWOOD ST",NA,NA
20020,"52 GREENWOOD ST",NA,NA
20021,"48 GREENWOOD ST",NA,NA
20022,"46 GREENWOOD ST",NA,NA
20023,"42 GREENWOOD ST",NA,NA
20024,"40 GREENWOOD ST",NA,NA
20025,"36 GREENWOOD ST",NA,NA
20026,"30 GREENWOOD ST",NA,NA
20027,"133 SYLVAN AV",NA,NA
20028,"129 SYLVAN AV",NA,NA
20029,"9 GREENWOOD ST",NA,NA
20030,"15 GREENWOOD ST",NA,NA
20031,"17 GREENWOOD ST",NA,NA
20032,"21 GREENWOOD ST",NA,NA
20033,"23 GREENWOOD ST",NA,NA
20034,"25 GREENWOOD ST",NA,NA
20035,"29 GREENWOOD ST",NA,NA
20036,"31 GREENWOOD ST",NA,NA
20037,"33 GREENWOOD ST",NA,NA
20038,"41 GREENWOOD ST",NA,NA
20039,"47 GREENWOOD ST",NA,NA
20040,"364 LEGION AV",NA,NA
20041,"352 LEGION AV",NA,NA
20042,"348 LEGION AV",NA,NA
20043,"342 LEGION AV",NA,NA
20044,"336 LEGION AV",NA,NA
20045,"324 LEGION AV",NA,NA
20046,"32 VINE ST",NA,NA
20047,"28 VINE ST",NA,NA
20048,"26 VINE ST",NA,NA
20049,"24 VINE ST",NA,NA
20050,"22 VINE ST",NA,NA
20051,"20 VINE ST",NA,NA
20052,"18 VINE ST",NA,NA
20053,"VINE ST",NA,NA
