"pid","location","latitude","longitude"
5829,"FOXON BLVD",NA,NA
5830,"ANDRESS ST",NA,NA
5831,NA,NA,NA
5832,NA,NA,NA
5833,NA,NA,NA
5834,NA,NA,NA
5835,NA,NA,NA
5836,NA,NA,NA
5837,NA,NA,NA
5838,NA,NA,NA
5839,"69 BARNES AV",41.32486,-72.87853
5840,"349 MIDDLETOWN AV",41.326942,-72.8795
5841,"351 MIDDLETOWN AV",41.327484,-72.87891
5842,"20 DONNA DR #A-1",41.325706,-72.87831
5843,"20 DONNA DR #A-2",41.325706,-72.87831
5844,"20 DONNA DR #A-3",41.325706,-72.87831
5845,"20 DONNA DR #B-1",41.325706,-72.87831
5846,"20 DONNA DR #B-2",41.325706,-72.87831
5847,"20 DONNA DR #B-3",41.325706,-72.87831
5848,"20 DONNA DR #B-4",41.325706,-72.87831
5849,"20 DONNA DR #B-5",41.325706,-72.87831
5850,"20 DONNA DR #B-6",41.325706,-72.87831
5851,"20 DONNA DR #B-7",41.325706,-72.87831
5852,"20 DONNA DR #B-8",41.325706,-72.87831
5853,"20 DONNA DR #C-1",41.325706,-72.87831
5854,"20 DONNA DR #C-2",41.325706,-72.87831
5855,"20 DONNA DR #C-3",41.325706,-72.87831
5856,"20 DONNA DR #C-4",41.325706,-72.87831
5857,"20 DONNA DR #C-5",41.325706,-72.87831
5858,"20 DONNA DR #C-6",41.325706,-72.87831
5859,"20 DONNA DR #C-7",41.325706,-72.87831
5860,"20 DONNA DR #C-8",41.325706,-72.87831
5861,"40 DONNA DR #A-1",41.325916,-72.878006
5862,"40 DONNA DR #A-2",41.325916,-72.878006
5863,"40 DONNA DR #A-3",41.325916,-72.878006
5864,"40 DONNA DR #A-4",41.325916,-72.878006
5865,"40 DONNA DR #A-5",41.325916,-72.878006
5866,"40 DONNA DR #A-6",41.325916,-72.878006
5867,"40 DONNA DR #A-7",41.325916,-72.878006
5868,"40 DONNA DR #A-8",41.325916,-72.878006
5869,"40 DONNA DR #B-1",41.325916,-72.878006
5870,"40 DONNA DR #B-2",41.325916,-72.878006
5871,"40 DONNA DR #B-3",41.325916,-72.878006
5872,"40 DONNA DR #B-4",41.325916,-72.878006
5873,"40 DONNA DR #B-5",41.325916,-72.878006
5874,"40 DONNA DR #B-6",41.325916,-72.878006
5875,"40 DONNA DR #B-7",41.325916,-72.878006
5876,"40 DONNA DR #B-8",41.325916,-72.878006
5877,"40 DONNA DR #B-9",41.325916,-72.878006
5878,"40 DONNA DR #B-10",41.325916,-72.878006
5879,"40 DONNA DR #B-11",41.325916,-72.878006
5880,"40 DONNA DR #B-12",41.325916,-72.878006
5881,"40 DONNA DR #C-1",41.325916,-72.878006
5882,"40 DONNA DR #C-2",41.325916,-72.878006
5883,"40 DONNA DR #C-3",41.325916,-72.878006
5884,"40 DONNA DR #C-4",41.325916,-72.878006
5885,"40 DONNA DR #C-5",41.325916,-72.878006
5886,"40 DONNA DR #C-6",41.325916,-72.878006
5887,"40 DONNA DR #C-7",41.325916,-72.878006
5888,"40 DONNA DR #C-8",41.325916,-72.878006
5889,"40 DONNA DR #C-9",41.325916,-72.878006
5890,"40 DONNA DR #C-10",41.325916,-72.878006
5891,"40 DONNA DR #C-11",41.325916,-72.878006
5892,"40 DONNA DR #C-12",41.325916,-72.878006
5893,"60 DONNA DR #A-1",41.326153,-72.87773
5894,"60 DONNA DR #A-2",41.326153,-72.87773
5895,"60 DONNA DR #A-3",41.326153,-72.87773
5896,"60 DONNA DR #A-4",41.326153,-72.87773
5897,"60 DONNA DR #A-5",41.326153,-72.87773
5898,"60 DONNA DR #A-8",41.326153,-72.87773
5899,"60 DONNA DR #B-1",41.326153,-72.87773
5900,"60 DONNA DR #B-2",41.326153,-72.87773
5901,"60 DONNA DR #B-3",41.326153,-72.87773
5902,"60 DONNA DR #B-4",41.326153,-72.87773
5903,"60 DONNA DR #B-5",41.326153,-72.87773
5904,"60 DONNA DR #B-6",41.326153,-72.87773
5905,"60 DONNA DR #B-7",41.326153,-72.87773
5906,"60 DONNA DR #B-8",41.326153,-72.87773
5907,"60 DONNA DR #C-1",41.326153,-72.87773
5908,"60 DONNA DR #C-2",41.326153,-72.87773
5909,"60 DONNA DR #C-3",41.326153,-72.87773
5910,"60 DONNA DR #C-4",41.326153,-72.87773
5911,"60 DONNA DR #C-5",41.326153,-72.87773
5912,"60 DONNA DR #C-6",41.326153,-72.87773
5913,"60 DONNA DR #C-7",41.326153,-72.87773
5914,"60 DONNA DR #C-8",41.326153,-72.87773
5915,"15 DONNA DR #A-1",41.325672,-72.87839
5916,"15 DONNA DR #A-2",41.325672,-72.87839
5917,"15 DONNA DR #A-3",41.325672,-72.87839
5918,"15 DONNA DR #B-1",41.325672,-72.87839
5919,"15 DONNA DR #B-2",41.325672,-72.87839
5920,"15 DONNA DR #B-3",41.325672,-72.87839
5921,"15 DONNA DR #15B4",41.325672,-72.87839
5922,"15 DONNA DR #15B5",41.325672,-72.87839
5923,"15 DONNA DR #15B6",41.325672,-72.87839
5924,"15 DONNA DR #B-7",41.325672,-72.87839
5925,"15 DONNA DR #15B8",41.325672,-72.87839
5926,"15 DONNA DR #15C1",41.325672,-72.87839
5927,"15 DONNA DR #C-2",41.325672,-72.87839
5928,"15 DONNA DR #C-3",41.325672,-72.87839
5929,"15 DONNA DR #C-4",41.325672,-72.87839
5930,"15 DONNA DR #C-5",41.325672,-72.87839
5931,"15 DONNA DR #C-6",41.325672,-72.87839
5932,"15 DONNA DR #C-7",41.325672,-72.87839
5933,"15 DONNA DR #C-8",41.325672,-72.87839
5934,"25 DONNA DR #A-1",41.325737,-72.878204
5935,"25 DONNA DR #A-2",41.325737,-72.878204
5936,"25 DONNA DR #A-3",41.325737,-72.878204
5937,"25 DONNA DR #A-4",41.325737,-72.878204
5938,"25 DONNA DR #B-1",41.325737,-72.878204
5939,"25 DONNA DR #B-2",41.325737,-72.878204
5940,"25 DONNA DR #B-3",41.325737,-72.878204
5941,"25 DONNA DR #B-4",41.325737,-72.878204
5942,"25 DONNA DR #B-5",41.325737,-72.878204
5943,"25 DONNA DR #B-6",41.325737,-72.878204
5944,"25 DONNA DR #C-1",41.325737,-72.878204
5945,"25 DONNA DR #C-2",41.325737,-72.878204
5946,"25 DONNA DR #C-3",41.325737,-72.878204
5947,"25 DONNA DR #C-4",41.325737,-72.878204
5948,"25 DONNA DR #C-5",41.325737,-72.878204
5949,"25 DONNA DR #C-6",41.325737,-72.878204
5950,"45 DONNA DR #A-1",41.32597,-72.87792
5951,"45 DONNA DR #A-2",41.32597,-72.87792
5952,"45 DONNA DR #A-3",41.32597,-72.87792
5953,"45 DONNA DR #A-4",41.32597,-72.87792
5954,"45 DONNA DR #A-6",41.32597,-72.87792
5955,"45 DONNA DR #A-8",41.32597,-72.87792
5956,"45 DONNA DR #B-1",41.32597,-72.87792
5957,"45 DONNA DR #B-2",41.32597,-72.87792
5958,"45 DONNA DR #B-3",41.32597,-72.87792
5959,"45 DONNA DR #B-4",41.32597,-72.87792
5960,"45 DONNA DR #B-5",41.32597,-72.87792
5961,"45 DONNA DR #B-6",41.32597,-72.87792
5962,"45 DONNA DR #B-7",41.32597,-72.87792
5963,"45 DONNA DR #B-8",41.32597,-72.87792
5964,"45 DONNA DR #C-1",41.32597,-72.87792
5965,"45 DONNA DR #C-2",41.32597,-72.87792
5966,"45 DONNA DR #C-3",41.32597,-72.87792
5967,"45 DONNA DR #C-4",41.32597,-72.87792
5968,"45 DONNA DR #C-5",41.32597,-72.87792
5969,"45 DONNA DR #C-6",41.32597,-72.87792
5970,"45 DONNA DR #C-7",41.32597,-72.87792
5971,"45 DONNA DR #C-8",41.32597,-72.87792
5972,"65 DONNA DR #A-2",41.326202,-72.877655
5973,"65 DONNA DR #A-3",41.326202,-72.877655
5974,"65 DONNA DR #A-4",41.326202,-72.877655
5975,"65 DONNA DR #A-5",41.326202,-72.877655
5976,"65 DONNA DR #B-1",41.326202,-72.877655
5977,"65 DONNA DR #B-2",41.326202,-72.877655
5978,"65 DONNA DR #B-3",41.326202,-72.877655
5979,"65 DONNA DR #B-4",41.326202,-72.877655
5980,"65 DONNA DR #B-5",41.326202,-72.877655
5981,"65 DONNA DR #B-6",41.326202,-72.877655
5982,"65 DONNA DR #C-1",41.326202,-72.877655
5983,"65 DONNA DR #C-2",41.326202,-72.877655
5984,"65 DONNA DR #C-3",41.326202,-72.877655
5985,"65 DONNA DR #C-4",41.326202,-72.877655
5986,"65 DONNA DR #C-5",41.326202,-72.877655
5987,"65 DONNA DR #C-6",41.326202,-72.877655
5988,"54 BARNES AV #A-1",41.325325,-72.87873
5989,"54 BARNES AV #A-2",41.325325,-72.87873
5990,"54 BARNES AV #A-3",41.325325,-72.87873
5991,"54 BARNES AV #A-4",41.325325,-72.87873
5992,"68 BARNES AV #B-1",41.325,-72.87858
5993,"68 BARNES AV #B-2",41.325,-72.87858
5994,"68 BARNES AV #B-3",41.325,-72.87858
5995,"68 BARNES AV #B-4",41.325,-72.87858
5996,"HILLIS ST",NA,NA
5997,"HILLIS ST",NA,NA
5998,"26 HILLIS ST",NA,NA
5999,"MIDDLETOWN AV",NA,NA
6000,"BARNES AV",NA,NA
6001,"19 BARNES AV",41.32632,-72.87918
6002,"MIDDLETOWN AV",NA,NA
6003,"MIDDLETOWN AV",NA,NA
6004,"163 MIDDLETOWN AV",41.323795,-72.88535
6005,NA,NA,NA
6006,"159 MIDDLETOWN AV",41.32375,-72.88544
6007,"MIDDLETOWN AV",NA,NA
6008,"166 MIDDLETOWN AV",41.323887,-72.885185
6009,"170 MIDDLETOWN AV",41.32392,-72.8851
6010,"80 MIDDLETOWN AV",41.320633,-72.89128
6011,"MIDDLETOWN AV",NA,NA
6012,"MIDDLETOWN AV",NA,NA
6013,"MIDDLETOWN AV",NA,NA
6014,"150 MIDDLETOWN AV",41.323727,-72.88549
6015,"140 MIDDLETOWN AV",41.32273,-72.886765
6016,"MIDDLETOWN AV",NA,NA
6017,"MIDDLETOWN AV",NA,NA
6018,"MIDDLETOWN AV",NA,NA
6019,"MIDDLETOWN AV",NA,NA
6020,"MIDDLETOWN AV",NA,NA
6021,"164 MIDDLETOWN AV",41.323868,-72.88522
6022,"162 MIDDLETOWN AV",41.32385,-72.88526
6023,"MIDDLETOWN AV",NA,NA
6024,"256 MIDDLETOWN AV",41.324062,-72.88196
6025,"250 MIDDLETOWN AV",41.32406,-72.88206
6026,"200 MIDDLETOWN AV",41.324173,-72.88423
6027,"198 MIDDLETOWN AV",41.32416,-72.8843
6028,"190 MIDDLETOWN AV",41.324097,-72.88456
6029,"300 MIDDLETOWN AV",NA,NA
6030,"456 MIDDLETOWN AV",41.32931,-72.87663
6031,"454 MIDDLETOWN AV #1A",41.32927,-72.876686
6032,"454 MIDDLETOWN AV #2B",41.32927,-72.876686
6033,"454 MIDDLETOWN AV #3C",41.32927,-72.876686
6034,"454 MIDDLETOWN AV #4D",41.32927,-72.876686
6035,"452 MIDDLETOWN AV",41.329224,-72.87674
6036,"450 MIDDLETOWN AV",41.32918,-72.87679
6037,"448 MIDDLETOWN AV",41.32914,-72.87685
6038,"436 MIDDLETOWN AV",41.32888,-72.87718
6039,"420 MIDDLETOWN AV",41.328533,-72.87762
6040,"463 MIDDLETOWN AV #14",41.329,-72.87701
6041,"465 MIDDLETOWN AV #15",41.329033,-72.87696
6042,"467 MIDDLETOWN AV #16",41.329067,-72.876915
6043,"469 MIDDLETOWN AV #17",41.3291,-72.87688
6044,"471 MIDDLETOWN AV #18",41.32914,-72.87683
6045,"1 ELLIS ST #13",41.329414,-72.87635
6046,"3 ELLIS ST #12",41.329407,-72.876335
6047,"5 ELLIS ST #11",41.329395,-72.87631
6048,"7 ELLIS ST #10",41.329384,-72.8763
6049,"9 ELLIS ST #9",41.329372,-72.87628
6050,"11 ELLIS ST #8",41.32936,-72.87627
6051,"15 ELLIS ST #7",41.329338,-72.876236
6052,"17 ELLIS ST #6",41.329327,-72.87622
6053,"19 ELLIS ST #5",41.329315,-72.876205
6054,"21 ELLIS ST #4",41.329304,-72.87619
6055,"23 ELLIS ST #3",41.329296,-72.876175
6056,"25 ELLIS ST #2",41.329285,-72.87616
6057,"27 ELLIS ST #1",41.329273,-72.87614
6058,"60 WEYBOSSET ST",NA,NA
6059,"457 MIDDLETOWN AV",41.328896,-72.87714
6060,NA,NA,NA
6061,"36 WEYBOSSET ST",NA,NA
6062,"439 MIDDLETOWN AV",41.32858,-72.87753
6063,"30 WEYBOSSET ST",NA,NA
6064,"429 MIDDLETOWN AV",41.328403,-72.877754
6065,"22 WEYBOSSET ST",NA,NA
6066,"423 MIDDLETOWN AV",41.328297,-72.877884
6067,"14 WEYBOSSET ST",NA,NA
6068,"411 MIDDLETOWN AV",41.328087,-72.87815
6069,"45 WEYBOSSET ST",NA,NA
6070,"41 WEYBOSSET ST",NA,NA
6071,"37 WEYBOSSET ST",NA,NA
6072,"33 WEYBOSSET ST",NA,NA
6073,"27 WEYBOSSET ST",NA,NA
6074,"21 WEYBOSSET ST",NA,NA
6075,"5 WEYBOSSET ST",NA,NA
6076,"341 SMITH AV",41.330296,-72.87245
6077,"25 FLINT ST",41.327686,-72.87787
6078,"53 WEYBOSSET ST #53A",NA,NA
6079,"53 WEYBOSSET ST #53B",NA,NA
6080,"53 WEYBOSSET ST #53C",NA,NA
6081,"53 WEYBOSSET ST #53D",NA,NA
6082,"55 WEYBOSSET ST #55A",NA,NA
6083,"55 WEYBOSSET ST #55B",NA,NA
6084,"55 WEYBOSSET ST #55C",NA,NA
6085,"55 WEYBOSSET ST #55D",NA,NA
6086,"61 WEYBOSSET ST #61A",NA,NA
6087,"61 WEYBOSSET ST #61B",NA,NA
6088,"63 WEYBOSSET ST #63A",NA,NA
6089,"63 WEYBOSSET ST #63B",NA,NA
6090,"63 WEYBOSSET ST #63C",NA,NA
6091,"63 WEYBOSSET ST #63D",NA,NA
6092,"65 WEYBOSSET ST #65A",NA,NA
6093,"65 WEYBOSSET ST #65B",NA,NA
6094,"65 WEYBOSSET ST #65C",NA,NA
6095,"65 WEYBOSSET ST #65D",NA,NA
6096,"71 WEYBOSSET ST #71A",NA,NA
6097,"71 WEYBOSSET ST #71B",NA,NA
6098,"71 WEYBOSSET ST #71C",NA,NA
6099,"71 WEYBOSSET ST #71D",NA,NA
6100,"73 WEYBOSSET ST #73A",NA,NA
6101,"73 WEYBOSSET ST #73B",NA,NA
6102,"73 WEYBOSSET ST #73C",NA,NA
6103,"73 WEYBOSSET ST #73D",NA,NA
6104,"1 HEMINGWAY PL",41.32801,-72.87209
6105,"5 HEMINGWAY PL",41.327984,-72.87202
6106,"7 HEMINGWAY PL",41.32797,-72.87198
6107,"9 HEMINGWAY PL",41.327953,-72.87194
6108,"HEMINGWAY PL",NA,NA
6109,"11 HEMINGWAY PL",41.327938,-72.8719
6110,"HEMINGWAY PL",NA,NA
6111,"15 HEMINGWAY PL",41.327908,-72.871826
6112,"19 HEMINGWAY PL",41.327877,-72.87176
6113,"1500 QUINNIPIAC AV",41.327152,-72.87009
6114,"1496 QUINNIPIAC AV",41.327065,-72.87014
6115,"1492 QUINNIPIAC AV",41.326977,-72.87019
6116,"1488 QUINNIPIAC AV",41.32689,-72.87025
6117,"1480 QUINNIPIAC AV",41.326717,-72.87035
6118,"1474 QUINNIPIAC AV",41.326584,-72.87043
6119,"1470 QUINNIPIAC AV",41.326496,-72.87048
6120,"1464 QUINNIPIAC AV",41.326366,-72.87056
6121,"1462 QUINNIPIAC AV",41.32632,-72.87058
6122,"1460 QUINNIPIAC AV",41.32628,-72.870605
6123,"1454 QUINNIPIAC AV",41.326145,-72.87068
6124,"1450 QUINNIPIAC AV",41.326057,-72.870735
6125,"1440 QUINNIPIAC AV",41.32584,-72.87086
6126,"1436 QUINNIPIAC AV",41.325752,-72.87091
6127,"1438 QUINNIPIAC AV",41.325794,-72.87088
6128,"1442 QUINNIPIAC AV",41.325882,-72.870834
6129,"1444 QUINNIPIAC AV",41.325928,-72.87081
6130,"1446 QUINNIPIAC AV",41.32597,-72.87078
6131,"1448 QUINNIPIAC AV",41.326015,-72.87076
6132,"1434 QUINNIPIAC AV",41.325706,-72.87093
6133,"1426 QUINNIPIAC AV",41.32553,-72.87103
6134,"1420 QUINNIPIAC AV",41.325153,-72.87125
6135,"1382 QUINNIPIAC AV",41.324406,-72.871666
6136,"1380 QUINNIPIAC AV",41.324364,-72.87169
6137,"1378 QUINNIPIAC AV",41.324326,-72.87171
6138,"1376 QUINNIPIAC AV",41.324287,-72.871735
6139,"1370 QUINNIPIAC AV",41.32417,-72.8718
6140,"1368 QUINNIPIAC AV",41.32413,-72.871826
6141,"341 SMITH AV",41.330296,-72.87245
6142,"5 ASSUMPTION ST",41.328773,-72.87126
6143,"15 ASSUMPTION ST",41.328693,-72.871
6144,"23 ASSUMPTION ST",41.32863,-72.8708
6145,"29 ASSUMPTION ST",41.32856,-72.870575
6146,"35 ASSUMPTION ST",41.32853,-72.87049
6147,"41 ASSUMPTION ST",41.328503,-72.87041
6148,"45 ASSUMPTION ST",41.328484,-72.870346
6149,"1532 QUINNIPIAC AV",41.32804,-72.86956
6150,"1524 QUINNIPIAC AV",41.327866,-72.86966
6151,"1520 QUINNIPIAC AV",41.327778,-72.86971
6152,"1516 QUINNIPIAC AV",41.32769,-72.86977
6153,"1514 QUINNIPIAC AV",41.32765,-72.86979
6154,"1510 QUINNIPIAC AV",41.32756,-72.86984
6155,"20 HEMINGWAY PL",41.327885,-72.87174
6156,"16 HEMINGWAY PL",41.327915,-72.87182
6157,"12 HEMINGWAY PL",41.327946,-72.871895
6158,"8 HEMINGWAY PL",41.327976,-72.87197
6159,"6 HEMINGWAY PL",41.32799,-72.87201
6160,"4 HEMINGWAY PL",41.328007,-72.87205
6161,"2 HEMINGWAY PL",41.328022,-72.87209
6162,"1659 QUINNIPIAC AV",41.331196,-72.867615
6163,"220 FOXON HILL RD",41.33129,-72.86673
6164,"200 FOXON HILL RD",41.33131,-72.86643
6165,"190 FOXON HILL RD",41.331318,-72.86629
6166,"170 FOXON HILL RD",41.331356,-72.86599
6167,"52 ROOSEVELT ST",NA,NA
6168,"42 ROOSEVELT ST",NA,NA
6169,"34 ROOSEVELT ST",NA,NA
6170,"26 ROOSEVELT ST",NA,NA
6171,"18 ROOSEVELT ST",NA,NA
6172,"10 ROOSEVELT ST",NA,NA
6173,"6 ROOSEVELT ST",NA,NA
6174,"4 ROOSEVELT ST",NA,NA
6175,"10 ROOSEVELT ST EX",NA,NA
6176,"16 ROOSEVELT ST EX",NA,NA
6177,"22 ROOSEVELT ST EX",NA,NA
6178,"30 ROOSEVELT ST EX",NA,NA
6179,"36 ROOSEVELT ST EX",NA,NA
6180,"44 ROOSEVELT ST EX",NA,NA
6181,"50 ROOSEVELT ST EX",NA,NA
6182,"58 ROOSEVELT ST EX",NA,NA
6183,"62 ROOSEVELT ST EX",NA,NA
6184,"68 ROOSEVELT ST EX",NA,NA
6185,"74 ROOSEVELT ST EX",NA,NA
6186,"80 ROOSEVELT ST EX",NA,NA
6187,"88 ROOSEVELT ST EX",NA,NA
6188,"100 ROOSEVELT ST EX",NA,NA
6189,"1537 QUINNIPIAC AV",41.328125,-72.86949
6190,"94 ROOSEVELT ST EX",NA,NA
6191,"1543 QUINNIPIAC AV",41.328423,-72.86931
6192,"1549 QUINNIPIAC AV",41.328552,-72.869225
6193,"1555 QUINNIPIAC AV",41.328682,-72.86914
6194,"1553 QUINNIPIAC AV",41.32864,-72.86917
6195,"1573 QUINNIPIAC AV",41.32907,-72.868904
6196,"1587 QUINNIPIAC AV",41.329376,-72.86871
6197,"1593 QUINNIPIAC AV",41.329506,-72.86863
6198,"1597 QUINNIPIAC AV",41.32959,-72.868576
6199,"1601 QUINNIPIAC AV",41.329678,-72.86852
6200,"1607 QUINNIPIAC AV",41.329807,-72.86845
6201,"1619 QUINNIPIAC AV",41.33028,-72.86816
6202,"1625 QUINNIPIAC AV",41.330418,-72.86807
6203,"1631 QUINNIPIAC AV",41.330555,-72.868
6204,"1637 QUINNIPIAC AV #1",41.330692,-72.86791
6205,"1639 QUINNIPIAC AV #2",41.330738,-72.86788
6206,"1641 QUINNIPIAC AV #3",41.330784,-72.86786
6207,"1643 QUINNIPIAC AV #4",41.33083,-72.86783
6208,"1645 QUINNIPIAC AV #5",41.330875,-72.867805
6209,"1647 QUINNIPIAC AV #6",41.33092,-72.867775
6210,"1649 QUINNIPIAC AV #7",41.330967,-72.867744
6211,"1651 QUINNIPIAC AV #8",41.331013,-72.86772
6212,"ROOSEVELT ST EX",NA,NA
6213,"59 ROOSEVELT ST",NA,NA
6214,"61 ROOSEVELT ST",NA,NA
6215,"120 FOXON HILL RD",41.33157,-72.86484
6216,"55 ROOSEVELT ST",NA,NA
6217,"49 ROOSEVELT ST",NA,NA
6218,"41 ROOSEVELT ST",NA,NA
6219,"35 ROOSEVELT ST",NA,NA
6220,"25 ROOSEVELT ST",NA,NA
6221,"17 ROOSEVELT ST",NA,NA
6222,"11 ROOSEVELT ST",NA,NA
6223,"3 ROOSEVELT ST",NA,NA
6224,"15 ROOSEVELT ST EX",NA,NA
6225,"21 ROOSEVELT ST EX",NA,NA
6226,"27 ROOSEVELT ST EX",NA,NA
6227,"35 ROOSEVELT ST EX",NA,NA
6228,"43 ROOSEVELT ST EX",NA,NA
6229,"51 ROOSEVELT ST EX",NA,NA
6230,"57 ROOSEVELT ST EX",NA,NA
6231,"75 ROOSEVELT ST EX",NA,NA
6232,"83 ROOSEVELT ST EX",NA,NA
6233,"89 ROOSEVELT ST EX",NA,NA
6234,"95 ROOSEVELT ST",NA,NA
6235,"104 ROOSEVELT ST EX",NA,NA
6236,"110 ROOSEVELT ST EX",NA,NA
6237,"112 ROOSEVELT ST EX",NA,NA
6238,NA,NA,NA
6239,"100 FOXON HILL RD",41.33151,-72.86517
6240,"90 FOXON HILL RD",41.33162,-72.86453
6241,"80 FOXON HILL RD",41.33162,-72.86453
6242,"66 FOXON HILL RD",41.33165,-72.86407
6243,"52 FOXON HILL RD",41.33162,-72.86453
6244,"30 FOXON HILL RD",41.331627,-72.86344
6245,"18 FOXON HILL RD",41.331573,-72.86266
6246,"40 FOXON HILL RD #1",41.331627,-72.86344
6247,"40 FOXON HILL RD #2",41.331627,-72.86344
6248,"40 FOXON HILL RD #3",41.331627,-72.86344
6249,"40 FOXON HILL RD #4",41.331627,-72.86344
6250,"40 FOXON HILL RD #5",41.331627,-72.86344
6251,"40 FOXON HILL RD #6",41.331627,-72.86344
6252,"40 FOXON HILL RD #7",41.331627,-72.86344
6253,"40 FOXON HILL RD #8",41.331627,-72.86344
6254,"40 FOXON HILL RD #9",41.331627,-72.86344
6255,"40 FOXON HILL RD #10",41.331627,-72.86344
6256,"40 FOXON HILL RD #11",41.331627,-72.86344
6257,"40 FOXON HILL RD #12",41.331627,-72.86344
6258,"40 FOXON HILL RD #13",41.331627,-72.86344
6259,"40 FOXON HILL RD #14",41.331627,-72.86344
6260,"40 FOXON HILL RD #15",41.331627,-72.86344
6261,"40 FOXON HILL RD #16",41.331627,-72.86344
6262,"40 FOXON HILL RD #17",41.331627,-72.86344
6263,"40 FOXON HILL RD #18",41.331627,-72.86344
6264,"40 FOXON HILL RD #19",41.331627,-72.86344
6265,"40 FOXON HILL RD #20",41.331627,-72.86344
6266,"40 FOXON HILL RD #21",41.331627,-72.86344
6267,"40 FOXON HILL RD #22",41.331627,-72.86344
6268,"40 FOXON HILL RD #23",41.331627,-72.86344
6269,"40 FOXON HILL RD #24",41.331627,-72.86344
6270,"40 FOXON HILL RD #25",41.331627,-72.86344
6271,"40 FOXON HILL RD #26",41.331627,-72.86344
6272,"40 FOXON HILL RD #27",41.331627,-72.86344
6273,"40 FOXON HILL RD #28",41.331627,-72.86344
6274,"40 FOXON HILL RD #29",41.331627,-72.86344
6275,"40 FOXON HILL RD #30",41.331627,-72.86344
6276,"40 FOXON HILL RD #31",41.331627,-72.86344
6277,"40 FOXON HILL RD #32",41.331627,-72.86344
6278,"40 FOXON HILL RD #33",41.331627,-72.86344
6279,"40 FOXON HILL RD #34",41.331627,-72.86344
6280,"40 FOXON HILL RD #35",41.331627,-72.86344
6281,"40 FOXON HILL RD #36",41.331627,-72.86344
6282,"40 FOXON HILL RD #37",41.331627,-72.86344
6283,"40 FOXON HILL RD #38",41.331627,-72.86344
6284,"40 FOXON HILL RD #39",41.331627,-72.86344
6285,"40 FOXON HILL RD #40",41.331627,-72.86344
6286,"40 FOXON HILL RD #41",41.331627,-72.86344
6287,"40 FOXON HILL RD #42",41.331627,-72.86344
6288,"40 FOXON HILL RD #43",41.331627,-72.86344
6289,"40 FOXON HILL RD #44",41.331627,-72.86344
6290,"40 FOXON HILL RD #45",41.331627,-72.86344
6291,"40 FOXON HILL RD #46",41.331627,-72.86344
6292,"40 FOXON HILL RD #47",41.331627,-72.86344
6293,"40 FOXON HILL RD #48",41.331627,-72.86344
6294,"40 FOXON HILL RD #49",41.331627,-72.86344
6295,"40 FOXON HILL RD #50",41.331627,-72.86344
6296,"40 FOXON HILL RD #51",41.331627,-72.86344
6297,"40 FOXON HILL RD #52",41.331627,-72.86344
6298,"40 FOXON HILL RD #53",41.331627,-72.86344
6299,"40 FOXON HILL RD #54",41.331627,-72.86344
6300,"40 FOXON HILL RD #55",41.331627,-72.86344
6301,"40 FOXON HILL RD #56",41.331627,-72.86344
6302,"40 FOXON HILL RD #57",41.331627,-72.86344
6303,"40 FOXON HILL RD #58",41.331627,-72.86344
6304,"40 FOXON HILL RD #63",41.331627,-72.86344
6305,"40 FOXON HILL RD #64",41.331627,-72.86344
6306,"40 FOXON HILL RD #65",41.331627,-72.86344
6307,"40 FOXON HILL RD #66",41.331627,-72.86344
6308,"40 FOXON HILL RD #59",41.331627,-72.86344
6309,"40 FOXON HILL RD #60",41.331627,-72.86344
6310,"40 FOXON HILL RD #61",41.331627,-72.86344
6311,"40 FOXON HILL RD #62",41.331627,-72.86344
6312,"40 FOXON HILL RD #73",41.331627,-72.86344
6313,"40 FOXON HILL RD #74",41.331627,-72.86344
6314,NA,NA,NA
6315,"FOXON HILL RD",NA,NA
6316,"34 HAWTHORNE RD",41.332508,-72.86464
6317,"40 HAWTHORNE RD",41.33243,-72.864655
6318,"48 HAWTHORNE RD",41.332333,-72.86467
6319,"52 HAWTHORNE RD",41.332283,-72.86467
6320,"56 HAWTHORNE RD",41.332233,-72.86467
6321,"25 FOXON HILL RD",NA,NA
6322,"7 FOXON HILL RD",NA,NA
6323,"30 HAWTHORNE RD",41.332558,-72.86463
6324,"16 HAWTHORNE RD",41.33285,-72.86458
6325,"10 HAWTHORNE RD",41.333096,-72.86455
6326,"4 HAWTHORNE RD",41.333317,-72.86465
6327,"67 MELROSE DR",NA,NA
6328,"73 MELROSE DR",NA,NA
6329,"81 MELROSE DR",NA,NA
6330,"87 MELROSE DR",NA,NA
6331,"13 NORWOOD RD",41.334274,-72.864006
6332,"17 NORWOOD RD",41.334293,-72.86393
6333,"23 NORWOOD RD",41.33434,-72.86384
6334,"25 NORWOOD RD",41.334354,-72.86381
6335,"29 NORWOOD RD",41.33439,-72.86375
6336,"35 NORWOOD RD",41.334435,-72.863655
6337,"41 NORWOOD RD",41.334484,-72.863556
6338,"47 NORWOOD RD",41.33455,-72.86349
6339,"183 GLEN HAVEN RD",41.335327,-72.86272
6340,"193 GLEN HAVEN RD",41.33528,-72.86231
6341,"199 GLEN HAVEN RD",41.33525,-72.86207
6342,"GLEN HAVEN RD",NA,NA
6343,"203 GLEN HAVEN RD",41.335243,-72.86186
6344,"19 OAK RIDGE DR",NA,NA
6345,"19 OAK RIDGE DR #61",41.320164,-72.90117
