"pid","location","latitude","longitude"
15733,"210 GREENWICH AV",41.285336,-72.932144
15734,"206 GREENWICH AV",41.285267,-72.93212
15735,"202 GREENWICH AV",41.285202,-72.932106
15736,"196 GREENWICH AV",41.285103,-72.932076
15737,"228 KIMBERLY AV",NA,NA
15738,"224 KIMBERLY AV",NA,NA
15739,"220 KIMBERLY AV",NA,NA
15740,"216 KIMBERLY AV",NA,NA
15741,"212 KIMBERLY AV",NA,NA
15742,"208 KIMBERLY AV",NA,NA
15743,"204 KIMBERLY AV",NA,NA
15744,"200 KIMBERLY AV",NA,NA
15745,"196 KIMBERLY AV",NA,NA
15746,"192 KIMBERLY AV",NA,NA
15747,"190 KIMBERLY AV",NA,NA
15748,"182 KIMBERLY AV",NA,NA
15749,"178 KIMBERLY AV",NA,NA
15750,"KIMBERLY AV",NA,NA
15751,"155 ELLA T GRASSO BLVD",41.286114,-72.93587
15752,"161 ELLA T GRASSO BLVD",41.286156,-72.93591
15753,"254 KIMBERLY AV",NA,NA
15754,"246 KIMBERLY AV",NA,NA
15755,"240 KIMBERLY AV",NA,NA
15756,"160 ELLA T GRASSO BLVD",41.285694,-72.93543
15757,"ELLA T GRASSO BLVD",NA,NA
15758,"194 ELLA T GRASSO BLVD",41.28709,-72.93697
15759,"198 ELLA T GRASSO BLVD",41.287468,-72.93748
15760,"ELLA T GRASSO BLVD",NA,NA
15761,"241 KIMBERLY AV",NA,NA
15762,"247 KIMBERLY AV",NA,NA
15763,"255 KIMBERLY AV",NA,NA
15764,"251 KIMBERLY AV",NA,NA
15765,"267 KIMBERLY AV",NA,NA
15766,"294 KIMBERLY AV",NA,NA
15767,"272 KIMBERLY AV",NA,NA
15768,"317 KIMBERLY AV",NA,NA
15769,"ELLA T GRASSO BLVD",NA,NA
15770,"28 HARBOUR CLOSE #B12",41.282066,-72.93179
15771,"30 HARBOUR CLOSE #B17",41.282047,-72.931786
15772,"32 HARBOUR CLOSE #B18",41.282024,-72.931786
15773,"34 HARBOUR CLOSE #B-11",41.282,-72.93178
15774,"36 HARBOUR CLOSE #A-1",41.281982,-72.93177
15775,"38 HARBOUR CLOSE #B-16",41.28196,-72.93176
15776,"40 HARBOUR CLOSE #B-14",41.28194,-72.93176
15777,"42 HARBOUR CLOSE #A-4",41.281918,-72.931755
15778,"44 HARBOUR CLOSE #A-9",41.281895,-72.93175
15779,"46 HARBOUR CLOSE #A-2",41.281876,-72.93175
15780,"48 HARBOUR CLOSE #A-3",41.281853,-72.93174
15781,"50 HARBOUR CLOSE #A-8",41.28183,-72.93174
15782,"52 HARBOUR CLOSE #A-5",41.28181,-72.93173
15783,"54 HARBOUR CLOSE #A-6",41.281788,-72.931725
15784,"56 HARBOUR CLOSE #A-7",41.281765,-72.931725
15785,"58 HARBOUR CLOSE #C-20",41.281746,-72.93172
15786,"60 HARBOUR CLOSE #C-24",41.281723,-72.93172
15787,"62 HARBOUR CLOSE #C-22",41.281704,-72.93172
15788,"64 HARBOUR CLOSE #B-10",41.28168,-72.93172
15789,"66 HARBOUR CLOSE #B-13",41.28166,-72.931725
15790,"68 HARBOUR CLOSE #B-15",41.28164,-72.931725
15791,"70 HARBOUR CLOSE #C-19",41.281616,-72.931725
15792,"72 HARBOUR CLOSE #C-21",41.281593,-72.931725
15793,"74 HARBOUR CLOSE #C-23",41.28157,-72.931725
15794,"KIMBERLY AV",NA,NA
15795,"KIMBERLY AV",NA,NA
15796,"KIMBERLY AV",NA,NA
15797,"KIMBERLY AV",NA,NA
15798,"KIMBERLY AV",NA,NA
15799,"386 KIMBERLY AV",41.281536,-72.938225
15800,"345 KIMBERLY AV",41.28202,-72.93814
15801,"KIMBERLY AV",NA,NA
15802,"KIMBERLY AV",NA,NA
15803,"355 KIMBERLY AV",41.281967,-72.93815
15804,"KIMBERLY AV",NA,NA
15805,"230 ELLA T GRASSO BLVD",41.288494,-72.93865
15806,"ELLA T GRASSO BLVD",NA,NA
15807,"ELLA T GRASSO BLVD",NA,NA
15808,"126 KIMBERLY AV",NA,NA
15809,"120 KIMBERLY AV",NA,NA
15810,"118 KIMBERLY AV",NA,NA
15811,"114 KIMBERLY AV",NA,NA
15812,"110 KIMBERLY AV",NA,NA
15813,"104 KIMBERLY AV",NA,NA
15814,"100 KIMBERLY AV",NA,NA
15815,"98 KIMBERLY AV",NA,NA
15816,"94 KIMBERLY AV",NA,NA
15817,"100 FIRST ST",NA,NA
15818,"GREENWICH AV",NA,NA
15819,"414 GREENWICH AV",41.28937,-72.93329
15820,"410 GREENWICH AV",41.289303,-72.93327
15821,"406 GREENWICH AV",41.289234,-72.93325
15822,"404 GREENWICH AV",41.2892,-72.93324
15823,"400 GREENWICH AV",41.28913,-72.93323
15824,"394 GREENWICH AV",41.289024,-72.9332
15825,"390 GREENWICH AV",41.288956,-72.93318
15826,"382 GREENWICH AV",41.28882,-72.93314
15827,"154 KIMBERLY AV",NA,NA
15828,"205 ELLA T GRASSO BLVD",41.28697,-72.93682
15829,"55 PLYMOUTH ST",41.287903,-72.93658
15830,"59 PLYMOUTH ST",41.28795,-72.93655
15831,"61 PLYMOUTH ST",41.287975,-72.93653
15832,"65 PLYMOUTH ST",41.28802,-72.9365
15833,"67 PLYMOUTH ST",41.288044,-72.936485
15834,"69 PLYMOUTH ST",41.288067,-72.93648
15835,"PLYMOUTH ST",NA,NA
15836,"81 PLYMOUTH ST",41.288208,-72.936386
15837,"85 PLYMOUTH ST",41.288258,-72.936356
15838,"89 PLYMOUTH ST",41.288303,-72.936325
15839,"91 PLYMOUTH ST",41.288326,-72.93631
15840,"95 PLYMOUTH ST",41.288376,-72.93629
15841,"14 GRANT ST",NA,NA
15842,"163 KIMBERLY AV",NA,NA
15843,"167 KIMBERLY AV",NA,NA
15844,"173 KIMBERLY AV",NA,NA
15845,"175 KIMBERLY AV",NA,NA
15846,"183 KIMBERLY AV",NA,NA
15847,"187 KIMBERLY AV",NA,NA
15848,"191 KIMBERLY AV",NA,NA
15849,"195 KIMBERLY AV",NA,NA
15850,"199 KIMBERLY AV",NA,NA
15851,"201 KIMBERLY AV",NA,NA
15852,"205 KIMBERLY AV",NA,NA
15853,"209 KIMBERLY AV",NA,NA
15854,"211 KIMBERLY AV",NA,NA
15855,"215 KIMBERLY AV",NA,NA
15856,"219 KIMBERLY AV",NA,NA
15857,"195 ELLA T GRASSO BLVD",41.286762,-72.93659
15858,NA,NA,NA
15859,"58 PLYMOUTH ST",41.28793,-72.93658
15860,"239 ELLA T GRASSO BLVD",41.28759,-72.9376
15861,"PLYMOUTH ST",NA,NA
15862,"ELLA T GRASSO BLVD",NA,NA
15863,"60 PLYMOUTH ST",41.287956,-72.93656
15864,"64 PLYMOUTH ST",41.288002,-72.93653
15865,"68 PLYMOUTH ST",41.288048,-72.9365
15866,"78 PLYMOUTH ST",41.288166,-72.93643
15867,"84 PLYMOUTH ST",41.28824,-72.936386
15868,"88 PLYMOUTH ST",41.288284,-72.936356
15869,"94 PLYMOUTH ST",41.288357,-72.93631
15870,"96 PLYMOUTH ST",41.28838,-72.936295
15871,"48 GRANT ST #1",NA,NA
15872,"48 GRANT ST",NA,NA
15873,"255 ELLA T GRASSO BLVD",41.287834,-72.937874
15874,"99 PLYMOUTH ST",41.2887,-72.93609
15875,"101 PLYMOUTH ST",41.288742,-72.93606
15876,NA,NA,NA
15877,"107 PLYMOUTH ST",41.288864,-72.93599
15878,"111 PLYMOUTH ST",41.288944,-72.93594
15879,"115 PLYMOUTH ST",41.28903,-72.9359
15880,"117 PLYMOUTH ST",41.289066,-72.935875
15881,"121 PLYMOUTH ST",41.28915,-72.93583
15882,NA,NA,NA
15883,"129 PLYMOUTH ST",41.289314,-72.93574
15884,"133 PLYMOUTH ST",41.289394,-72.93569
15885,"135 PLYMOUTH ST",41.289436,-72.93567
15886,"141 PLYMOUTH ST",41.28956,-72.9356
15887,"143 PLYMOUTH ST",41.2896,-72.93558
15888,"145 PLYMOUTH ST",41.289642,-72.935555
15889,"149 PLYMOUTH ST",41.289722,-72.93551
15890,"151 PLYMOUTH ST",41.289764,-72.935486
15891,"155 PLYMOUTH ST",41.28985,-72.93544
15892,"157 PLYMOUTH ST",41.289886,-72.93542
15893,"161 PLYMOUTH ST",41.28997,-72.93537
15894,"165 PLYMOUTH ST",41.29005,-72.935326
15895,"169 PLYMOUTH ST",41.290134,-72.93528
15896,"173 PLYMOUTH ST",41.290215,-72.935234
15897,"175 PLYMOUTH ST",41.290257,-72.93521
15898,"181 PLYMOUTH ST",41.290382,-72.93514
15899,"82 LAMBERTON ST",41.290962,-72.93488
15900,"482 GREENWICH AV",41.29069,-72.93367
15901,NA,NA,NA
15902,"61 KIMBERLY AV",NA,NA
15903,"63 KIMBERLY AV",NA,NA
15904,"67 KIMBERLY AV",NA,NA
15905,"73 KIMBERLY AV",NA,NA
15906,"75 KIMBERLY AV",NA,NA
15907,"79 KIMBERLY AV",NA,NA
15908,"83 KIMBERLY AV",NA,NA
15909,"85 KIMBERLY AV",NA,NA
15910,"93 KIMBERLY AV",NA,NA
15911,"95 KIMBERLY AV",NA,NA
15912,"99 KIMBERLY AV",NA,NA
15913,"101 KIMBERLY AV",NA,NA
15914,"103 KIMBERLY AV",NA,NA
15915,"107 KIMBERLY AV",NA,NA
15916,"111 KIMBERLY AV",NA,NA
15917,"115 KIMBERLY AV",NA,NA
15918,"117 KIMBERLY AV",NA,NA
15919,"121 KIMBERLY AV",NA,NA
15920,"123 KIMBERLY AV",NA,NA
15921,"127 KIMBERLY AV",NA,NA
15922,"129 KIMBERLY AV",NA,NA
15923,"135 KIMBERLY AV",NA,NA
15924,"141 KIMBERLY AV",NA,NA
15925,"145 KIMBERLY AV",NA,NA
15926,"149 KIMBERLY AV",NA,NA
15927,"GRANT ST",NA,NA
15928,"17 GRANT ST",NA,NA
15929,"69 GRANT ST",NA,NA
15930,"67 GRANT ST",NA,NA
15931,"65 GRANT ST",NA,NA
15932,"63 GRANT ST",NA,NA
15933,"55 GRANT ST",NA,NA
15934,"39 GRANT ST",NA,NA
15935,"100 PLYMOUTH ST",41.288704,-72.9361
15936,"102 PLYMOUTH ST",41.288746,-72.93607
15937,"106 PLYMOUTH ST",41.28883,-72.93603
15938,"112 PLYMOUTH ST",41.288956,-72.93596
15939,"114 PLYMOUTH ST",41.288998,-72.93593
15940,"122 PLYMOUTH ST",41.28916,-72.93584
15941,"124 PLYMOUTH ST",41.289204,-72.935814
15942,"126 PLYMOUTH ST",41.289246,-72.93579
15943,"128 PLYMOUTH ST",41.289288,-72.93577
15944,"130 PLYMOUTH ST",41.28933,-72.935745
15945,"132 PLYMOUTH ST",41.28937,-72.93572
15946,"136 PLYMOUTH ST",41.289455,-72.93568
15947,"142 PLYMOUTH ST",41.28958,-72.9356
15948,"144 PLYMOUTH ST",41.289623,-72.93558
15949,"146 PLYMOUTH ST",41.289665,-72.935555
15950,"148 PLYMOUTH ST",41.289707,-72.93553
15951,"152 PLYMOUTH ST",41.28979,-72.935486
15952,"156 PLYMOUTH ST",41.289875,-72.93544
15953,"162 PLYMOUTH ST",41.29,-72.93537
15954,"164 PLYMOUTH ST",41.290043,-72.93535
15955,"168 PLYMOUTH ST",41.290127,-72.935295
15956,"170 PLYMOUTH ST",41.29017,-72.93527
15957,"174 PLYMOUTH ST",41.290253,-72.93523
15958,"74 KIMBERLY AV",NA,NA
15959,"80 KIMBERLY AV",NA,NA
15960,"84 KIMBERLY AV",NA,NA
15961,"180 LAMBERTON ST",41.290386,-72.93878
15962,"LAMBERTON ST",NA,NA
15963,"172 LAMBERTON ST",41.290432,-72.938484
15964,"168 LAMBERTON ST",41.290455,-72.93834
15965,"160 LAMBERTON ST",41.2905,-72.93805
15966,"158 LAMBERTON ST",41.290512,-72.93797
15967,"154 LAMBERTON ST",41.290546,-72.937744
15968,"152 LAMBERTON ST",41.290558,-72.937675
15969,"146 LAMBERTON ST",41.290585,-72.93747
15970,"144 LAMBERTON ST",41.290596,-72.93741
15971,"LAMBERTON ST",NA,NA
15972,"138 LAMBERTON ST",41.290627,-72.9372
15973,"132 LAMBERTON ST",41.290657,-72.937004
15974,NA,NA,NA
15975,"124 LAMBERTON ST",41.290718,-72.93661
15976,"122 LAMBERTON ST",41.290733,-72.93652
15977,"120 LAMBERTON ST",41.290745,-72.93645
15978,"118 LAMBERTON ST",41.29076,-72.93636
15979,"116 LAMBERTON ST",41.29077,-72.93628
15980,"114 LAMBERTON ST",41.290787,-72.936195
15981,"112 LAMBERTON ST",41.2908,-72.93611
15982,"104 LAMBERTON ST",41.290855,-72.93568
15983,"102 LAMBERTON ST",41.290867,-72.935585
15984,"98 LAMBERTON ST",41.290894,-72.935394
15985,"17 MORRIS ST",NA,NA
15986,"19 MORRIS ST",NA,NA
15987,"23 MORRIS ST",NA,NA
15988,"27 MORRIS ST",NA,NA
15989,"31 MORRIS ST",NA,NA
15990,"33 MORRIS ST",NA,NA
15991,"37 MORRIS ST",NA,NA
15992,"214 LAMBERTON ST",41.290276,-72.93943
15993,"212 LAMBERTON ST",41.29028,-72.939415
15994,"210 LAMBERTON ST",41.290283,-72.93939
15995,"206 LAMBERTON ST",41.29029,-72.93935
15996,"202 LAMBERTON ST",41.2903,-72.9393
15997,"198 LAMBERTON ST",41.290306,-72.93926
15998,"188 LAMBERTON ST",41.290325,-72.939156
15999,"42 MORRIS ST",NA,NA
16000,"32 MORRIS ST",NA,NA
16001,"30 MORRIS ST",NA,NA
16002,"24 MORRIS ST",NA,NA
16003,"22 MORRIS ST",NA,NA
16004,NA,NA,NA
16005,"20 MORRIS ST",NA,NA
16006,"ELLA T GRASSO BLVD",NA,NA
16007,"330 ELLA T GRASSO BLVD",41.29026,-72.940735
16008,"MORRIS ST",NA,NA
16009,"110 ROSETTE ST",41.293037,-72.93525
16010,"106 ROSETTE ST",41.293056,-72.93512
16011,"104 ROSETTE ST",41.293064,-72.93506
16012,NA,NA,NA
16013,"100 ROSETTE ST",41.293083,-72.93493
16014,"96 ROSETTE ST",41.293102,-72.9348
16015,"60 DEWITT ST",41.292778,-72.93458
16016,"56 DEWITT ST",41.292694,-72.934555
16017,"54 DEWITT ST",41.292652,-72.93454
16018,"46 DEWITT ST",41.292484,-72.934494
16019,"42 DEWITT ST",41.2924,-72.93447
16020,NA,NA,NA
16021,"34 DEWITT ST",41.292233,-72.93442
16022,"30 DEWITT ST",41.29215,-72.934395
16023,"26 DEWITT ST",41.292065,-72.93437
16024,"22 DEWITT ST",41.29198,-72.93435
16025,"18 DEWITT ST",41.291897,-72.934326
16026,"14 DEWITT ST",41.291813,-72.9343
16027,"6 DEWITT ST",41.29164,-72.93425
16028,"8 DEWITT ST",41.291683,-72.934265
16029,"73 LAMBERTON ST",41.29108,-72.93416
16030,"3 ARTHUR ST",41.291183,-72.93502
16031,"7 ARTHUR ST",41.291252,-72.935036
16032,NA,NA,NA
16033,"21 ARTHUR ST",41.291496,-72.9351
16034,"33 ARTHUR ST",41.291702,-72.93516
16035,"35 ARTHUR ST",41.291737,-72.935165
16036,"37 ARTHUR ST",41.29177,-72.93517
16037,"39 ARTHUR ST",41.29181,-72.93518
16038,"41 ARTHUR ST",41.291843,-72.935196
16039,"43 ARTHUR ST",41.291878,-72.9352
16040,"45 ARTHUR ST",41.291912,-72.93521
16041,"47 ARTHUR ST",41.291946,-72.93522
16042,"49 ARTHUR ST",41.29198,-72.935234
16043,"51 ARTHUR ST",41.292015,-72.93524
16044,"53 ARTHUR ST",41.29205,-72.93525
16045,"55 ARTHUR ST",41.292084,-72.93526
16046,NA,NA,NA
16047,"140 ROSETTE ST",41.29289,-72.93637
16048,"136 ROSETTE ST",41.292908,-72.93623
16049,"130 ROSETTE ST",41.292934,-72.93602
16050,"126 ROSETTE ST",41.292953,-72.93588
16051,"124 ROSETTE ST",41.29296,-72.935814
16052,"122 ROSETTE ST",41.292973,-72.935745
16053,"120 ROSETTE ST",41.29298,-72.93567
16054,"58 ARTHUR ST",41.292137,-72.93529
16055,"56 ARTHUR ST",41.292103,-72.93528
16056,"54 ARTHUR ST",41.292065,-72.93527
16057,"52 ARTHUR ST",41.29203,-72.93526
16058,"50 ARTHUR ST",41.291996,-72.93525
16059,"46 ARTHUR ST",41.291924,-72.935234
16060,"44 ARTHUR ST",41.29189,-72.93522
16061,"40 ARTHUR ST",41.29182,-72.9352
16062,"24 ARTHUR ST",41.291534,-72.93513
16063,"22 ARTHUR ST",41.2915,-72.93512
16064,"20 ARTHUR ST",41.291466,-72.935104
16065,"32 ARTHUR ST",NA,NA
16066,"18 ARTHUR ST",41.29143,-72.9351
16067,"16 ARTHUR ST",41.291393,-72.93509
16068,"12 ARTHUR ST",41.291325,-72.93507
16069,"8 ARTHUR ST",41.291252,-72.93505
16070,"6 ARTHUR ST",41.291218,-72.93504
16071,"2 ARTHUR ST",41.29115,-72.93502
16072,"91 LAMBERTON ST",41.290943,-72.93511
16073,"99 LAMBERTON ST",41.290897,-72.935455
16074,"101 LAMBERTON ST",41.290886,-72.93554
16075,"103 LAMBERTON ST",41.290874,-72.93562
16076,"9 BUTTON ST",41.291203,-72.93614
16077,"11 BUTTON ST",41.29126,-72.93616
16078,"13 BUTTON ST",41.291313,-72.93617
16079,"21 BUTTON ST",41.29154,-72.93623
16080,"25 BUTTON ST",41.29165,-72.936264
16081,"29 BUTTON ST",41.29176,-72.936295
16082,"33 BUTTON ST",41.29187,-72.936325
16083,"41 BUTTON ST",41.29209,-72.936386
16084,"43 BUTTON ST",41.29215,-72.9364
16085,"45 BUTTON ST",41.292206,-72.93642
16086,"47 BUTTON ST",41.29226,-72.93643
16087,"49 BUTTON ST",41.292316,-72.93645
16088,"53 BUTTON ST",41.292427,-72.93648
16089,"162 ROSETTE ST",41.292778,-72.93722
16090,"160 ROSETTE ST",41.292786,-72.93715
16091,"158 ROSETTE ST",41.292797,-72.93708
16092,"154 ROSETTE ST",41.292816,-72.93694
16093,"148 ROSETTE ST",41.292843,-72.93674
16094,"56 BUTTON ST",41.29248,-72.9365
16095,"52 BUTTON ST",41.29237,-72.93647
16096,"50 BUTTON ST",41.292313,-72.936455
16097,"48 BUTTON ST",41.29226,-72.93644
16098,"42 BUTTON ST",41.29209,-72.9364
16099,"38 BUTTON ST",41.29198,-72.93637
16100,"32 BUTTON ST",41.291813,-72.936325
16101,"28 BUTTON ST",41.291702,-72.936295
16102,"24 BUTTON ST",41.29159,-72.936264
16103,"20 BUTTON ST",41.291477,-72.93623
16104,"16 BUTTON ST",41.291367,-72.9362
16105,"12 BUTTON ST",41.291256,-72.93617
16106,"10 BUTTON ST",41.291203,-72.93616
16107,"6 BUTTON ST",41.29109,-72.93613
16108,"4 BUTTON ST",41.291035,-72.93611
16109,"2 BUTTON ST",41.290977,-72.9361
16110,"117 LAMBERTON ST",41.29078,-72.9363
16111,"121 LAMBERTON ST",41.29075,-72.936485
16112,"125 LAMBERTON ST",41.290718,-72.936676
16113,"9 HURLBURT ST",41.291035,-72.93702
16114,"13 HURLBURT ST",41.29113,-72.93705
16115,"15 HURLBURT ST",41.29118,-72.93706
16116,"17 HURLBURT ST",41.291225,-72.93707
16117,"19 HURLBURT ST",41.291275,-72.93709
16118,"23 HURLBURT ST",41.29137,-72.93711
16119,"27 HURLBURT ST",41.29147,-72.93714
16120,"31 HURLBURT ST",41.291565,-72.937164
16121,"35 HURLBURT ST",41.29166,-72.93719
16122,"39 HURLBURT ST",41.29176,-72.93722
16123,"43 HURLBURT ST",41.291855,-72.93724
16124,"47 HURLBURT ST",41.291954,-72.93727
16125,"51 HURLBURT ST",41.29205,-72.937294
16126,"55 HURLBURT ST",41.292145,-72.937325
16127,"59 HURLBURT ST",41.292244,-72.93735
16128,"188 ROSETTE ST",41.292652,-72.93813
16129,"184 ROSETTE ST",41.29267,-72.938
16130,"180 ROSETTE ST",41.292686,-72.93788
16131,"172 ROSETTE ST",41.29272,-72.93763
16132,"68 HURLBURT ST",41.29239,-72.9374
16133,"64 HURLBURT ST",41.292297,-72.93738
16134,"60 HURLBURT ST",41.292202,-72.937355
16135,"56 HURLBURT ST",41.292107,-72.937325
16136,"52 HURLBURT ST",41.292015,-72.9373
16137,"48 HURLBURT ST",41.29192,-72.93728
16138,"46 HURLBURT ST",41.291874,-72.93726
16139,"44 HURLBURT ST",41.291824,-72.93725
16140,"40 HURLBURT ST",41.291733,-72.937225
16141,"36 HURLBURT ST",41.291637,-72.9372
16142,"32 HURLBURT ST",41.291542,-72.93717
16143,"28 HURLBURT ST",41.29145,-72.93715
16144,"24 HURLBURT ST",41.291355,-72.937126
16145,"20 HURLBURT ST",41.29126,-72.937096
16146,"16 HURLBURT ST",41.29117,-72.93707
16147,"8 HURLBURT ST",41.290977,-72.93702
16148,"4 HURLBURT ST",41.290886,-72.937
16149,"131 LAMBERTON ST",41.29067,-72.937004
16150,"135 LAMBERTON ST",41.290646,-72.93715
16151,"139 LAMBERTON ST",41.290623,-72.9373
16152,"143 LAMBERTON ST",41.2906,-72.93745
16153,"147 LAMBERTON ST",41.29058,-72.93759
16154,NA,NA,NA
16155,NA,NA,NA
16156,"15 WILSON ST",NA,NA
16157,"23 WILSON ST",NA,NA
16158,"25 WILSON ST",NA,NA
16159,"27 WILSON ST",NA,NA
16160,"35 WILSON ST",NA,NA
16161,"31 WILSON ST",NA,NA
16162,"37 WILSON ST",NA,NA
16163,NA,NA,NA
16164,"45 WILSON ST",NA,NA
16165,"47 WILSON ST",NA,NA
16166,"49 WILSON ST",NA,NA
16167,"51 WILSON ST",NA,NA
16168,"59 WILSON ST",NA,NA
16169,"61 WILSON ST",NA,NA
16170,"129 MORRIS ST",41.292244,-72.93966
16171,"216 ROSETTE ST",41.292572,-72.93875
16172,"214 ROSETTE ST",41.292576,-72.93873
16173,"212 ROSETTE ST",41.292576,-72.93871
16174,"210 ROSETTE ST",41.29258,-72.93869
16175,NA,NA,NA
16176,"206 ROSETTE ST",41.292587,-72.938644
16177,NA,NA,NA
16178,"202 ROSETTE ST",41.29259,-72.93861
16179,"60 WILSON ST",NA,NA
16180,"58 WILSON ST",NA,NA
16181,"56 WILSON ST",NA,NA
16182,"52 WILSON ST",NA,NA
16183,"50 WILSON ST",NA,NA
16184,"48 WILSON ST",NA,NA
16185,"38 WILSON ST",NA,NA
16186,"34 WILSON ST",NA,NA
16187,"26 WILSON ST",NA,NA
16188,"24 WILSON ST",NA,NA
16189,"22 WILSON ST",NA,NA
16190,"20 WILSON ST",NA,NA
16191,"18 WILSON ST",NA,NA
16192,"16 WILSON ST",NA,NA
16193,"157 LAMBERTON ST",41.290516,-72.93803
16194,"161 LAMBERTON ST",41.2905,-72.938126
16195,"165 LAMBERTON ST",41.290485,-72.938225
16196,"171 LAMBERTON ST",41.29046,-72.93838
16197,"67 MORRIS ST",NA,NA
16198,"175 LAMBERTON ST",41.290443,-72.93848
16199,"181 LAMBERTON ST",41.29042,-72.93863
16200,"65 MORRIS ST",NA,NA
16201,"71 MORRIS ST",NA,NA
16202,"73 MORRIS ST",NA,NA
16203,"75 MORRIS ST",NA,NA
16204,"79 MORRIS ST",NA,NA
16205,"81 MORRIS ST",NA,NA
16206,"85 MORRIS ST",NA,NA
16207,"91 MORRIS ST",NA,NA
16208,"97 MORRIS ST",NA,NA
16209,"101 MORRIS ST",41.291626,-72.939445
16210,"103 MORRIS ST",41.29167,-72.93946
16211,"105 MORRIS ST",41.291714,-72.939476
16212,"111 MORRIS ST",41.291847,-72.93952
16213,"113 MORRIS ST",41.29189,-72.93954
16214,"123 MORRIS ST",41.29211,-72.93961
16215,"127 MORRIS ST",41.2922,-72.939644
16216,"742 WASHINGTON AV",41.291546,-72.94088
16217,"740 WASHINGTON AV",41.29159,-72.94085
16218,"736 WASHINGTON AV",41.291687,-72.94077
16219,"734 WASHINGTON AV",41.291733,-72.94074
16220,"730 WASHINGTON AV",41.29193,-72.94058
16221,"728 WASHINGTON AV",41.291973,-72.940544
16222,"WASHINGTON AV",NA,NA
16223,"724 WASHINGTON AV",41.29206,-72.940475
16224,"720 WASHINGTON AV",41.29215,-72.9404
16225,"698 WASHINGTON AV",41.29263,-72.94
16226,"132 MORRIS ST",41.29219,-72.93966
16227,"128 MORRIS ST",41.2921,-72.93962
16228,"122 MORRIS ST",41.291958,-72.939575
16229,"118 MORRIS ST",41.291866,-72.939545
16230,"116 MORRIS ST",41.29182,-72.93953
16231,"108 MORRIS ST",41.291634,-72.93947
16232,"106 MORRIS ST",41.291588,-72.939445
16233,"102 MORRIS ST",41.291496,-72.939415
16234,"98 MORRIS ST",NA,NA
16235,"96 MORRIS ST",NA,NA
16236,"90 MORRIS ST",NA,NA
16237,"84 MORRIS ST",NA,NA
16238,"82 MORRIS ST",NA,NA
16239,"76 MORRIS ST",NA,NA
16240,"74 MORRIS ST",NA,NA
16241,"72 MORRIS ST",NA,NA
16242,"70 MORRIS ST",NA,NA
16243,"191 LAMBERTON ST",41.290382,-72.93888
16244,"197 LAMBERTON ST",41.290337,-72.939156
16245,"201 LAMBERTON ST",41.29033,-72.9392
16246,"174 SPRING ST",41.285637,-72.95319
16247,"172 SPRING ST",41.285656,-72.95315
16248,"170 SPRING ST",41.28568,-72.9531
16249,"168 SPRING ST",41.2857,-72.95306
16250,"164 SPRING ST",41.285744,-72.952965
16251,"162 SPRING ST",41.285763,-72.95291
16252,"160 SPRING ST #A",41.285786,-72.952866
16253,"160 SPRING ST #B",41.285786,-72.952866
16254,"160 SPRING ST #C",41.285786,-72.952866
16255,"160 SPRING ST #D",41.285786,-72.952866
16256,"160 SPRING ST",41.285786,-72.952866
16257,"158 SPRING ST",41.285805,-72.95282
16258,"156 SPRING ST",41.285828,-72.952774
16259,"94 DEWITT ST",41.293808,-72.93487
16260,"92 DEWITT ST",41.29375,-72.93485
16261,"90 DEWITT ST",41.293694,-72.93484
16262,"88 DEWITT ST",41.29364,-72.93482
16263,"84 DEWITT ST",41.29353,-72.93479
16264,"95 ROSETTE ST",41.29311,-72.934814
16265,"95 ROSETTE ST",41.29311,-72.934814
16266,"101 ROSETTE ST",41.293076,-72.93505
16267,"105 ROSETTE ST",41.293053,-72.93521
16268,"107 ROSETTE ST",41.29304,-72.93529
16269,"111 ROSETTE ST",41.293022,-72.93545
16270,NA,NA,NA
16271,"117 ROSETTE ST",41.292984,-72.935715
16272,"121 ROSETTE ST",41.292973,-72.93583
16273,"123 ROSETTE ST",41.292965,-72.93589
16274,"125 ROSETTE ST",41.292957,-72.93594
16275,"129 ROSETTE ST",41.292942,-72.93606
16276,"133 ROSETTE ST",41.292927,-72.93617
16277,"137 ROSETTE ST",41.29291,-72.93629
16278,"139 ROSETTE ST",41.292904,-72.93634
16279,"87 BUTTON ST",41.29338,-72.936745
16280,"200 SPRING ST",NA,NA
16281,"198 SPRING ST",NA,NA
16282,"196 SPRING ST",NA,NA
16283,"194 SPRING ST",NA,NA
16284,"192 SPRING ST",NA,NA
16285,"190 SPRING ST",NA,NA
16286,"88 BUTTON ST",41.293377,-72.93676
16287,"86 BUTTON ST",41.29334,-72.936745
16288,"149 ROSETTE ST",41.292854,-72.936745
16289,"151 ROSETTE ST",41.292843,-72.93681
16290,"155 ROSETTE ST",41.292824,-72.93694
16291,"159 ROSETTE ST",41.29281,-72.93708
16292,"161 ROSETTE ST",41.292797,-72.93715
16293,"165 ROSETTE ST",41.292778,-72.93729
16294,"87 HURLBURT ST",41.29315,-72.93761
16295,"89 HURLBURT ST",41.293205,-72.93762
16296,"670 WASHINGTON AV",41.29337,-72.93942
16297,"252 SPRING ST",NA,NA
16298,"250 SPRING ST",NA,NA
16299,"246 SPRING ST",NA,NA
16300,"242 SPRING ST",NA,NA
16301,"216 SPRING ST",NA,NA
16302,"214 SPRING ST",NA,NA
