"986","24 WOODWARD AV #16, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"985","24 WOODWARD AV #15, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"984","24 WOODWARD AV #14, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"983","24 WOODWARD AV #13, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"700","69 MORRIS AV, New Haven, CT, 06511","Match","Non_Exact","69 MORRIS AVE, NEW HAVEN, CT, 06512","-72.89657,41.2526","3706002","R"
"574","COVE ST, New Haven, CT, 06511","No_Match"
"703","SHEPARD AV, New Haven, CT, 06511","No_Match"
"575","20 COVE ST, New Haven, CT, 06511","Match","Non_Exact","20 CAVE ST, NEW HAVEN, CT, 06511","-72.925545,41.33295","3699707","L"
"704","86 MEADOW VIEW ST, New Haven, CT, 06511","No_Match"
"572","20 COVE ST, New Haven, CT, 06511","Match","Non_Exact","20 CAVE ST, NEW HAVEN, CT, 06511","-72.925545,41.33295","3699707","L"
"701","103 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","103 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.895065,41.25282","3706088","R"
"702","61 SHEPARD AV, New Haven, CT, 06511","Tie"
"573","COVE ST, New Haven, CT, 06511","No_Match"
"707","79 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","79 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.8952,41.252144","3706091","R"
"578","COVE ST, New Haven, CT, 06511","No_Match"
"708","83 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","83 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.895195,41.252174","3706091","R"
"579","COVE ST, New Haven, CT, 06511","No_Match"
"705","74 MEADOW VIEW ST, New Haven, CT, 06511","No_Match"
"576","COVE ST, New Haven, CT, 06511","No_Match"
"706","63 OCEAN VIEW ST, New Haven, CT, 06511","Match","Non_Exact","63 OCEAN VIEW ST, NEW HAVEN, CT, 06512","-72.895226,41.25203","3706091","R"
"577","COVE ST, New Haven, CT, 06511","No_Match"
"977","24 WOODWARD AV #7, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"976","24 WOODWARD AV #6, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"300","415 LIGHTHOUSE RD, New Haven, CT, 06511","Match","Non_Exact","415 LIGHTHOUSE RD, NEW HAVEN, CT, 06512","-72.8932,41.255363","3706064","R"
"979","24 WOODWARD AV #9, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"978","24 WOODWARD AV #8, New Haven, CT, 06511","Match","Non_Exact","24 WOODWARD AVE, NEW HAVEN, CT, 06512","-72.90085,41.270138","604757520","L"
"580","COVE ST, New Haven, CT, 06511","No_Match"
