pid,location
14353,87 SHEPARD ST
14354,91 SHEPARD ST
14355,93 SHEPARD ST
14356,97 SHEPARD ST
14357,101 SHEPARD ST
14358,105 SHEPARD ST
14359,109 SHEPARD ST
14360,113 SHEPARD ST
14361,119 SHEPARD ST
14362,121 SHEPARD ST
14363,400 NEWHALL ST
14364,396 NEWHALL ST
14365,392 NEWHALL ST
14366,388 NEWHALL ST
14367,384 NEWHALL ST
14368,380 NEWHALL ST
14369,376 NEWHALL ST
14370,374 NEWHALL ST
14371,370 NEWHALL ST
14372,362 NEWHALL ST
14373,358 NEWHALL ST
14374,350 NEWHALL ST
14375,348 NEWHALL ST
14376,344 NEWHALL ST
14377,332 NEWHALL ST
14378,65 READ ST
14379,67 READ ST
14380,71 READ ST
14381,75 READ ST
14382,79 READ ST
14383,53 READ ST
14384,45 READ ST
14385,39 READ ST
14386,40 CAVE ST
14387,31 READ ST
14388,25 READ ST
14389,19 READ ST
14390,15 READ ST
14391,13 READ ST
14392,828 WINCHESTER AV
14393,838 WINCHESTER AV
14394,18 CAVE ST
14395,347 NEWHALL ST
14396,351 NEWHALL ST
14397,355 NEWHALL ST
14398,359 NEWHALL ST
14399,365 NEWHALL ST
14400,369 NEWHALL ST
14401,373 NEWHALL ST
14402,38 LANDER ST
14403,34 LANDER ST
14404,30 LANDER ST
14405,26 LANDER ST
14406,22 LANDER ST
14407,18 LANDER ST
14408,14 LANDER ST
14409,886 WINCHESTER AV
14410,878 WINCHESTER AV
14411,872 WINCHESTER AV
14412,866 WINCHESTER AV
14413,860 WINCHESTER AV
14414,850 WINCHESTER AV
14415,23 CAVE ST
14416,25 CAVE ST
14417,27 CAVE ST
14418,29 CAVE ST
14419,33 CAVE ST
14420,35 CAVE ST
14421,41 CAVE ST
14422,383 NEWHALL ST
14423,387 NEWHALL ST
14424,393 NEWHALL ST
14425,NEWHALL ST
14426,922 WINCHESTER AV
14427,916 WINCHESTER AV
14428,912 WINCHESTER AV
14429,908 WINCHESTER AV
14430,13 LANDER ST
14431,17 LANDER ST
14432,21 LANDER ST
14433,25 LANDER ST
14434,29 LANDER ST
14435,33 LANDER ST
14436,39 LANDER ST
14437,GOODRICH ST
14438,GOODRICH ST
14439,GOODRICH ST
14440,GOODRICH ST
14441,767 WINCHESTER AV
14442,312 HUNTINGTON ST
14443,306 HUNTINGTON ST
14444,300 HUNTINGTON ST
14445,278 SHEFFIELD AV
14446,270 SHEFFIELD AV
14447,264 SHEFFIELD AV
14448,258 SHEFFIELD AV
14449,252 SHEFFIELD AV
14450,SHEFFIELD AV
14451,246 SHEFFIELD AV
14452,240 SHEFFIELD AV
14453,212 SHEFFIELD AV
14454,HIGHLAND ST
14455,279 HIGHLAND ST
14456,283 HIGHLAND ST
14457,287 HIGHLAND ST
14458,671 WINCHESTER AV
14459,675 WINCHESTER AV
14460,679 WINCHESTER AV
14461,683 WINCHESTER AV
14462,687 WINCHESTER AV
14463,691 WINCHESTER AV
14464,697 WINCHESTER AV
14465,701 WINCHESTER AV
14466,705 WINCHESTER AV
14467,709 WINCHESTER AV
14468,713 WINCHESTER AV
14469,717 WINCHESTER AV
14470,721 WINCHESTER AV
14471,725 WINCHESTER AV
14472,729 WINCHESTER AV
14473,733 WINCHESTER AV
14474,743 WINCHESTER AV
14475,745 WINCHESTER AV
14476,753 WINCHESTER AV
14477,757 WINCHESTER AV
14478,761 WINCHESTER AV
14479,280 HUNTINGTON ST
14480,276 HUNTINGTON ST
14481,270 HUNTINGTON ST
14482,264 HUNTINGTON ST
14483,258 HUNTINGTON ST
14484,252 HUNTINGTON ST
14485,SHELDON TER
14486,SHEFFIELD AV
14487,128 SHELDON TER
14488,NA
14489,NA
14490,NA
14491,110 SHELDON TER
14492,104 SHELDON TER
14493,SHELDON TER
14494,245 HIGHLAND ST
14495,249 HIGHLAND ST
14496,253 HIGHLAND ST
14497,257 HIGHLAND ST
14498,205 SHEFFIELD AV
14499,215 SHEFFIELD AV
14500,225 SHEFFIELD AV
14501,233 SHEFFIELD AV
14502,239 SHEFFIELD AV
14503,245 SHEFFIELD AV
14504,253 SHEFFIELD AV
14505,257 SHEFFIELD AV
14506,263 SHEFFIELD AV
14507,273 SHEFFIELD AV
14508,23 SHEPARD ST
14509,436 HUNTINGTON ST
14510,432 HUNTINGTON ST
14511,428 HUNTINGTON ST
14512,424 HUNTINGTON ST
14513,420 HUNTINGTON ST
14514,292 NEWHALL ST
14515,290 NEWHALL ST
14516,286 NEWHALL ST
14517,282 NEWHALL ST
14518,278 NEWHALL ST
14519,53 BASSETT ST
14520,57 BASSETT ST
14521,59 BASSETT ST
14522,61 BASSETT ST
14523,69 BASSETT ST
14524,73 BASSETT ST
14525,7 SHEPARD ST
14526,9 SHEPARD ST
14527,13 SHEPARD ST
14528,17 SHEPARD ST
14529,21 SHEPARD ST
14530,406 HUNTINGTON ST
14531,402 HUNTINGTON ST
14532,396 HUNTINGTON ST
14533,392 HUNTINGTON ST
14534,388 HUNTINGTON ST
14535,384 HUNTINGTON ST
14536,380 HUNTINGTON ST
14537,374 HUNTINGTON ST
14538,370 HUNTINGTON ST
14539,364 HUNTINGTON ST
14540,356 HUNTINGTON ST
14541,770 WINCHESTER AV
14542,766 WINCHESTER AV
14543,760 WINCHESTER AV
14544,754 WINCHESTER AV
14545,748 WINCHESTER AV
14546,742 WINCHESTER AV
14547,738 WINCHESTER AV
14548,17 BASSETT ST
14549,19 BASSETT ST
14550,23 BASSETT ST
14551,25 BASSETT ST
14552,27 BASSETT ST
14553,29 BASSETT ST
14554,35 BASSETT ST
14555,37 BASSETT ST
14556,39 BASSETT ST
14557,43 BASSETT ST
14558,45 BASSETT ST
14559,49 BASSETT ST
14560,281 NEWHALL ST
14561,481 WINCHESTER AV
14562,489 WINCHESTER AV
14563,493 WINCHESTER AV
14564,497 WINCHESTER AV
14565,503 WINCHESTER AV
14566,507 WINCHESTER AV
14567,509 WINCHESTER AV
14568,511 WINCHESTER AV
14569,517 WINCHESTER AV
14570,523 WINCHESTER AV
14571,527 WINCHESTER AV
14572,531 WINCHESTER AV
14573,535 WINCHESTER AV
14574,539 WINCHESTER AV
14575,NA
14576,551 WINCHESTER AV
14577,555 WINCHESTER AV
14578,108 STARR ST
14579,106 STARR ST
14580,84 SHEFFIELD AV
14581,78 SHEFFIELD AV
14582,72 SHEFFIELD AV
14583,64 SHEFFIELD AV
14584,58 SHEFFIELD AV
14585,54 SHEFFIELD AV
14586,46 SHEFFIELD AV
14587,38 SHEFFIELD AV
14588,32 SHEFFIELD AV
14589,79 DIVISION ST
14590,83 DIVISION ST
14591,87 DIVISION ST
14592,93 DIVISION ST
14593,9 SHEFFIELD AV
14594,15 SHEFFIELD AV
14595,21 SHEFFIELD AV
14596,25 SHEFFIELD AV
14597,31 SHEFFIELD AV
14598,35 SHEFFIELD AV
14599,41 SHEFFIELD AV
14600,45 SHEFFIELD AV
14601,49 SHEFFIELD AV
14602,55 SHEFFIELD AV
14603,59 SHEFFIELD AV
14604,63 SHEFFIELD AV
14605,69 SHEFFIELD AV
14606,73 SHEFFIELD AV
14607,77 SHEFFIELD AV
14608,83 SHEFFIELD AV
14609,74 STARR ST
14610,68 STARR ST
14611,64 STARR ST
14612,60 STARR ST
14613,56 STARR ST
14614,54 STARR ST
14615,46 STARR ST
14616,400 MANSFIELD ST
14617,NA
14618,43 DIVISION ST
14619,51 DIVISION ST
14620,67 DIVISION ST
14621,565 WINCHESTER AV
14622,WINCHESTER AV
14623,575 WINCHESTER AV
14624,579 WINCHESTER AV
14625,585 WINCHESTER AV
14626,589 WINCHESTER AV
14627,593 WINCHESTER AV
14628,597 WINCHESTER AV
14629,605 WINCHESTER AV
14630,609 WINCHESTER AV
14631,615 WINCHESTER AV
14632,619 WINCHESTER AV
14633,623 WINCHESTER AV
14634,629 WINCHESTER AV
14635,633 WINCHESTER AV
14636,WINCHESTER AV
14637,637 WINCHESTER AV
14638,647 WINCHESTER AV
14639,NA
14640,653 WINCHESTER AV
14641,657 WINCHESTER AV
14642,284 HIGHLAND ST
14643,186 SHEFFIELD AV
14644,182 SHEFFIELD AV
14645,176 SHEFFIELD AV
14646,172 SHEFFIELD AV
14647,166 SHEFFIELD AV
14648,162 SHEFFIELD AV
14649,156 SHEFFIELD AV
14650,152 SHEFFIELD AV
14651,146 SHEFFIELD AV
14652,142 SHEFFIELD AV
14653,130 SHEFFIELD AV
14654,126 SHEFFIELD AV
14655,120 SHEFFIELD AV
14656,116 SHEFFIELD AV
14657,110 SHEFFIELD AV
14658,106 SHEFFIELD AV
14659,100 SHEFFIELD AV
14660,94 SHEFFIELD AV
14661,107 STARR ST
14662,109 STARR ST
14663,93 SHEFFIELD AV
14664,97 SHEFFIELD AV
14665,103 SHEFFIELD AV
14666,107 SHEFFIELD AV
14667,113 SHEFFIELD AV
14668,117 SHEFFIELD AV
14669,125 SHEFFIELD AV
14670,141 SHEFFIELD AV
14671,165 SHEFFIELD AV
14672,266 HIGHLAND ST
14673,262 HIGHLAND ST
14674,258 HIGHLAND ST
14675,72 SHELDON TER
14676,68 SHELDON TER
14677,62 SHELDON TER
14678,58 SHELDON TER
14679,50 SHELDON TER
14680,46 SHELDON TER
14681,42 SHELDON TER
14682,38 SHELDON TER
14683,32 SHELDON TER
14684,24 SHELDON TER
14685,12 SHELDON TER
14686,8 SHELDON TER
14687,4 SHELDON TER
14688,73 STARR ST
14689,395 WINCHESTER AV
14690,320 MANSFIELD ST
14691,275 WINCHESTER AV
14692,375 WINCHESTER AV
14693,WINCHESTER AV
14694,300 MANSFIELD ST
14695,50 DIVISION ST
14696,DIVISION ST
14697,DIVISION ST
14698,CANAL ST
14699,ASHMUN ST
14700,206 CANAL ST
14701,173 ASHMUN ST
14702,ASHMUN ST
14703,ASHMUN ST
14704,237 ASHMUN ST
14705,219 ASHMUN ST
14706,150 MUNSON ST
14707,NA
14708,182 WINCHESTER AV
14709,130 WINCHESTER AV #100
14710,130 WINCHESTER AV #101
14711,130 WINCHESTER AV #102
14712,130 WINCHESTER AV #103
14713,130 WINCHESTER AV #104
14714,130 WINCHESTER AV #105
14715,130 WINCHESTER AV #106
14716,130 WINCHESTER AV #107
14717,130 WINCHESTER AV #200
14718,130 WINCHESTER AV #201
14719,130 WINCHESTER AV #202
14720,130 WINCHESTER AV #203
14721,130 WINCHESTER AV #204
14722,130 WINCHESTER AV #205
14723,130 WINCHESTER AV #206
14724,130 WINCHESTER AV #207
14725,130 WINCHESTER AV #300
14726,130 WINCHESTER AV #301
14727,130 WINCHESTER AV #302
14728,130 WINCHESTER AV #303
14729,130 WINCHESTER AV #304
14730,130 WINCHESTER AV #305
14731,130 WINCHESTER AV #306
14732,130 WINCHESTER AV #307
14733,130 WINCHESTER AV #400
14734,130 WINCHESTER AV #401
14735,130 WINCHESTER AV #402
14736,130 WINCHESTER AV #403
14737,130 WINCHESTER AV #404
14738,130 WINCHESTER AV #405
14739,130 WINCHESTER AV #406
14740,130 WINCHESTER AV #407
14741,143 CANAL ST
14742,154 MUNSON ST
14743,195 CANAL ST
14744,125 CANAL ST
14745,220 MANSFIELD ST
14746,216 MANSFIELD ST
14747,212 MANSFIELD ST
14748,198 MANSFIELD ST
14749,196 MANSFIELD ST
14750,192 MANSFIELD ST
14751,188 MANSFIELD ST
14752,184 MANSFIELD ST
14753,182 MANSFIELD ST
14754,15 TILTON ST
14755,19 TILTON ST
14756,23 TILTON ST
14757,27 TILTON ST
14758,31 TILTON ST
14759,35 TILTON ST
14760,39 TILTON ST
14761,43 TILTON ST
14762,215 WINCHESTER AV
14763,225 WINCHESTER AV
14764,235 WINCHESTER AV
14765,241 WINCHESTER AV
14766,122 MUNSON ST #1
14767,122 MUNSON ST #2
14768,122 MUNSON ST #3
14769,122 MUNSON ST #4
14770,124 MUNSON ST #5
14771,124 MUNSON ST #6
14772,124 MUNSON ST #7
14773,124 MUNSON ST #8
14774,124 MUNSON ST #9
14775,124 MUNSON ST #10
14776,265 WINCHESTER AV
14777,NA
14778,116 MUNSON ST
14779,249 WINCHESTER AV
14780,MUNSON ST
14781,110 MUNSON ST
14782,84 MUNSON ST
14783,82 MUNSON ST
14784,174 MANSFIELD ST
14785,170 MANSFIELD ST
14786,168 MANSFIELD ST
14787,164 MANSFIELD ST
14788,158 MANSFIELD ST
14789,152 MANSFIELD ST
14790,15 WOODLAND ST
14791,19 WOODLAND ST
14792,23 WOODLAND ST
14793,31 WOODLAND ST
14794,37 WOODLAND ST
14795,41 WOODLAND ST
14796,43 WOODLAND ST
14797,169 WINCHESTER AV
14798,NA
14799,181 WINCHESTER AV
14800,185 WINCHESTER AV
14801,191 WINCHESTER AV
14802,201 WINCHESTER AV
14803,46 TILTON ST
14804,38 TILTON ST
14805,34 TILTON ST
14806,30 TILTON ST
14807,26 TILTON ST
14808,22 TILTON ST
14809,20 TILTON ST
14810,16 TILTON ST
14811,94 CANAL ST
14812,90 CANAL ST
14813,88 CANAL ST
14814,82 CANAL ST
14815,80 CANAL ST
14816,78 CANAL ST
14817,74 CANAL ST
14818,70 CANAL ST
14819,68 CANAL ST
14820,64 CANAL ST
14821,60 CANAL ST
14822,9 BRISTOL ST
14823,11 BRISTOL ST
14824,15 BRISTOL ST
14825,19 BRISTOL ST
14826,21 BRISTOL ST
14827,27 BRISTOL ST
14828,121 ASHMUN ST
14829,129 ASHMUN ST
14830,133 ASHMUN ST
14831,139 ASHMUN ST
14832,145 ASHMUN ST
14833,ASHMUN ST
14834,147 ASHMUN ST
14835,ASHMUN ST
14836,157 ASHMUN ST
14837,NA
14838,NA
14839,NA
14840,NA
14841,NA
14842,NA
14843,NA
14844,NA
14845,NA
14846,NA
14847,NA
14848,NA
14849,NA
14850,NA
14851,NA
14852,NA
14853,NA
14854,NA
14855,NA
14856,101 ASHMUN ST
14857,NA
14858,NA
14859,86 WINCHESTER AV
14860,2 WEBSTER ST
14861,NA
14862,76 WINCHESTER AV
14863,70 WINCHESTER AV
14864,62 WINCHESTER AV
14865,56 WINCHESTER AV
14866,52 WINCHESTER AV
14867,44 WINCHESTER AV
14868,40 WINCHESTER AV
14869,30 WINCHESTER AV #1
14870,30 WINCHESTER AV #2
14871,30 WINCHESTER AV #3
14872,30 WINCHESTER AV #4
14873,30 WINCHESTER AV #5
14874,36 WINCHESTER AV #6
14875,36 WINCHESTER AV #7
14876,36 WINCHESTER AV #8
14877,36 WINCHESTER AV #9
14878,36 WINCHESTER AV #10
14879,20 WINCHESTER AV
14880,16 WINCHESTER AV
14881,105 SACHEM ST
14882,106 MANSFIELD ST
14883,102 MANSFIELD ST
14884,100 MANSFIELD ST
14885,96 MANSFIELD ST
14886,92 MANSFIELD ST
14887,84 MANSFIELD ST
14888,82 MANSFIELD ST
14889,76 MANSFIELD ST
14890,72 MANSFIELD ST
14891,68 MANSFIELD ST
14892,58 MANSFIELD ST
14893,56 MANSFIELD ST
14894,46 MANSFIELD ST
14895,42 MANSFIELD ST
14896,83 SACHEM ST
14897,15 WINCHESTER AV
14898,21 WINCHESTER AV
14899,29 WINCHESTER AV
14900,35 WINCHESTER AV
14901,39 WINCHESTER AV
14902,45 WINCHESTER AV
14903,49 WINCHESTER AV
14904,53 WINCHESTER AV
14905,57 WINCHESTER AV
14906,63 WINCHESTER AV
14907,67 WINCHESTER AV
14908,71 WINCHESTER AV
14909,77 WINCHESTER AV
14910,79 WINCHESTER AV
14911,85 WINCHESTER AV
14912,28 COMPTON ST
14913,26 COMPTON ST
14914,18 COMPTON ST
14915,14 COMPTON ST
14916,NA
14917,NA
14918,NA
14919,NA
14920,70 SACHEM ST
14921,50 TOWER PKWY
14922,400 YORK ST
14923,227 GROVE ST
14924,NA
14925,NA
14926,NA
14927,NA
14928,NA
14929,NA
14930,NA
14931,NA
14932,NA
14933,YORK ST
14934,120 HIGH ST
14935,209 ELM ST
14936,121 HIGH ST
14937,110 WALL ST
14938,470 COLLEGE ST
14939,189 ELM ST
14940,115 HIGH ST
14941,HIGH ST
14942,9 TOWER PKWY
14943,YORK ST
14944,320 YORK ST
14945,306 YORK ST
14946,302 YORK ST
14947,294 YORK ST
14948,290 YORK ST
14949,282 YORK ST
14950,NA
14951,1 BROADWAY
14952,15 BROADWAY
14953,21 BROADWAY
14954,23 BROADWAY
14955,29 BROADWAY
14956,51 BROADWAY
14957,57 BROADWAY
14958,65 BROADWAY
14959,77 BROADWAY
14960,140 HIGH ST
14961,145 HIGH ST
14962,500 COLLEGE ST
14963,COLLEGE ST
14964,484 COLLEGE ST
14965,109 WALL ST
14966,121 WALL ST
14967,313 CROWN ST
14968,139 YORK ST
14969,149 YORK ST
14970,1074 CHAPEL ST
14971,1074 CHAPEL ST
14972,1074 CHAPEL ST
14973,1120 CHAPEL ST
14974,38 HIGH ST
14975,36 HIGH ST
14976,32 HIGH ST
14977,28 HIGH ST
14978,26 HIGH ST
14979,24 HIGH ST
14980,295 CROWN ST
14981,301 CROWN ST
14982,307 CROWN ST
14983,283 CROWN ST
14984,27 HIGH ST
14985,31 HIGH ST
14986,35 HIGH ST
14987,37 HIGH ST
14988,1048 CHAPEL ST
14989,41 HIGH ST
14990,1066 CHAPEL ST
14991,1042 CHAPEL ST
14992,1032 CHAPEL ST
14993,1032 CHAPEL ST
14994,1022 CHAPEL ST
14995,1016 CHAPEL ST
14996,1002 CHAPEL ST
14997,268 COLLEGE ST
14998,266 COLLEGE ST
14999,NA
15000,COLLEGE ST
15001,260 COLLEGE ST
15002,COLLEGE ST
15003,238 COLLEGE ST #2
15004,238 COLLEGE ST #1
15005,NA
15006,NA
15007,234 COLLEGE ST
15008,CROWN ST
15009,220 COLLEGE ST
15010,255 CROWN ST
15011,261 CROWN ST
15012,265 CROWN ST
15013,271 CROWN ST
15014,277 CROWN ST
15015,279 CROWN ST
15016,281 CROWN ST
15017,1073 CHAPEL ST
15018,197 YORK ST
15019,201 YORK ST
15020,64 HIGH ST
15021,60 HIGH ST
15022,HIGH ST
15023,1021 CHAPEL ST
15024,61 HIGH ST
15025,214 ELM ST
15026,200 ELM ST
15027,330 COLLEGE ST
15028,NA
15029,60 YORK ST
15030,390 GEORGE ST
15031,82 YORK ST
15032,335 NORTH FRONTAGE RD
15033,300 GEORGE ST
15034,340 GEORGE ST
15035,111 PARK ST
15036,100 YORK ST
15037,379 GEORGE ST
15038,123 YORK ST
15039,129 YORK ST
15040,HIGH ST
15041,280 CROWN ST
15042,274 CROWN ST
15043,270 CROWN ST
15044,260 CROWN ST
15045,254 CROWN ST
15046,250 CROWN ST
15047,NA
15048,200 COLLEGE ST
15049,NA
15050,297 GEORGE ST
15051,301 GEORGE ST
15052,301 GEORGE ST
15053,305 GEORGE ST
15054,323 GEORGE ST
15055,9 HIGH ST
15056,15 HIGH ST
15057,184 LIBERTY ST
15058,184 LIBERTY ST
15059,290 CONGRESS AV
15060,270 CONGRESS AV
15061,216 CONGRESS AV
15062,93 WASHINGTON AV
15063,101 WASHINGTON AV
15064,789 HOWARD AV
15065,375 CONGRESS AV
15066,NA
15067,NA
15068,333 CEDAR ST
15069,35 COLLEGE ST
15070,144 COLUMBUS AV
15071,150 COLUMBUS AV
15072,PORTSEA ST
15073,154 COLUMBUS AV
15074,158 COLUMBUS AV
15075,162 COLUMBUS AV
15076,147 PORTSEA ST
15077,145 PORTSEA ST
15078,143 PORTSEA ST
15079,141 PORTSEA ST
15080,137 PORTSEA ST
15081,133 PORTSEA ST
15082,131 PORTSEA ST
15083,127 PORTSEA ST
15084,125 PORTSEA ST
15085,115 PORTSEA ST
15086,100 CHURCH ST SOUTH
15087,46 PRINCE ST #101
15088,46 PRINCE ST #102A
15089,46 PRINCE ST #102B
15090,46 PRINCE ST #103
15091,46 PRINCE ST #104
15092,46 PRINCE ST #105
15093,46 PRINCE ST #106
15094,46 PRINCE ST #107
15095,46 PRINCE ST #108
15096,46 PRINCE ST #109
15097,46 PRINCE ST #201
15098,46 PRINCE ST #202
15099,46 PRINCE ST #203
15100,46 PRINCE ST #204
15101,46 PRINCE ST #205
15102,46 PRINCE ST #206
15103,46 PRINCE ST #207
15104,46 PRINCE ST #208
15105,46 PRINCE ST #209
15106,46 PRINCE ST #301
15107,46 PRINCE ST #302
15108,46 PRINCE ST #303
15109,46 PRINCE ST #305
15110,46 PRINCE ST #306
15111,46 PRINCE ST #307
15112,46 PRINCE ST #308
15113,46 PRINCE ST #309
15114,46 PRINCE ST #310
15115,46 PRINCE ST #401
15116,46 PRINCE ST UNIT 402B
15117,46 PRINCE ST #403
15118,46 PRINCE ST #404
15119,46 PRINCE ST #407
15120,46 PRINCE ST #408
15121,46 PRINCE ST #409
15122,46 PRINCE ST #410
15123,46 PRINCE ST #501
15124,46 PRINCE ST #601
15125,COLUMBUS AV
15126,COLUMBUS AV
15127,COLUMBUS AV
15128,COLUMBUS AV
15129,CEDAR ST
15130,10 AMISTAD ST
15131,CEDAR ST
15132,PRINCE ST
15133,CHURCH ST SOUTH
15134,PRINCE ST
15135,246 LAFAYETTE ST
15136,234 LAFAYETTE ST
15137,222 LAFAYETTE ST
15138,206 LAFAYETTE ST
15139,196 LAFAYETTE ST
15140,188 LAFAYETTE ST
15141,39 PRINCE ST
15142,49 PRINCE ST
15143,19 GOLD ST
15144,70 WASHINGTON AV
15145,22 GOLD ST
15146,32 GOLD ST
15147,10 GOLD ST
15148,104 WASHINGTON AV
15149,64 SPRING ST
15150,104 CEDAR ST
15151,90 CEDAR ST
15152,88 CEDAR ST
15153,86 CEDAR ST
15154,84 CEDAR ST
15155,82 CEDAR ST
15156,11 ROSETTE ST
15157,17 ROSETTE ST
15158,19 ROSETTE ST
15159,21 ROSETTE ST
15160,23 ROSETTE ST
15161,29 ROSETTE ST
15162,33 ROSETTE ST
15163,35 ROSETTE ST
15164,37 ROSETTE ST
15165,451 HOWARD AV
15166,455 HOWARD AV
15167,461 HOWARD AV
15168,465 HOWARD AV
15169,469 HOWARD AV
15170,473 HOWARD AV
15171,92 SPRING ST
15172,86 SPRING ST
15173,84 SPRING ST
15174,82 SPRING ST
15175,80 SPRING ST
15176,76 SPRING ST
15177,72 SPRING ST
15178,70 SPRING ST
15179,68 SPRING ST
15180,66 SPRING ST
15181,515 HOWARD AV
15182,28 EDGAR ST
15183,26 EDGAR ST
15184,24 EDGAR ST
15185,22 EDGAR ST
15186,10 EDGAR ST
15187,8 EDGAR ST
15188,85 SPRING ST
15189,87 SPRING ST
15190,89 SPRING ST
15191,91 SPRING ST
15192,485 HOWARD AV
15193,493 HOWARD AV
15194,505 HOWARD AV
15195,118 PUTNAM ST
15196,132 CEDAR ST
15197,130 CEDAR ST
15198,128 CEDAR ST
15199,126 CEDAR ST
15200,124 CEDAR ST
15201,122 CEDAR ST
15202,120 CEDAR ST
15203,118 CEDAR ST
15204,63 SPRING ST
15205,65 SPRING ST
15206,69 SPRING ST
15207,73 SPRING ST
15208,75 SPRING ST
15209,79 SPRING ST
15210,81 SPRING ST
15211,83 SPRING ST
15212,5 EDGAR ST
15213,7 EDGAR ST
15214,9 EDGAR ST
15215,11 EDGAR ST
15216,13 EDGAR ST
15217,15 EDGAR ST
15218,17 EDGAR ST
15219,19 EDGAR ST
15220,21 EDGAR ST
15221,140 PUTNAM ST
15222,138 PUTNAM ST
15223,134 PUTNAM ST
15224,128 PUTNAM ST
15225,NA
15226,122 PUTNAM ST
15227,10 LIBERTY ST
15228,47 SPRING ST
15229,113 CEDAR ST
15230,117 CEDAR ST
15231,119 CEDAR ST
15232,121 CEDAR ST
15233,123 CEDAR ST
15234,125 CEDAR ST
15235,127 CEDAR ST
15236,129 CEDAR ST
15237,131 CEDAR ST
15238,112 PUTNAM ST
15239,52 LIBERTY ST
15240,50 LIBERTY ST
15241,48 LIBERTY ST
15242,46 LIBERTY ST
15243,44 LIBERTY ST
15244,42 LIBERTY ST
15245,85 PUTNAM ST
15246,87 PUTNAM ST
15247,89 PUTNAM ST
15248,NA
15249,NA
15250,101 PUTNAM ST
15251,151 CEDAR ST
15252,155 CEDAR ST
15253,138 CARLISLE ST
15254,136 CARLISLE ST
15255,132 CARLISLE ST
15256,130 CARLISLE ST
15257,128 CARLISLE ST
15258,122 CARLISLE ST
15259,120 CARLISLE ST
15260,146 CARLISLE ST
15261,158 CEDAR ST
15262,154 CEDAR ST
15263,113 PUTNAM ST
15264,NA
15265,123 PUTNAM ST
15266,129 PUTNAM ST
15267,NA
15268,NA
15269,160 CARLISLE ST
15270,17 SALEM ST
15271,152 CARLISLE ST
15272,166 CARLISLE ST
15273,10 SALEM ST
15274,8 SALEM ST
15275,137 PUTNAM ST
15276,143 PUTNAM ST
15277,147 PUTNAM ST
15278,151 PUTNAM ST
15279,155 PUTNAM ST
15280,159 PUTNAM ST
15281,PUTNAM ST
15282,529 HOWARD AV
15283,533 HOWARD AV
15284,535 HOWARD AV
15285,537 HOWARD AV
15286,539 HOWARD AV
15287,541 HOWARD AV
15288,545 HOWARD AV
15289,551 HOWARD AV
15290,180 CARLISLE ST
15291,178 CARLISLE ST
15292,174 CARLISLE ST
15293,172 CARLISLE ST
15294,36 SALEM ST
15295,34 SALEM ST
15296,32 SALEM ST
15297,30 SALEM ST
15298,28 SALEM ST
15299,26 SALEM ST
15300,24 SALEM ST
15301,179 CARLISLE ST
15302,559 HOWARD AV
15303,565 HOWARD AV
15304,577 HOWARD AV
15305,230 PORTSEA ST
15306,228 PORTSEA ST
15307,CARLISLE ST
15308,70 LIBERTY ST
15309,68 LIBERTY ST
15310,66 LIBERTY ST
15311,64 LIBERTY ST
15312,62 LIBERTY ST
15313,60 LIBERTY ST
15314,58 LIBERTY ST
15315,125 CARLISLE ST
15316,131 CARLISLE ST
15317,133 CARLISLE ST
15318,135 CARLISLE ST
15319,167 CEDAR ST
15320,169 CEDAR ST
15321,173 CEDAR ST
15322,175 CEDAR ST
15323,177 CEDAR ST
15324,179 CEDAR ST
15325,184 PORTSEA ST
15326,180 PORTSEA ST
15327,174 PORTSEA ST
15328,172 PORTSEA ST
15329,168 PORTSEA ST
15330,162 PORTSEA ST
15331,200 COLUMBUS AV
15332,161 PORTSEA ST
15333,228 COLUMBUS AV
15334,194 CEDAR ST
15335,192 CEDAR ST
15336,190 CEDAR ST
15337,193 PORTSEA ST
15338,197 PORTSEA ST
15339,201 PORTSEA ST
15340,205 PORTSEA ST
15341,207 PORTSEA ST
15342,211 PORTSEA ST
15343,47 SALEM ST
15344,51 SALEM ST
15345,238 COLUMBUS AV
15346,232 COLUMBUS AV
15347,246 COLUMBUS AV
15348,52 SALEM ST
15349,48 SALEM ST
15350,215 PORTSEA ST
15351,219 PORTSEA ST
15352,223 PORTSEA ST
15353,227 PORTSEA ST
15354,583 HOWARD AV
15355,589 HOWARD AV
15356,593 HOWARD AV
15357,599 HOWARD AV
15358,NA
15359,609 HOWARD AV
15360,NA
15361,258 COLUMBUS AV
15362,250 COLUMBUS AV
15363,248 COLUMBUS AV
15364,264 HALLOCK AV
15365,262 HALLOCK AV
15366,258 HALLOCK AV
15367,252 HALLOCK AV
15368,250 HALLOCK AV
15369,246 HALLOCK AV
15370,242 HALLOCK AV
15371,240 HALLOCK AV
15372,33 SECOND ST
15373,39 SECOND ST
15374,45 SECOND ST
15375,51 SECOND ST
15376,57 SECOND ST
15377,297 HOWARD AV
15378,301 HOWARD AV
15379,305 HOWARD AV
15380,309 HOWARD AV
15381,313 HOWARD AV
15382,317 HOWARD AV
15383,323 HOWARD AV
15384,FIRST ST
15385,322 HOWARD AV
15386,318 HOWARD AV
15387,314 HOWARD AV
15388,310 HOWARD AV
15389,306 HOWARD AV
15390,302 HOWARD AV
15391,300 HOWARD AV
15392,294 HOWARD AV
15393,288 HOWARD AV
15394,75 SECOND ST
15395,375 GREENWICH AV
15396,383 GREENWICH AV
