pid,location
1100,49 CONCORD ST
1101,55 CONCORD ST
1102,61 CONCORD ST
1103,67 CONCORD ST
1104,71 CONCORD ST
1105,77 CONCORD ST
1106,81 CONCORD ST
1107,85 CONCORD ST
1108,91 CONCORD ST
1109,97 CONCORD ST
1110,101 CONCORD ST
1111,107 CONCORD ST
1112,109 CONCORD ST
1113,111 CONCORD ST
1114,121 CONCORD ST
1115,127 CONCORD ST
1116,17 ALDEN ST
1117,37 SHOREHAM RD
1118,80 CONCORD ST
1119,78 CONCORD ST
1120,92 CONCORD ST
1121,90 CONCORD ST
1122,88 CONCORD ST
1123,87 TOWNSEND AV
1124,89 TOWNSEND AV
1125,TOWNSEND AV
1126,99 TOWNSEND AV
1127,105 TOWNSEND AV
1128,115 TOWNSEND AV
1129,117 TOWNSEND AV
1130,129 TOWNSEND AV
1131,17 SHOREHAM RD
1132,19 SHOREHAM RD
1133,25 SHOREHAM RD
1134,33 SHOREHAM RD
1135,51 BEECHER PL
1136,156 CONCORD ST
1137,150 CONCORD ST
1138,146 CONCORD ST
1139,140 CONCORD ST
1140,136 CONCORD ST
1141,132 CONCORD ST
1142,36 SHOREHAM RD
1143,32 SHOREHAM RD
1144,28 SHOREHAM RD
1145,22 SHOREHAM RD
1146,16 SHOREHAM RD
1147,14 SHOREHAM RD
1148,139 TOWNSEND AV
1149,143 TOWNSEND AV
1150,147 TOWNSEND AV
1151,151 TOWNSEND AV
1152,155 TOWNSEND AV
1153,165 TOWNSEND AV
1154,171 TOWNSEND AV
1155,15 BEECHER PL
1156,23 BEECHER PL
1157,37 BEECHER PL
1158,39 BEECHER PL
1159,41 BEECHER PL
1160,45 BEECHER PL
1161,49 BEECHER PL
1162,35 EDEN ST
1163,1414 DEAN ST
1164,30 ALDEN ST
1165,14 ALDEN ST
1166,20 ALDEN ST
1167,135 CONCORD ST
1168,141 CONCORD ST
1169,145 CONCORD ST
1170,151 CONCORD ST
1171,11 EDEN ST
1172,15 EDEN ST
1173,21 EDEN ST
1174,NA
1175,25 EDEN ST
1176,41 ARDEN ST
1177,1500 DEAN ST
1178,1490 DEAN ST
1179,34 EDEN ST
1180,26 EDEN ST
1181,20 EDEN ST
1182,14 EDEN ST
1183,161 CONCORD ST
1184,165 CONCORD ST
1185,169 CONCORD ST
1186,11 ARDEN ST
1187,15 ARDEN ST
1188,17 ARDEN ST
1189,31 ARDEN ST
1190,33 ARDEN ST
1191,NA
1192,NA
1193,NA
1194,208 COVE ST
1195,78 TOWNSEND AV
1196,74 TOWNSEND AV
1197,70 TOWNSEND AV
1198,66 TOWNSEND AV
1199,60 TOWNSEND AV
1200,56 TOWNSEND AV
1201,48 TOWNSEND AV
1202,42 TOWNSEND AV
1203,94 MORRIS COVE RD
1204,90 MORRIS COVE RD
1205,86 MORRIS COVE RD
1206,82 MORRIS COVE RD
1207,76 MORRIS COVE RD
1208,70 MORRIS COVE RD
1209,64 MORRIS COVE RD
1210,56 MORRIS COVE RD
1211,50 MORRIS COVE RD
1212,NA
1213,509 LIGHTHOUSE RD
1214,22 TOWNSEND AV
1215,TOWNSEND AV
1216,20 TOWNSEND AV
1217,18 TOWNSEND AV
1218,16 TOWNSEND AV
1219,14 TOWNSEND AV
1220,12 TOWNSEND AV
1221,10 TOWNSEND AV
1222,8 TOWNSEND AV
1223,6 TOWNSEND AV
1224,4 TOWNSEND AV
1225,8 DOUGLASS AV
1226,453 LIGHTHOUSE RD
1227,457 LIGHTHOUSE RD
1228,461 LIGHTHOUSE RD
1229,NA
1230,471 LIGHTHOUSE RD
1231,475 LIGHTHOUSE RD
1232,479 LIGHTHOUSE RD
1233,485 LIGHTHOUSE RD
1234,491 LIGHTHOUSE RD
1235,499 LIGHTHOUSE RD
1236,38 TOWNSEND AV
1237,32 TOWNSEND AV
1238,30 TOWNSEND AV
1239,TOWNSEND AV
1240,28 TOWNSEND AV
1241,26 TOWNSEND AV
1242,488 LIGHTHOUSE RD
1243,506 LIGHTHOUSE RD
1244,502 LIGHTHOUSE RD
1245,496 LIGHTHOUSE RD
1246,490 LIGHTHOUSE RD
1247,482 LIGHTHOUSE RD
1248,35 MORRIS COVE RD
1249,43 MORRIS COVE RD
1250,47 MORRIS COVE RD
1251,53 MORRIS COVE RD
1252,57 MORRIS COVE RD
1253,67 MORRIS COVE RD
1254,MORRIS COVE RD
1255,MORRIS COVE RD
1256,MORRIS COVE RD
1257,NA
1258,70 CONCORD ST
1259,66 CONCORD ST
1260,60 CONCORD ST
1261,54 CONCORD ST
1262,50 CONCORD ST
1263,NA
1264,42 CONCORD ST
1265,38 CONCORD ST
1266,30 CONCORD ST
1267,27 TOWNSEND AV
1268,27 TOWNSEND AV
1269,29 TOWNSEND AV
1270,33 TOWNSEND AV
1271,35 TOWNSEND AV
1272,41 TOWNSEND AV
1273,TOWNSEND AV
1274,43 TOWNSEND AV
1275,45 TOWNSEND AV
1276,49 TOWNSEND AV
1277,53 TOWNSEND AV
1278,57 TOWNSEND AV
1279,61 TOWNSEND AV
1280,65 TOWNSEND AV
1281,67 TOWNSEND AV
1282,75 TOWNSEND AV
1283,81 TOWNSEND AV
1284,1 DOUGLASS AV
1285,2 TOWNSEND AV
1286,129 OCEAN VIEW ST
1287,125 OCEAN VIEW ST
1288,55 CLIFFORD TER
1289,59 CLIFFORD TER
1290,CLIFFORD TER
1291,106 MEADOW VIEW TER
1292,NA
1293,NA
1294,104 MEADOW VIEW ST
1295,100 MEADOW VIEW ST
1296,58 SHEPARD AV
1297,54 SHEPARD AV
1298,50 SHEPARD AV
1299,115 OCEAN VIEW ST
1300,415 LIGHTHOUSE RD
1301,340 MARION ST
1302,334 MARION ST
1303,328 MARION ST
1304,324 MARION ST
1305,6 CONSTANCE ST
1306,7 CONSTANCE ST
1307,314 MARION ST
1308,308 MARION ST
1309,300 MARION ST
1310,296 MARION ST
1311,286 MARION ST
1312,280 MARION ST
1313,272 MARION ST
1314,264 MARION ST
1315,NA
1316,NA
1317,NA
1318,62 CLIFFORD TER
1319,60 CLIFFORD TER
1320,137 OCEAN VIEW ST
1321,143 OCEAN VIEW ST
1322,147 OCEAN VIEW ST
1323,157 OCEAN VIEW ST
1324,161 OCEAN VIEW ST
1325,163 OCEAN VIEW ST
1326,167 OCEAN VIEW ST
1327,357 LIGHTHOUSE RD
1328,361 LIGHTHOUSE RD
1329,365 LIGHTHOUSE RD
1330,28 ANTHONY DR
1331,24 ANTHONY DR
1332,18 ANTHONY DR
1333,12 ANTHONY DR
1334,6 ANTHONY DR
1335,ANTHONY DR
1336,3 ANTHONY DR
1337,9 ANTHONY DR
1338,15 ANTHONY DR
1339,21 ANTHONY DR
1340,ANTHONY DR
1341,27 ANTHONY DR
1342,387 LIGHTHOUSE RD
1343,397 LIGHTHOUSE RD
1344,401 LIGHTHOUSE RD
1345,411 LIGHTHOUSE RD
1346,435 LIGHTHOUSE RD
1347,NA
1348,NA
1349,230 SOUTH END RD
1350,220 SOUTH END RD
1351,214 SOUTH END RD
1352,210 SOUTH END RD
1353,194 SOUTH END RD
1354,184 SOUTH END RD
1355,182 SOUTH END RD
1356,172 SOUTH END RD
1357,158 SOUTH END RD
1358,144 SOUTH END RD
1359,180 MEADOW VIEW ST
1360,174 MEADOW VIEW ST
1361,170 MEADOW VIEW ST
1362,158 MEADOW VIEW ST
1363,168 MEADOW VIEW ST
1364,265 MARION ST
1365,279 MARION ST
1366,285 MARION ST
1367,307 MARION ST
1368,309 MARION ST
1369,309 MARION ST #1/2
1370,311 MARION ST
1371,315 MARION ST
1372,319 MARION ST
1373,323 MARION ST
1374,329 MARION ST
1375,337 MARION ST
1376,341 MARION ST
1377,NA
1378,425 LIGHTHOUSE RD
1379,NA
1380,149 COVE ST
1381,190 OCEAN VIEW ST
1382,346 LIGHTHOUSE RD
1383,338 LIGHTHOUSE RD
1384,330 LIGHTHOUSE RD
1385,328 LIGHTHOUSE RD
1386,115 COVE ST
1387,119 COVE ST
1388,COVE ST
1389,133 COVE ST
1390,141 COVE ST
1391,145 COVE ST
1392,198 COVE ST
1393,190 COVE ST
1394,184 COVE ST
1395,180 COVE ST
1396,178 COVE ST
1397,174 COVE ST
1398,170 COVE ST
1399,160 COVE ST
1400,156 COVE ST
1401,NA
1402,NA
1403,144 COVE ST
1404,138 COVE ST
1405,134 COVE ST
1406,132 COVE ST
1407,130 COVE ST
1408,COVE ST
1409,COVE ST
1410,114 COVE ST
1411,211 COVE ST
1412,434 LIGHTHOUSE RD
1413,430 LIGHTHOUSE RD
1414,420 LIGHTHOUSE RD
1415,416 LIGHTHOUSE RD
1416,412 LIGHTHOUSE RD
1417,402 LIGHTHOUSE RD
1418,392 LIGHTHOUSE RD
1419,386 LIGHTHOUSE RD
1420,382 LIGHTHOUSE RD
1421,376 LIGHTHOUSE RD
1422,370 LIGHTHOUSE RD
1423,360 LIGHTHOUSE RD
1424,165 COVE ST
1425,171 COVE ST
1426,179 COVE ST
1427,181 COVE ST
1428,197 COVE ST
1429,203 COVE ST
1430,205 COVE ST
1431,207 COVE ST
1432,180 MARION ST
1433,MARION ST
1434,196 MARION ST
1435,202 MARION ST
1436,206 MARION ST
1437,5 MARION ST
1438,MARION ST
1439,105 MEADOW VIEW ST
1440,MARION ST
1441,MARION ST
1442,179 MARION ST
1443,MARION ST
1444,187 MARION ST
1445,40 MARION ST
1446,NA
1447,203 MARION ST
1448,MARION ST
1449,215 MARION ST
1450,136 ROAD DAM & CREEK
1451,143 MEADOW VIEW ST
1452,6 LIGHTHOUSE POINT TER
1453,146 ROAD DAM & CREEK
1454,CART RD
1455,ROAD DAM & CREEK
1456,190 CART RD
1457,52 CART RD
1458,62 CART RD
1459,68 CART RD
1460,CART RD
1461,68 ROAD DAM & CREEK
1462,64 ROAD DAM & CREEK
1463,10 LIGHTHOUSE POINT TER
1464,14 LIGHTHOUSE POINT TER
1465,16 LIGHTHOUSE POINT TER
1466,NA
1467,14 1/2 LIGHTHOUSE POINT TER
1468,30 LIGHTHOUSE POINT TER
1469,40 LIGHTHOUSE POINT TER
1470,150 ROAD DAM & CREEK
1471,ROAD DAM & CREEK
1472,114 CART RD
1473,NA
1474,18 ROAD DAM & CREEK
1475,75 MEADOW VIEW ST
1476,71 MEADOW VIEW ST
1477,79 MEADOW VIEW ST
1478,120 SOUTH END RD
1479,110 SOUTH END RD
1480,100 SOUTH END RD
1481,90 SOUTH END RD
1482,21 LIGHTHOUSE POINT TER
1483,66 SOUTH END RD
1484,SOUTH END RD
1485,58 SOUTH END RD
1486,44 SOUTH END RD
1487,40 SOUTH END RD
1488,SOUTH END RD
1489,LIGHTHOUSE POINT TER
1490,LIGHTHOUSE POINT TER
1491,LIGHTHOUSE POINT TER
1492,LIGHTHOUSE POINT TER
1493,19 LIGHTHOUSE POINT TER
1494,11 LIGHTHOUSE POINT TER
1495,7 LIGHTHOUSE POINT TER
1496,1 CORA ST
1497,7 CORA ST
1498,11 CORA ST
1499,19 CORA ST
1500,21 CORA ST
1501,27 CORA ST
1502,251 LIGHTHOUSE RD
1503,257 LIGHTHOUSE RD
1504,265 LIGHTHOUSE RD
1505,269 LIGHTHOUSE RD
1506,273 LIGHTHOUSE RD
1507,277 LIGHTHOUSE RD
1508,287 LIGHTHOUSE RD
1509,293 LIGHTHOUSE RD
1510,305 LIGHTHOUSE RD
1511,307 LIGHTHOUSE RD
1512,311 LIGHTHOUSE RD
1513,128 MORRIS AV
1514,124 MORRIS AV
1515,6 DOTY PL
1516,10 DOTY PL
1517,16 DOTY PL
1518,24 DOTY PL
1519,32 DOTY PL
1520,18 MARIN RD
1521,175 LIGHTHOUSE RD
1522,105 MORRIS AV
1523,9 CLIFFORD TER
1524,19 CLIFFORD TER
1525,25 CLIFFORD TER
1526,128 OCEAN VIEW ST
1527,34 SHEPARD AV
1528,26 SHEPARD AV
1529,20 SHEPARD AV
1530,16 SHEPARD AV
1531,12 SHEPARD AV
1532,4 SHEPARD AV
1533,325 LIGHTHOUSE RD
1534,345 LIGHTHOUSE RD
1535,347 LIGHTHOUSE RD
1536,170 OCEAN VIEW ST
1537,164 OCEAN VIEW ST
1538,158 OCEAN VIEW ST
1539,152 OCEAN VIEW ST
1540,OCEAN VIEW ST
1541,148 OCEAN VIEW ST
1542,140 OCEAN VIEW ST
1543,22 CLIFFORD TER
1544,14 CLIFFORD TER
1545,8 CLIFFORD TER
1546,115 MORRIS AV
1547,2 CLIFFORD TER
1548,117 MORRIS AV
1549,121 MORRIS AV
1550,123 MORRIS AV
1551,7 COVE ST
1552,COVE ST
1553,11 COVE ST
1554,15 COVE ST
1555,21 COVE ST
1556,29 COVE ST
1557,37 COVE ST
1558,49 COVE ST
1559,270 LIGHTHOUSE RD
1560,266 LIGHTHOUSE RD
1561,262 LIGHTHOUSE RD
1562,256 LIGHTHOUSE RD
1563,252 LIGHTHOUSE RD
1564,246 LIGHTHOUSE RD
1565,240 LIGHTHOUSE RD
1566,236 LIGHTHOUSE RD
1567,234 LIGHTHOUSE RD
1568,230 LIGHTHOUSE RD
1569,222 LIGHTHOUSE RD
1570,8 COVE ST
1571,14 COVE ST
1572,20 COVE ST
1573,COVE ST
1574,COVE ST
1575,20 COVE ST
1576,COVE ST
1577,COVE ST
1578,COVE ST
1579,COVE ST
1580,COVE ST
1581,COVE ST
1582,COVE ST
1583,COVE ST
1584,COVE ST
1585,20 COVE ST
1586,COVE ST
1587,COVE ST
1588,COVE ST
1589,COVE ST
1590,COVE ST
1591,COVE ST
1592,COVE ST
1593,COVE ST
1594,20 COVE ST
1595,COVE ST
1596,20 COVE ST
1597,COVE ST
1598,20 COVE ST
1599,COVE ST
1600,COVE ST
1601,COVE ST
1602,COVE ST
1603,COVE ST
1604,20 COVE ST
1605,20 COVE ST
1606,COVE ST
1607,20 COVE ST
1608,COVE ST
1609,20 COVE ST
1610,20 COVE ST
1611,20 COVE ST
1612,COVE ST
1613,20 COVE ST
1614,20 COVE ST
1615,24 COVE ST
1616,30 COVE ST
1617,34 COVE ST
1618,38 COVE ST
1619,62 COVE ST
1620,64 COVE ST
1621,70 COVE ST
1622,74 COVE ST
1623,78 COVE ST
1624,82 COVE ST
1625,88 COVE ST #A
1626,88 COVE ST #B
1627,86 COVE ST #A
1628,86 COVE ST #B
1629,94 COVE ST
1630,104 COVE ST
1631,176 MORRIS AV
1632,19 RHEA ST
1633,75 COVE ST
1634,NA
1635,NA
1636,81 COVE ST
1637,87 COVE ST
1638,93 COVE ST
1639,103 COVE ST
1640,312 LIGHTHOUSE RD
1641,310 LIGHTHOUSE RD
1642,308 LIGHTHOUSE RD
1643,300 LIGHTHOUSE RD
1644,296 LIGHTHOUSE RD
1645,290 LIGHTHOUSE RD
1646,284 LIGHTHOUSE RD
1647,280 LIGHTHOUSE RD
1648,11 RHEA ST
1649,DOTY PL
1650,9 DOTY PL
1651,7 DOTY PL
1652,5 DOTY PL
1653,1 DOTY PL
1654,MORRIS AV
1655,100 MORRIS AV
1656,NA
1657,92 MORRIS AV
1658,88 MORRIS AV
1659,MARIN RD
1660,MARIN RD
1661,MARIN RD
1662,MARIN RD
1663,MARIN RD
1664,80 MORRIS AV
1665,76 MORRIS AV
1666,70 MORRIS AV
1667,66 MORRIS AV
1668,58 MORRIS AV
1669,54 MORRIS AV
1670,48 MORRIS AV
1671,46 MORRIS AV
1672,44 MORRIS AV
1673,40 MORRIS AV
1674,36 MORRIS AV
1675,32 MORRIS AV
1676,28 MORRIS AV
1677,24 MORRIS AV
1678,16 MORRIS AV
1679,3 MEADOW VIEW ST
1680,9 MEADOW VIEW ST
1681,15 MEADOW VIEW ST
1682,MORRIS AV
1683,17 ORCHARD AV
1684,7 ORCHARD AV
1685,72 OCEAN VIEW ST
1686,66 OCEAN VIEW ST
1687,10 MEADOW VIEW ST
1688,33 MORRIS AV
1689,39 MORRIS AV
1690,45 MORRIS AV
1691,71 MORRIS AV
1692,15 SHEPARD AV
1693,19 SHEPARD AV
1694,25 SHEPARD AV
1695,104 OCEAN VIEW ST
1696,94 OCEAN VIEW ST
1697,16 ORCHARD AV
1698,20 ORCHARD AV
1699,59 MORRIS AV
1700,69 MORRIS AV
1701,103 OCEAN VIEW ST
1702,61 SHEPARD AV
1703,SHEPARD AV
1704,86 MEADOW VIEW ST
1705,74 MEADOW VIEW ST
1706,63 OCEAN VIEW ST
1707,79 OCEAN VIEW ST
1708,83 OCEAN VIEW ST
1709,87 OCEAN VIEW ST
1710,95 OCEAN VIEW ST
1711,38 MORRIS AV
1712,MARION ST
1713,MARION ST
1714,160 MARION ST
1715,156 MARION ST
1716,152 MARION ST
1717,115 MORRIS CREEK & DY
1718,MORRIS CREEK & DY
1719,MORRIS CREEK & DY
1720,10 MORRIS AV
1721,23 MEADOW VIEW ST
1722,175 MARION ST
1723,MARION ST
1724,165 MARION ST
1725,159 MARION ST
1726,81 MORRIS CREEK & DY
1727,89 MORRIS CREEK & DY
1728,93 MORRIS CREEK & DY
1729,99 MORRIS CREEK & DY
1730,101 MORRIS CREEK & DY
1731,155 MARION ST
1732,149 MARION ST
1733,21 LIGHTHOUSE RD
1734,6 RAYNHAM RD
1735,307 WOODWARD AV
1736,315 WOODWARD AV
1737,321 WOODWARD AV
1738,327 WOODWARD AV
1739,333 WOODWARD AV
1740,337 WOODWARD AV
1741,TUTTLE ST
1742,196 KNEELAND RD
1743,19 TUTTLE ST
1744,190 KNEELAND RD
1745,184 KNEELAND RD
1746,176 KNEELAND RD
1747,170 KNEELAND RD
1748,164 KNEELAND RD
1749,34 RAYNHAM RD
1750,26 RAYNHAM RD
1751,20 RAYNHAM RD
1752,12 RAYNHAM RD
1753,50 RAYNHAM RD
1754,165 KNEELAND RD
1755,173 KNEELAND RD
1756,179 KNEELAND RD
1757,185 KNEELAND RD
1758,191 KNEELAND RD
1759,197 KNEELAND RD
1760,203 KNEELAND RD
1761,774 TOWNSEND AV
1762,766 TOWNSEND AV
1763,760 TOWNSEND AV
1764,752 TOWNSEND AV
1765,744 TOWNSEND AV
1766,738 TOWNSEND AV
1767,720 TOWNSEND AV
1768,54 RAYNHAM RD
1769,10 TUTTLE ST
1770,363 WOODWARD AV
1771,367 WOODWARD AV
1772,375 WOODWARD AV
1773,383 WOODWARD AV
1774,393 WOODWARD AV
1775,399 WOODWARD AV
1776,405 WOODWARD AV
1777,411 WOODWARD AV
1778,415 WOODWARD AV
1779,421 WOODWARD AV
1780,429 WOODWARD AV
1781,3 UPSON TER
1782,11 UPSON TER
1783,294 KNEELAND RD
1784,290 KNEELAND RD
1785,280 KNEELAND RD
1786,276 KNEELAND RD
1787,270 KNEELAND RD
1788,264 KNEELAND RD
1789,258 KNEELAND RD
1790,252 KNEELAND RD
1791,246 KNEELAND RD
1792,240 KNEELAND RD
1793,234 KNEELAND RD
1794,228 KNEELAND RD
1795,222 KNEELAND RD
1796,214 KNEELAND RD
1797,16 TUTTLE ST
1798,215 KNEELAND RD
1799,223 KNEELAND RD
1800,229 KNEELAND RD
1801,241 KNEELAND RD
1802,245 KNEELAND RD
1803,249 KNEELAND RD
1804,253 KNEELAND RD
1805,259 KNEELAND RD
1806,265 KNEELAND RD
1807,271 KNEELAND RD
1808,277 KNEELAND RD
1809,283 KNEELAND RD
1810,289 KNEELAND RD
1811,295 KNEELAND RD
1812,864 TOWNSEND AV
1813,856 TOWNSEND AV
1814,850 TOWNSEND AV
1815,840 TOWNSEND AV
1816,820 TOWNSEND AV
1817,818 TOWNSEND AV
1818,816 TOWNSEND AV
1819,810 TOWNSEND AV
1820,802 TOWNSEND AV
1821,794 TOWNSEND AV
1822,786 TOWNSEND AV
1823,418 WOODWARD AV #1
1824,418 WOODWARD AV #2
1825,418 WOODWARD AV #3
1826,418 WOODWARD AV #4
1827,418 WOODWARD AV #5
1828,418 WOODWARD AV #6
1829,418 WOODWARD AV #7
1830,418 WOODWARD AV #8
1831,418 WOODWARD AV #9
1832,418 WOODWARD AV #10
1833,418 WOODWARD AV #11
1834,418 WOODWARD AV #12
1835,418 WOODWARD AV #13
1836,418 WOODWARD AV #14
1837,418 WOODWARD AV #15
1838,418 WOODWARD AV #16
1839,418 WOODWARD AV #17
1840,418 WOODWARD AV #18
1841,418 WOODWARD AV #19
1842,418 WOODWARD AV #20
1843,418 WOODWARD AV #21
1844,418 WOODWARD AV #22
1845,418 WOODWARD AV #23
1846,418 WOODWARD AV #24
1847,418 WOODWARD AV #25
1848,418 WOODWARD AV #26
1849,418 WOODWARD AV #27
1850,418 WOODWARD AV #28
1851,432 WOODWARD AV
1852,436 WOODWARD AV
1853,82 FORT HALE RD
1854,FORT HALE RD
1855,153 WOODWARD AV
1856,159 WOODWARD AV
1857,163 WOODWARD AV
1858,169 WOODWARD AV
1859,175 WOODWARD AV
1860,181 WOODWARD AV
1861,3 HERVEY ST
1862,9 HERVEY ST
1863,17 HERVEY ST
1864,25 HERVEY ST
1865,29 HERVEY ST
1866,35 HERVEY ST
1867,42 KNEELAND RD
1868,36 KNEELAND RD
1869,30 KNEELAND RD
1870,24 KNEELAND RD
1871,20 KNEELAND RD
1872,114 FORT HALE RD
1873,110 FORT HALE RD
1874,104 FORT HALE RD
1875,100 FORT HALE RD
1876,94 FORT HALE RD
1877,90 FORT HALE RD
1878,84 FORT HALE RD
1879,9 KNEELAND RD
1880,25 KNEELAND RD
1881,33 KNEELAND RD
1882,35 KNEELAND RD
1883,37 KNEELAND RD
1884,51 KNEELAND RD
1885,47 KNEELAND RD
1886,59 HERVEY ST
1887,65 HERVEY ST
1888,71 HERVEY ST
1889,630 TOWNSEND AV
1890,620 TOWNSEND AV
1891,610 TOWNSEND AV
1892,602 TOWNSEND AV
1893,596 TOWNSEND AV
1894,NA
1895,138 FORT HALE RD
1896,132 FORT HALE RD
1897,6 HERVEY ST
1898,219 WOODWARD AV
1899,225 WOODWARD AV
1900,231 WOODWARD AV
1901,235 WOODWARD AV
1902,241 WOODWARD AV
1903,245 WOODWARD AV
1904,WOODWARD AV
1905,WOODWARD AV
1906,WOODWARD AV
1907,WOODWARD AV
1908,WOODWARD AV
1909,255 WOODWARD AV
1910,3 RAYNHAM RD
1911,11 RAYNHAM RD
1912,19 RAYNHAM RD
1913,25 RAYNHAM RD
1914,130 KNEELAND RD
1915,120 KNEELAND RD
1916,114 KNEELAND RD
1917,108 KNEELAND RD
1918,KNEELAND RD
1919,KNEELAND RD
1920,102 KNEELAND RD
1921,96 KNEELAND RD
1922,90 KNEELAND RD
1923,86 KNEELAND RD
1924,38 HERVEY ST
1925,30 HERVEY ST
1926,22 HERVEY ST
1927,16 HERVEY ST
1928,NA
1929,85 KNEELAND RD
1930,91 KNEELAND RD
1931,95 KNEELAND RD
1932,101 KNEELAND RD
1933,107 KNEELAND RD
1934,113 KNEELAND RD
1935,119 KNEELAND RD
1936,125 KNEELAND RD
1937,131 KNEELAND RD
1938,55 RAYNHAM RD
1939,700 TOWNSEND AV
1940,694 TOWNSEND AV
1941,690 TOWNSEND AV
1942,680 TOWNSEND AV
1943,672 TOWNSEND AV
1944,664 TOWNSEND AV
1945,656 TOWNSEND AV
1946,650 TOWNSEND AV
1947,640 TOWNSEND AV
1948,74 HERVEY ST
1949,66 HERVEY ST
1950,60 HERVEY ST
1951,54 HERVEY ST
1952,5 POPE ST
1953,17 POPE ST
1954,25 POPE ST
1955,35 POPE ST
1956,41 POPE ST
1957,43 POPE ST
1958,49 POPE ST
1959,51 POPE ST
1960,59 POPE ST
1961,65 POPE ST
1962,69 POPE ST
1963,73 POPE ST
1964,480 TOWNSEND AV
1965,458 TOWNSEND AV
1966,450 TOWNSEND AV
1967,444 TOWNSEND AV
1968,440 TOWNSEND AV
1969,430 TOWNSEND AV
1970,TOWNSEND AV
1971,24 WOODWARD AV #1
1972,24 WOODWARD AV #2
1973,24 WOODWARD AV #3
1974,24 WOODWARD AV #4
1975,24 WOODWARD AV #5
1976,24 WOODWARD AV #6
1977,24 WOODWARD AV #7
1978,24 WOODWARD AV #8
1979,24 WOODWARD AV #9
1980,24 WOODWARD AV #10
1981,24 WOODWARD AV #11
1982,24 WOODWARD AV #12
1983,24 WOODWARD AV #13
1984,24 WOODWARD AV #14
1985,24 WOODWARD AV #15
1986,24 WOODWARD AV #16
1987,24 WOODWARD AV #17
1988,24 WOODWARD AV #18
1989,24 WOODWARD AV #19
1990,24 WOODWARD AV #20
1991,24 WOODWARD AV #21
1992,24 WOODWARD AV #22
1993,24 WOODWARD AV #23
1994,24 WOODWARD AV #24
1995,24 WOODWARD AV #25
1996,24 WOODWARD AV #26
1997,24 WOODWARD AV #27
1998,24 WOODWARD AV #28
1999,24 WOODWARD AV #29
2000,24 WOODWARD AV #30
2001,24 WOODWARD AV #31
2002,24 WOODWARD AV #32
2003,24 WOODWARD AV #33
2004,24 WOODWARD AV #34
2005,24 WOODWARD AV #35
2006,24 WOODWARD AV #36
2007,24 WOODWARD AV #37
2008,24 WOODWARD AV #38
2009,24 WOODWARD AV #39
2010,24 WOODWARD AV #40
2011,24 WOODWARD AV #41
2012,24 WOODWARD AV #42
2013,24 WOODWARD AV #43
2014,24 WOODWARD AV #44
2015,24 WOODWARD AV #45
2016,24 WOODWARD AV #46
2017,24 WOODWARD AV #47
2018,24 WOODWARD AV #48
2019,24 WOODWARD AV #49
2020,24 WOODWARD AV #50
2021,24 WOODWARD AV #51
2022,24 WOODWARD AV #52
2023,24 WOODWARD AV #53
2024,24 WOODWARD AV #54
2025,24 WOODWARD AV #55
2026,24 WOODWARD AV #56
2027,24 WOODWARD AV #57
2028,24 WOODWARD AV #58
2029,24 WOODWARD AV #59
2030,24 WOODWARD AV #60
2031,24 WOODWARD AV #61
2032,24 WOODWARD AV #62
2033,HALE RD
2034,HALE RD
2035,HALE RD
2036,HALE RD
2037,HALE RD
2038,HALE RD
2039,HALE RD
2040,HALE RD
2041,HALE RD
2042,HALE RD
2043,HALE RD
2044,WOODWARD LA
2045,HALE RD
2046,WOODWARD AV
2047,47 WOODWARD AV
2048,NA
2049,83 FORT HALE RD
2050,87 FORT HALE RD
2051,93 FORT HALE RD
2052,99 FORT HALE RD
2053,103 FORT HALE RD
2054,111 FORT HALE RD
2055,113 FORT HALE RD
2056,119 FORT HALE RD
2057,123 FORT HALE RD
2058,127 FORT HALE RD
2059,133 FORT HALE RD
2060,137 FORT HALE RD
2061,145 FORT HALE RD
2062,149 FORT HALE RD
2063,153 FORT HALE RD
2064,564 TOWNSEND AV
2065,552 TOWNSEND AV
2066,548 TOWNSEND AV
2067,96 MORSE PL
2068,88 MORSE PL
2069,70 MORSE PL
2070,MORSE PL
2071,60 MORSE PL
2072,52 MORSE PL
2073,46 MORSE PL
2074,40 MORSE PL
2075,34 MORSE PL
2076,30 MORSE PL
2077,24 MORSE PL
2078,16 MORSE PL
2079,99 WOODWARD AV
2080,105 WOODWARD AV
2081,109 WOODWARD AV
2082,115 WOODWARD AV
2083,5 MORSE PL
2084,11 MORSE PL
2085,17 MORSE PL
2086,MORSE PL
2087,27 MORSE PL
2088,35 MORSE PL
2089,41 MORSE PL
2090,49 MORSE PL
2091,57 MORSE PL
2092,61 MORSE PL
2093,65 MORSE PL
2094,75 MORSE PL
2095,536 TOWNSEND AV
2096,534 TOWNSEND AV
2097,530 TOWNSEND AV
2098,518 TOWNSEND AV
2099,512 TOWNSEND AV
2100,506 TOWNSEND AV
2101,500 TOWNSEND AV
2102,84 POPE ST
2103,78 POPE ST
2104,72 POPE ST
2105,66 POPE ST
2106,62 POPE ST
2107,58 POPE ST
2108,54 POPE ST
2109,48 POPE ST
2110,44 POPE ST
2111,38 POPE ST
2112,34 POPE ST
2113,28 POPE ST
2114,24 POPE ST
2115,20 POPE ST
2116,14 POPE ST
2117,10 POPE ST
2118,69 WOODWARD AV
2119,75 WOODWARD AV
